axRaw,ayRaw,azRaw,wxRaw,wyRaw,wzRaw,ax,ay,az,wx,wy,wz
16212,-20,616,-38,-61,-31,9.70701416015625,-0.011975097656250001,0.3688330078125,-0.005062787143189658,-0.008127105677225504,-0.004130168458917879
-116,-124,1852,109,12297,-668,-0.06945556640625,-0.07424560546875,1.1088940429687502,0.014522205226517705,1.6383445657842954,-0.08899846872764978
-12,-24,-60,35,11844,-487,-0.00718505859375,-0.0143701171875,-0.03592529296875,0.004663093421358896,1.5779908137878502,-0.06488361417719378
-108,-4,5412,-58,7426,-1004,-0.06466552734375,-0.00239501953125,3.24046142578125,-0.007727411955394742,0.9893751927717475,-0.1337641655726952
11828,68,-48,-117,10267,340,7.0820727539062505,0.04071533203125,-0.028740234375,-0.015588055151399738,1.3678851473454796,0.045298621807486415
10608,76,8732,-42,-112,-125,6.351591796875001,0.045505371093750004,5.22832763671875,-0.005595712105630674,-0.014921898948348467,-0.016653905076281773
-84,-32,11796,603,10806,840,-0.050295410156250005,-0.01916015625,7.062912597656251,0.08033843808798326,1.4396967860344063,0.1119142421126135
-128,1064,11620,-95,3403,-1154,-0.076640625,0.6370751953125,6.957531738281251,-0.012656967857974145,0.45338591179669496,-0.1537488516642333
-108,4,11108,-88,5404,-79,-0.06466552734375,0.00239501953125,6.650969238281251,-0.011724349173702367,0.7199816242578135,-0.01052526800821008
2100,-56,11284,-124,-13,-71,1.25738525390625,-0.0335302734375,6.7563500976562505,-0.016520673835671518,-0.001732006127933304,-0.009459418083328047
-28,-92,11564,565,-88,-97,-0.01676513671875,-0.055085449218750006,6.924001464843751,0.0752756509447936,-0.011724349173702367,-0.012923430339194655
-76,-124,-116,577,-1158,-120,-0.045505371093750004,-0.07424560546875,-0.06945556640625,0.07687442583211665,-0.15428177662667433,-0.015987748873230498
108,-72,-36,553,-34,-116,0.06466552734375,-0.0431103515625,-0.02155517578125,0.07367687605747056,-0.004529862180748642,-0.015454823910789483
52,-40,11640,564,-117,-113,0.03113525390625,-0.023950195312500002,6.9695068359375005,0.07514241970418334,-0.015588055151399738,-0.01505513018895872
80,-104,-40,543,-57,-115,0.047900390625000004,-0.0622705078125,-0.023950195312500002,0.07234456365136802,-0.0075941807147844875,-0.01532159267017923
76,-52,11348,546,-401,-123,0.045505371093750004,-0.03113525390625,6.79467041015625,0.07274425737319877,-0.05342572748471192,-0.016387442595061263
12,-124,-96,556,-386,-103,0.00718505859375,-0.07424560546875,-0.05748046875,0.07407656977930133,-0.0514272588755581,-0.01372281778285618
104,-4,-40,548,-430,-105,0.0622705078125,-0.00239501953125,-0.023950195312500002,0.07301071985441929,-0.05728943346240929,-0.013989280264076687
64,-96,11624,562,-117,-96,0.0383203125,-0.05748046875,6.9599267578125,0.07487595722296284,-0.015588055151399738,-0.0127901990985844
28,-96,11540,573,-441,-116,0.01676513671875,-0.05748046875,6.9096313476562505,0.07634150086967564,-0.058754977109122086,-0.015454823910789483
-20,-76,11580,561,-459,-104,-0.011975097656250001,-0.045505371093750004,6.93358154296875,0.0747427259823526,-0.06115313944010666,-0.013856049023466432
100,-24,11572,543,-15,-91,0.05987548828125,-0.0143701171875,6.92879150390625,0.07234456365136802,-0.0019984686091538122,-0.01212404289553313
72,-84,-24,549,-447,-112,0.0431103515625,-0.050295410156250005,-0.0143701171875,0.07314395109502954,-0.05955436455278361,-0.014921898948348467
-48,-132,-40,565,-194,-125,-0.028740234375,-0.07903564453125,-0.023950195312500002,0.0752756509447936,-0.02584686067838931,-0.016653905076281773
-48,-96,-24,-22,-125,-80,-0.028740234375,-0.05748046875,-0.0143701171875,-0.0029310872934255917,-0.016653905076281773,-0.010658499248820334
-668,-104,11360,-88,1890,1917,-0.39996826171875,-0.0622705078125,6.80185546875,-0.011724349173702367,0.2518070447533804,0.2554042882498572
-96,-256,11548,563,-643,-116,-0.05748046875,-0.15328125,6.91442138671875,0.0750091884635731,-0.08566768771239343,-0.015454823910789483
-12,-256,11556,571,-2233,-110,-0.00718505859375,-0.15328125,6.91921142578125,0.07607503838845513,-0.29750536028269753,-0.014655436467127957
-212,-96,11288,591,-40,-108,-0.12693603515625002,-0.05748046875,6.7587451171875,0.07873966320066021,-0.005329249624410167,-0.01438897398590745
376,-228,-20,556,80,-131,0.22513183593750002,-0.13651611328125002,-0.011975097656250001,0.07407656977930133,0.010658499248820334,-0.017453292519943295
-100,-44,-48,581,-87,-125,-0.05987548828125,-0.026345214843750003,-0.028740234375,0.07740735079455767,-0.011591117933092112,-0.016653905076281773
-208,-52,-124,-119,-2185,-130,-0.124541015625,-0.03113525390625,-0.07424560546875,-0.015854517632620246,-0.29111026073340535,-0.01732006127933304
332,-36,-16,558,-656,-106,0.19878662109375,-0.02155517578125,-0.009580078125,0.07434303226052183,-0.08739969384032674,-0.014122511504686942
256,-12,11380,546,-466,-109,0.15328125,-0.00718505859375,6.81383056640625,0.07274425737319877,-0.062085758124378436,-0.014522205226517705
532,112,11112,288,-2242,-103,0.31853759765625,0.067060546875,6.6533642578125,0.0383705972957532,-0.2987044414481898,-0.01372281778285618
-4,-124,11828,538,-214,-111,-0.00239501953125,-0.07424560546875,7.0820727539062505,0.07167840744831674,-0.02851148549059439,-0.014788667707738212
-248,-248,11328,568,-432,-103,-0.1484912109375,-0.1484912109375,6.7826953125000005,0.07567534466662437,-0.0575558959436298,-0.01372281778285618
-120,-56,-52,568,-432,-112,-0.0718505859375,-0.0335302734375,-0.03113525390625,0.07567534466662437,-0.0575558959436298,-0.014921898948348467
92,-76,-4,565,-142,-128,0.055085449218750006,-0.045505371093750004,-0.00239501953125,0.0752756509447936,-0.018918836166656093,-0.01705359879811253
-116,-176,-28,576,-69,-107,-0.06945556640625,-0.10538085937500001,-0.01676513671875,0.0767411945915064,-0.009192955602107537,-0.014255742745297196
-32,-60,-116,563,-509,-94,-0.01916015625,-0.03592529296875,-0.06945556640625,0.0750091884635731,-0.06781470147061937,-0.012523736617363892
60,-40,-16,259,268,-85,0.03592529296875,-0.023950195312500002,-0.009580078125,0.03450689131805583,0.035705972483548114,-0.011324655451871604
-156,-80,-16,586,-110,-117,-0.09340576171875001,-0.047900390625000004,-0.009580078125,0.07807350699760894,-0.014655436467127957,-0.015588055151399738
-508,-208,-16,560,-45,-84,-0.30416748046875003,-0.124541015625,-0.009580078125,0.07460949474174233,-0.005995405827461438,-0.011191424211261349
88,-76,11636,623,-3715,-82,0.052690429687500005,-0.045505371093750004,6.96711181640625,0.08300306290018834,-0.4949540588670942,-0.010924961730040842
788,-8,-48,-36,-8629,-156,0.47181884765625004,-0.0047900390625,-0.028740234375,-0.00479632466196915,-1.1496523752258831,-0.02078407353519965
-100,-36,-116,-1,-5819,-126,-0.05987548828125,-0.02155517578125,-0.06945556640625,-0.00013323124061025415,-0.775272589111069,-0.016787136316892024
4176,48,11024,791,-10401,-129,2.5004003906250003,0.028740234375,6.600673828125,0.10538591132271104,-1.3857381335872536,-0.017186830038722786
-72,-96,10504,-5,-49,-96,-0.0431103515625,-0.05748046875,6.2893212890625,-0.0006661562030512709,-0.006528330789902454,-0.0127901990985844
10576,-144,8212,-15,-21938,-30,6.332431640625001,-0.086220703125,4.91697509765625,-0.0019984686091538122,-2.922826956507756,-0.0039969372183076245
-84,-120,2580,-39,-17826,-59,-0.050295410156250005,-0.0718505859375,1.5447875976562502,-0.005196018383799912,-2.374980095118391,-0.007860643196004996
-120,-456,2352,-13,-11412,-32,-0.0718505859375,-0.27303222656250004,1.4082714843750002,-0.001732006127933304,-1.5204349178442207,-0.004263399699528133
16488,-128,-2716,-466,-18,-65,9.8722705078125,-0.076640625,-1.6262182617187502,-0.062085758124378436,-0.002398162330984575,-0.00866003063966652
-128,60,-3244,103,-95,-152,-0.076640625,0.03592529296875,-1.9423608398437502,0.01372281778285618,-0.012656967857974145,-0.020251148572758632
-16,-240,-16,-171,-23,-85,-0.009580078125,-0.143701171875,-0.009580078125,-0.022782542144353463,-0.0030643185340358454,-0.011324655451871604
17532,92,-5100,838,-393,-78,10.49737060546875,0.055085449218750006,-3.05364990234375,0.111647779631393,-0.05235987755982989,-0.010392036767599824
17448,-176,-4552,-109,-722,-120,10.4470751953125,-0.10538085937500001,-2.7255322265625,-0.014522205226517705,-0.0961929557206035,-0.015987748873230498
17152,72,-112,832,-434,-103,10.26984375,0.0431103515625,-0.067060546875,0.11084839218773146,-0.057822358424850305,-0.01372281778285618
17432,-128,-5100,559,-405,-90,10.4374951171875,-0.076640625,-3.05364990234375,0.07447626350113207,-0.05395865244715294,-0.011990811654922875
17260,52,-88,568,-448,-111,10.33450927734375,0.03113525390625,-0.052690429687500005,0.07567534466662437,-0.05968759579339387,-0.014788667707738212
17244,-128,-8,554,-412,-106,10.32492919921875,-0.076640625,-0.0047900390625,0.0738101072980808,-0.05489127113142472,-0.014122511504686942
-80,-44,-56,565,-389,-95,-0.047900390625000004,-0.026345214843750003,-0.0335302734375,0.0752756509447936,-0.05182695259738887,-0.012656967857974145
17188,1300,-6052,-760,-657,-109,10.29139892578125,0.77838134765625,-3.62366455078125,-0.10125574286379316,-0.08753292508093698,-0.014522205226517705
-20,16,-5352,374,-8,-97,-0.011975097656250001,0.009580078125,-3.2045361328125,0.049828483988235056,-0.0010658499248820332,-0.012923430339194655
-76,-28,-116,282,-102,-183,-0.045505371093750004,-0.01676513671875,-0.06945556640625,0.03757120985209167,-0.013589586542245924,-0.02438131703167651
-20,-24,-4256,-98,-216,-20,-0.011975097656250001,-0.0143701171875,-2.54830078125,-0.013056661579804908,-0.0287779479718149,-0.0026646248122050836
-128,-36,-5372,-112,-71,-414,-0.076640625,-0.02155517578125,-3.21651123046875,-0.014921898948348467,-0.009459418083328047,-0.05515773361264523
17412,72,-4588,-61,-250,-72,10.42552001953125,0.0431103515625,-2.74708740234375,-0.008127105677225504,-0.033307810152563545,-0.0095926493239383
-68,372,-72,-60,-473,-483,-0.04071533203125,0.22273681640625,-0.0431103515625,-0.007993874436615249,-0.06301837680865022,-0.06435068921475276
16964,272,-68,-124,2,-76,10.15727783203125,0.162861328125,-0.04071533203125,-0.016520673835671518,0.0002664624812205083,-0.010125574286379316
-20,-4,-32,613,-405,637,-0.011975097656250001,-0.00239501953125,-0.01916015625,0.0816707504940858,-0.05395865244715294,0.0848683002687319
-80,20,-4864,-1,-3042,-52,-0.047900390625000004,0.011975097656250001,-2.9123437500000002,-0.00013323124061025415,-0.40528943393639316,-0.006928024511733216
-28,-1696,-4032,381,-74,-84,-0.01676513671875,-1.0154882812500001,-2.4141796875000003,0.05076110267250683,-0.00985911180515881,-0.011191424211261349
15648,-1168,-72,1880,-122,6500,9.36931640625,-0.699345703125,-0.0431103515625,0.25047473234727785,-0.016254211354451008,0.866003063966652
-16,-4504,-4520,-30,-79,5919,-0.009580078125,-2.6967919921875003,-2.7063720703125003,-0.0039969372183076245,-0.01052526800821008,0.7885957131720944
-36,-6652,-4608,547,-29,-36,-0.02155517578125,-3.98291748046875,-2.7590625,0.07287748861380902,-0.003863705977697371,-0.00479632466196915
12636,-7356,-4996,1357,-152,-21,7.56586669921875,-4.40444091796875,-2.99137939453125,0.1807947935081149,-0.020251148572758632,-0.002797856052815337
12844,-32,-36,822,1407,9850,7.69040771484375,-0.01916015625,-0.02155517578125,0.10951607978162892,0.18745635553862763,1.3123277200110035
10060,-12180,-104,-1517,-49,-89,6.02347412109375,-7.29283447265625,-0.0622705078125,-0.20211179200575555,-0.006528330789902454,-0.01185758041431262
-36,-13820,-5100,-91,-41,-26,-0.02155517578125,-8.27479248046875,-3.05364990234375,-0.01212404289553313,-0.005462480865020421,-0.003464012255866608
-84,-48,-64,277,-89,6447,-0.050295410156250005,-0.028740234375,-0.0383203125,0.0369050536490404,-0.01185758041431262,0.8589418082143085
-92,-72,-5296,1379,548,-105,-0.055085449218750006,-0.0431103515625,-3.171005859375,0.18372588080154048,0.07301071985441929,-0.013989280264076687
-116,-16060,-56,-107,1599,-95,-0.06945556640625,-9.61600341796875,-0.0335302734375,-0.014255742745297196,0.2130367537357964,-0.012656967857974145
-128,-96,-4780,1566,-31,-5,-0.076640625,-0.05748046875,-2.86204833984375,0.20864012279565802,-0.004130168458917879,-0.0006661562030512709
1828,-16,-5120,557,-56,1390,1.09452392578125,-0.009580078125,-3.0656250000000003,0.07420980101991156,-0.0074609494741742334,0.18519142444825326
-16,-68,-4764,542,-1223,772,-0.009580078125,-0.04071533203125,-2.8524682617187502,0.07221133241075775,-0.16294180726634083,0.1028545177511162
-20,-16636,-40,-71,-429,94,-0.011975097656250001,-9.96088623046875,-0.023950195312500002,-0.009459418083328047,-0.057156202221799034,0.012523736617363892
1284,-56,-4780,587,-407,-3,0.76880126953125,-0.0335302734375,-2.86204833984375,0.07820673823821919,-0.054225114928373445,-0.0003996937218307625
-4,-24,-64,569,-122,-130,-0.00239501953125,-0.0143701171875,-0.0383203125,0.07580857590723461,-0.016254211354451008,-0.01732006127933304
1312,-52,-76,614,-407,-110,0.7855664062500001,-0.03113525390625,-0.045505371093750004,0.08180398173469605,-0.054225114928373445,-0.014655436467127957
-4,-16584,-8,558,-396,-54,-0.00239501953125,-9.9297509765625,-0.0047900390625,0.07434303226052183,-0.05275957128166065,-0.007194486992953725
1280,-44,-5108,518,-45,91,0.7664062500000001,-0.026345214843750003,-3.05843994140625,0.06901378263611166,-0.005995405827461438,0.01212404289553313
1280,-100,-88,557,-403,-5,0.7664062500000001,-0.05987548828125,-0.052690429687500005,0.07420980101991156,-0.053692189965932426,-0.0006661562030512709
1296,-96,-24,-54,67,-144,0.775986328125,-0.05748046875,-0.0143701171875,-0.007194486992953725,0.008926493120887028,-0.0191852986478766
-128,-16632,-4752,575,-236,-231,-0.076640625,-9.9584912109375,-2.845283203125,0.07660796335089615,-0.03144257278401998,-0.03077641658096871
1288,-16380,-4812,580,-412,-104,0.7711962890625,-9.807604980468751,-2.88120849609375,0.07727411955394742,-0.05489127113142472,-0.013856049023466432
-56,-16580,-20,589,-121,-16,-0.0335302734375,-9.927355957031251,-0.011975097656250001,0.07847320071943971,-0.016120980113840753,-0.0021316998497640663
1044,-60,-68,572,-391,-36,0.6251000976562501,-0.03592529296875,-0.04071533203125,0.07620826962906538,-0.05209341507860938,-0.00479632466196915
-104,-64,-4780,570,-413,-156,-0.0622705078125,-0.0383203125,-2.86204833984375,0.07594180714784488,-0.05502450237203497,-0.02078407353519965
-68,-104,-4824,560,-418,-111,-0.04071533203125,-0.0622705078125,-2.8883935546875,0.07460949474174233,-0.055690658575086247,-0.014788667707738212
-4,-72,-5008,523,-413,-163,-0.00239501953125,-0.0431103515625,-2.998564453125,0.06967993883916293,-0.05502450237203497,-0.021716692219471426
-16,-16520,-4820,569,-430,-184,-0.009580078125,-9.8914306640625,-2.8859985351562503,0.07580857590723461,-0.05728943346240929,-0.024514548272286763
1032,-120,-12,596,-416,-58,0.6179150390625,-0.0718505859375,-0.00718505859375,0.07940581940371148,-0.05542419609386573,-0.007727411955394742
1088,-8,-28,541,-395,-90,0.6514453125,-0.0047900390625,-0.01676513671875,0.0720781011701475,-0.05262634004105039,-0.011990811654922875
1348,-16580,-72,609,-424,-177,0.8071215820312501,-9.927355957031251,-0.0431103515625,0.08113782553164478,-0.05649004601874777,-0.023581929588014985
1288,-8,-36,567,-404,-121,0.7711962890625,-0.0047900390625,-0.02155517578125,0.07554211342601411,-0.05382542120654268,-0.016120980113840753
1380,-16616,-4864,560,-424,-94,0.8262817382812501,-9.948911132812501,-2.9123437500000002,0.07460949474174233,-0.05649004601874777,-0.012523736617363892
1340,-16616,-100,553,-425,-414,0.8023315429687501,-9.948911132812501,-0.05987548828125,0.07367687605747056,-0.05662327725935802,-0.05515773361264523
-84,-16620,-28,580,-393,-98,-0.050295410156250005,-9.95130615234375,-0.01676513671875,0.07727411955394742,-0.05235987755982989,-0.013056661579804908
-120,-16376,-88,562,-386,43,-0.0718505859375,-9.8052099609375,-0.052690429687500005,0.07487595722296284,-0.0514272588755581,0.0057289433462409285
-84,-40,-5088,524,-122,-96,-0.050295410156250005,-0.023950195312500002,-3.0464648437500004,0.06981317007977318,-0.016254211354451008,-0.0127901990985844
1108,-16380,-5012,587,-387,-139,0.6634204101562501,-9.807604980468751,-3.00095947265625,0.07820673823821919,-0.05156049011616837,-0.01851914244482533
1280,-12,-20,529,-401,-126,0.7664062500000001,-0.00718505859375,-0.011975097656250001,0.07047932628282445,-0.05342572748471192,-0.016787136316892024
-112,-4,-4848,549,-403,-71,-0.067060546875,-0.00239501953125,-2.9027636718750003,0.07314395109502954,-0.053692189965932426,-0.009459418083328047
-64,-16260,-56,-3,-99,-103,-0.0383203125,-9.73575439453125,-0.0335302734375,-0.0003996937218307625,-0.013189892820415163,-0.01372281778285618
1844,-16528,-80,-118,-22,-3018,1.10410400390625,-9.896220703125001,-0.047900390625000004,-0.01572128639200999,-0.0029310872934255917,-0.40209188416174707
2684,-28,-5088,522,-483,-42,1.60705810546875,-0.01676513671875,-3.0464648437500004,0.06954670759855268,-0.06435068921475276,-0.005595712105630674
3692,-16004,-80,-27,-21,-7570,2.2106030273437502,-9.582473144531251,-0.047900390625000004,-0.0035972434964768626,-0.002797856052815337,-1.008560491419624
-68,-16056,-56,841,-2008,-16,-0.04071533203125,-9.613608398437501,-0.0335302734375,0.11204747335322376,-0.2675283311453904,-0.0021316998497640663
-116,-120,-4852,1880,-2718,-17849,-0.06945556640625,-0.0718505859375,-2.90515869140625,0.25047473234727785,-0.36212251197867085,-2.3780444136524266
-12,-24,-60,-77,-5538,-26034,-0.00718505859375,-0.0143701171875,-0.03592529296875,-0.010258805526989571,-0.7378346104995875,-3.468542118047357
-12,-1684,-9708,-96,4384,-8384,-0.00718505859375,-1.00830322265625,-5.812712402343751,-0.0127901990985844,0.5840857588353543,-1.117010721276371
17468,-2540,-6884,-496,97,-99,10.459050292968751,-1.52083740234375,-4.1218286132812505,-0.06608269534268607,0.012923430339194655,-0.013189892820415163
-88,-40,-28,-4822,-13544,-102,-0.052690429687500005,-0.023950195312500002,-0.01676513671875,-0.6424410422226455,-1.8044839228252825,-0.013589586542245924
17276,-256,-28,-37,-104,-42,10.34408935546875,-0.15328125,-0.01676513671875,-0.004929555902579405,-0.013856049023466432,-0.005595712105630674
-124,0,-5064,-45,-421,-120,-0.07424560546875,0.0,-3.0320947265625002,-0.005995405827461438,-0.056090352296917,-0.015987748873230498
17176,-88,-4792,282,-426,-113,10.2842138671875,-0.052690429687500005,-2.8692333984375002,0.03757120985209167,-0.05675650849996827,-0.01505513018895872
-8,-100,-5052,572,-440,-103,-0.0047900390625,-0.05987548828125,-3.02490966796875,0.07620826962906538,-0.05862174586851183,-0.01372281778285618
-16,100,-76,577,-394,-110,-0.009580078125,0.05987548828125,-0.045505371093750004,0.07687442583211665,-0.05249310880044014,-0.014655436467127957
17220,80,-4,564,-445,-72,10.31055908203125,0.047900390625000004,-0.00239501953125,0.07514241970418334,-0.059287902071563106,-0.0095926493239383
16912,112,-96,555,-65,-95,10.126142578125,0.067060546875,-0.05748046875,0.07394333853869106,-0.00866003063966652,-0.012656967857974145
17220,36,-44,568,-7,-98,10.31055908203125,0.02155517578125,-0.026345214843750003,0.07567534466662437,-0.0009326186842717792,-0.013056661579804908
-84,112,-40,565,-10,-118,-0.050295410156250005,0.067060546875,-0.023950195312500002,0.0752756509447936,-0.0013323124061025418,-0.01572128639200999
-16,124,-4504,578,-459,-66,-0.009580078125,0.07424560546875,-2.6967919921875003,0.0770076570727269,-0.06115313944010666,-0.008793261880276773
-12,108,-5048,583,-24,-99,-0.00718505859375,0.06466552734375,-3.0225146484375003,0.07767381327577817,-0.0031975497746461,-0.013189892820415163
-112,40,-56,561,-409,-107,-0.067060546875,0.023950195312500002,-0.0335302734375,0.0747427259823526,-0.054491577409593955,-0.014255742745297196
-52,112,-48,549,-507,-133,-0.03113525390625,0.067060546875,-0.028740234375,0.07314395109502954,-0.06754823898939886,-0.017719755001163805
-40,-88,-4760,-21,-389,-126,-0.023950195312500002,-0.052690429687500005,-2.8500732421875004,-0.002797856052815337,-0.05182695259738887,-0.016787136316892024
-64,76,-5840,-10,-951,-140,-0.0383203125,0.045505371093750004,-3.496728515625,-0.0013323124061025418,-0.1267029098203517,-0.018652373685435583
-80,88,-32,-40,-84,-131,-0.047900390625000004,0.052690429687500005,-0.01916015625,-0.005329249624410167,-0.011191424211261349,-0.017453292519943295
-92,60,-6096,-36,-19,-141,-0.055085449218750006,0.03592529296875,-3.650009765625,-0.00479632466196915,-0.002531393571594829,-0.018785604926045835
16388,68,-6104,-15814,-478,-204,9.81239501953125,0.04071533203125,-3.6547998046875003,-2.1069188390105595,-0.06368453301170149,-0.02717917308449185
-92,-248,-108,-16097,-38,-145,-0.055085449218750006,-0.1484912109375,-0.06466552734375,-2.144623280103261,-0.005062787143189658,-0.019318529888486854
-88,-32,-4236,-15493,-116,-454,-0.052690429687500005,-0.01916015625,-2.53632568359375,-2.0641516107746676,-0.015454823910789483,-0.0604869832370554
-120,-256,-88,-105,-143,-105,-0.0718505859375,-0.15328125,-0.052690429687500005,-0.013989280264076687,-0.019052067407266345,-0.013989280264076687
-68,-72,-5036,-25,-97,-182,-0.04071533203125,-0.0431103515625,-3.01532958984375,-0.0033307810152563544,-0.012923430339194655,-0.02424808579106626
-4,56,-104,-23,-512,-142,-0.00239501953125,0.0335302734375,-0.0622705078125,-0.0030643185340358454,-0.06821439519245012,-0.018918836166656093
-24,-80,-5544,-2180,-407,-130,-0.0143701171875,-0.047900390625000004,-3.3194970703125,-0.2904441045303541,-0.054225114928373445,-0.01732006127933304
-92,-16,-4540,-919,-31,-109,-0.055085449218750006,-0.009580078125,-2.71834716796875,-0.12243951012082357,-0.004130168458917879,-0.014522205226517705
17164,-108,-3796,-7,-142,-66,10.27702880859375,-0.06466552734375,-2.27287353515625,-0.0009326186842717792,-0.018918836166656093,-0.008793261880276773
-56,-28,-28,-102,-125,-129,-0.0335302734375,-0.01676513671875,-0.01676513671875,-0.013589586542245924,-0.016653905076281773,-0.017186830038722786
-12,-68,-5064,545,-56,-99,-0.00718505859375,-0.04071533203125,-3.0320947265625002,0.07261102613258852,-0.0074609494741742334,-0.013189892820415163
