ax,ay,az,wx,wy,wz,q_w,q_x,q_y,q_z,psi,theta,phi
10.93,-0.23,-1.98,0.11,0.82,0.24,0.92505,0.28591,-0.24746,-0.03623,-13.406074851893948,-25.919550297807522,37.44864584686656
10.82,-0.33,-1.9,0.1,0.85,0.22,0.92512,0.28594,-0.24717,-0.03597,-13.362667643266983,-25.89691147921947,37.43673541291673
10.75,-0.44,-1.81,0.1,0.87,0.2,0.9252,0.28597,-0.24687,-0.03572,-13.319776121737837,-25.873045717025082,37.4244137393086
10.63,-0.62,-1.68,0.09,0.91,0.18,0.92529,0.286,-0.24655,-0.03547,-13.275819245053958,-25.84713817672527,37.411234627464026
10.55,-0.72,-1.63,0.08,0.95,0.16,0.92538,0.28602,-0.2462,-0.03523,-13.231535788728507,-25.8173776041588,37.39646763626924
10.46,-0.83,-1.61,0.08,1.01,0.14,0.92549,0.28605,-0.24582,-0.03499,-13.185764757713017,-25.78466549303115,37.381358741315935
10.41,-0.92,-1.63,0.08,1.08,0.12,0.9256,0.28608,-0.24541,-0.03475,-13.138740800288009,-25.74842080135054,37.3656098607811
10.41,-1.01,-1.63,0.09,1.17,0.1,0.92571,0.28612,-0.24495,-0.0345,-13.088681836854063,-25.706610852697512,37.3497150278867
10.47,-1.09,-1.64,0.09,1.3,0.09,0.92585,0.28616,-0.24443,-0.03424,-13.034279201605091,-25.659039268698088,37.331032701416056
10.59,-1.1,-1.64,0.08,1.4,0.08,0.926,0.2862,-0.24386,-0.03397,-12.976417736297355,-25.606260871055625,37.31065316803782
10.73,-1.08,-1.57,0.08,1.5,0.09,0.92616,0.28624,-0.24325,-0.03368,-12.914375735929529,-25.54981751974937,37.288593762282744
10.92,-1.02,-1.51,0.07,1.58,0.1,0.92633,0.28627,-0.2426,-0.03337,-12.847944410603617,-25.489752247052028,37.263714049768936
11.07,-0.95,-1.4,0.06,1.65,0.11,0.92651,0.2863,-0.24192,-0.03305,-12.778933341529063,-25.42683479374718,37.23762497097674
11.2,-0.84,-1.3,0.04,1.74,0.12,0.9267,0.28632,-0.2412,-0.03272,-12.706711924429298,-25.359931349091397,37.208965685970774
11.24,-0.71,-1.23,0.04,1.8,0.11,0.9269,0.28634,-0.24045,-0.03238,-12.63193236494183,-25.29017533612767,37.17912568628164
11.21,-0.58,-1.17,0.03,1.85,0.1,0.92711,0.28636,-0.23968,-0.03204,-12.556180065747483,-25.218378119386347,37.14855199133794
11.19,-0.46,-1.14,0.04,1.9,0.08,0.92732,0.28639,-0.23888,-0.0317,-12.479474789469508,-25.143022293208062,37.118613246562205
11.16,-0.37,-1.07,0.04,1.94,0.07,0.92753,0.28642,-0.23806,-0.03136,-12.402023418649302,-25.06532626052935,37.08837799769278
11.21,-0.26,-0.94,0.05,2.0,0.05,0.92775,0.28646,-0.23721,-0.03102,-12.323415986451103,-24.98438054228538,37.05837769744273
11.27,-0.23,-0.83,0.04,2.04,0.04,0.92797,0.28649,-0.23634,-0.03068,-12.243858543877355,-24.901138274543115,37.02694462462316
11.32,-0.22,-0.71,0.04,2.09,0.03,0.9282,0.28653,-0.23544,-0.03034,-12.163160348340641,-24.81464978390683,36.99576846117987
11.34,-0.19,-0.6,0.03,2.14,0.03,0.92843,0.28656,-0.23452,-0.02999,-12.080372952380095,-24.72622958890534,36.96296530987471
11.27,-0.19,-0.46,0.01,2.19,0.02,0.92867,0.28658,-0.23357,-0.02964,-11.996035388214343,-24.634641097972512,36.92813732299877
11.14,-0.21,-0.35,-0.02,2.26,0.01,0.92893,0.28659,-0.23259,-0.02929,-11.909955588464687,-24.540176411638797,36.890886064580364
10.96,-0.22,-0.26,-0.04,2.31,0.01,0.92919,0.28659,-0.23159,-0.02893,-11.821820064151936,-24.443777455331457,36.85204809263381
10.77,-0.18,-0.16,-0.06,2.34,0.01,0.92946,0.28658,-0.23057,-0.02857,-11.73258637369625,-24.345374631212035,36.81143351023247
10.57,-0.18,-0.06,-0.07,2.36,0.02,0.92973,0.28657,-0.22954,-0.02821,-11.643088043338055,-24.2458096230158,36.77081787556822
10.37,-0.18,0.01,-0.08,2.37,0.03,0.93,0.28655,-0.22851,-0.02784,-11.55237701312661,-24.146646547912756,36.72904436553402
10.2,-0.24,0.13,-0.09,2.37,0.03,0.93027,0.28652,-0.22748,-0.02747,-11.46160695164526,-24.047523171570933,36.686324137748436
10.07,-0.29,0.22,-0.1,2.36,0.03,0.93054,0.28649,-0.22645,-0.0271,-11.370987149956735,-23.94840373425489,36.64380826298719
10.0,-0.34,0.34,-0.1,2.36,0.02,0.93081,0.28646,-0.22542,-0.02674,-11.281667279223337,-23.848929025968914,36.6017030142772
9.9,-0.4,0.48,-0.11,2.37,0.02,0.93108,0.28642,-0.22439,-0.02638,-11.192289893495413,-23.74949129629826,36.55864968382026
9.8,-0.46,0.6,-0.12,2.38,0.01,0.93136,0.28638,-0.22335,-0.02602,-11.10246419055565,-23.64917056714968,36.515200570680705
9.58,-0.59,0.62,-0.13,2.4,-0.01,0.93163,0.28633,-0.2223,-0.02567,-11.013523512555796,-23.547082024044947,36.471226293452105
9.35,-0.68,0.55,-0.14,2.43,-0.04,0.93191,0.28628,-0.22123,-0.02533,-10.92488820468669,-23.442588322984292,36.4268788357838
9.15,-0.76,0.43,-0.15,2.49,-0.08,0.9322,0.28623,-0.22012,-0.025,-10.835761637356487,-23.333362159237485,36.381790514473494
8.94,-0.87,0.33,-0.16,2.56,-0.13,0.93249,0.28618,-0.21897,-0.02469,-10.747492696837515,-23.21877664466471,36.33658180179807
8.82,-0.96,0.24,-0.17,2.63,-0.17,0.93279,0.28613,-0.21779,-0.02439,-10.659157727801716,-23.100631012502472,36.29084796387235
8.67,-1.08,0.15,-0.17,2.71,-0.22,0.9331,0.28609,-0.21656,-0.0241,-10.570168757321555,-22.976573784541557,36.24538180637776
8.59,-1.16,0.07,-0.16,2.75,-0.24,0.93341,0.28605,-0.21531,-0.02381,-10.4805721848161,-22.85021121123435,36.19980310380509
8.52,-1.22,-0.02,-0.15,2.78,-0.25,0.93372,0.28602,-0.21404,-0.02352,-10.39057057538422,-22.721517586405337,36.15526644923683
8.45,-1.25,-0.1,-0.13,2.79,-0.26,0.93402,0.286,-0.21277,-0.02323,-10.301137483006558,-22.592552089523195,36.112533083226424
8.41,-1.29,-0.13,-0.1,2.81,-0.27,0.93432,0.286,-0.21149,-0.02294,-10.21188625570705,-22.462395896108067,36.072170043012214
8.37,-1.31,-0.11,-0.07,2.81,-0.3,0.93461,0.28601,-0.2102,-0.02266,-10.123938486646221,-22.33046608142392,36.03362192864393
8.4,-1.3,-0.05,-0.04,2.82,-0.32,0.9349,0.28604,-0.2089,-0.02239,-10.037304922270424,-22.197002535292153,35.9976351515453
8.43,-1.29,0.05,-0.02,2.83,-0.34,0.93519,0.28608,-0.2076,-0.02212,-9.951036003786733,-22.06354714374384,35.96304414843869
8.44,-1.23,0.15,0.01,2.85,-0.36,0.93547,0.28613,-0.20628,-0.02185,-9.86451475608901,-21.927534166017608,35.92989552228196
8.44,-1.11,0.34,0.05,2.88,-0.37,0.93575,0.2862,-0.20495,-0.02158,-9.778147681122745,-21.790355076227296,35.89911452763415
8.43,-1.02,0.5,0.07,2.92,-0.38,0.93602,0.28628,-0.2036,-0.02131,-9.691519099308925,-21.650634627827564,35.869781231465815
8.4,-0.9,0.72,0.08,2.97,-0.37,0.9363,0.28637,-0.20223,-0.02102,-9.602008219273909,-21.509586984742004,35.84074735963417
8.33,-0.77,0.95,0.08,3.03,-0.37,0.93658,0.28646,-0.20083,-0.02073,-9.511496221375669,-21.365130709662385,35.81148292218477
8.29,-0.6,1.2,0.08,3.09,-0.35,0.93686,0.28654,-0.1994,-0.02042,-9.417524979504647,-21.21800147556946,35.78049240444374
8.23,-0.45,1.51,0.07,3.16,-0.32,0.93716,0.28662,-0.19794,-0.02008,-9.318827600658075,-21.06901612298121,35.74798208182222
8.22,-0.41,1.78,0.07,3.22,-0.3,0.93746,0.28669,-0.19646,-0.01973,-9.2182290461808,-20.918154885693923,35.71413884197734
8.22,-0.39,2.09,0.06,3.27,-0.3,0.93776,0.28675,-0.19495,-0.01937,-9.115354246766653,-20.764269916367628,35.67881866132466
8.2,-0.4,2.39,0.05,3.32,-0.31,0.93807,0.28681,-0.19342,-0.01901,-9.011759610572087,-20.608375789159165,35.64313124953962
8.19,-0.4,2.66,0.04,3.38,-0.32,0.93838,0.28686,-0.19185,-0.01865,-8.906666228248282,-20.447962550490185,35.6060238472152
8.02,-0.45,2.9,0.02,3.44,-0.33,0.9387,0.2869,-0.19025,-0.01828,-8.799180011526497,-20.28476696759311,35.567113299600415
7.84,-0.5,2.98,0.0,3.48,-0.34,0.93902,0.28693,-0.18863,-0.01791,-8.6909880433563,-20.119351560336796,35.52713037480275
7.56,-0.59,2.94,-0.0,3.52,-0.34,0.93935,0.28696,-0.18699,-0.01754,-8.582122211799838,-19.951924895309805,35.48684178725807
7.25,-0.67,2.83,0.0,3.54,-0.34,0.93968,0.28699,-0.18534,-0.01717,-8.473118929383316,-19.783402199619918,35.446786757685025
6.83,-0.76,2.68,0.01,3.56,-0.33,0.94,0.28702,-0.18368,-0.01679,-8.36299106723698,-19.613910015692436,35.407176858393534
6.53,-0.86,2.57,0.03,3.57,-0.32,0.94032,0.28706,-0.18202,-0.0164,-8.252137503054238,-19.44479888530897,35.36891849354458
6.34,-0.99,2.44,0.06,3.56,-0.32,0.94063,0.28711,-0.18036,-0.01601,-8.141829356957226,-19.275500214044744,35.33255614880508
6.17,-1.14,2.38,0.09,3.55,-0.33,0.94093,0.28717,-0.1787,-0.01562,-8.032054962007326,-19.10602056750118,35.29808376712881
6.12,-1.3,2.4,0.13,3.55,-0.35,0.94123,0.28725,-0.17704,-0.01524,-7.923960224107505,-18.93621450561494,35.26641760001363
6.15,-1.49,2.44,0.2,3.54,-0.38,0.94151,0.28737,-0.17538,-0.01487,-7.818132943562891,-18.765623506500773,35.240557650681936
6.22,-1.59,2.52,0.25,3.55,-0.41,0.94178,0.28751,-0.17371,-0.01451,-7.713710153126432,-18.593371908491893,35.21771633320252
6.31,-1.67,2.6,0.29,3.58,-0.44,0.94205,0.28767,-0.17202,-0.01415,-7.609040644057578,-18.418887809283035,35.197221345814654
6.42,-1.74,2.67,0.35,3.62,-0.46,0.94231,0.28786,-0.17031,-0.01379,-7.504408306768316,-18.241954934127605,35.18057842749429
6.53,-1.75,2.75,0.4,3.69,-0.48,0.94256,0.28807,-0.16856,-0.01343,-7.39889864196926,-18.060331348087992,35.16639935518883
6.62,-1.7,2.9,0.47,3.82,-0.49,0.94281,0.28832,-0.16675,-0.01305,-7.289689355935427,-17.872628415399546,35.15601668416337
6.7,-1.57,3.03,0.52,3.94,-0.47,0.94306,0.28859,-0.16489,-0.01264,-7.175709910485158,-17.680377101045845,35.14718153185112
6.73,-1.41,3.13,0.57,4.08,-0.44,0.94331,0.28888,-0.16297,-0.01219,-7.055469401200254,-17.48280502531519,35.139654799590296
6.7,-1.24,3.18,0.61,4.24,-0.4,0.94357,0.28919,-0.16098,-0.01169,-6.92735955467704,-17.279337161373544,35.13284555696643
6.65,-1.09,3.26,0.67,4.4,-0.34,0.94382,0.28952,-0.15892,-0.01114,-6.791639704366528,-17.06960503933864,35.12755280046427
6.44,-0.96,3.33,0.74,4.63,-0.28,0.94408,0.28988,-0.15676,-0.01052,-6.644876873081539,-16.851303931475503,35.12358325227346
6.24,-0.82,3.35,0.8,4.8,-0.24,0.94434,0.29026,-0.15452,-0.00985,-6.490044574193277,-16.625850548854505,35.12079900418508
6.0,-0.67,3.38,0.84,4.97,-0.21,0.9446,0.29066,-0.15221,-0.00914,-6.3286437282929,-16.394052021326736,35.11953362125872
5.74,-0.51,3.44,0.88,5.13,-0.18,0.94486,0.29107,-0.14982,-0.00839,-6.160177698138431,-16.154814402841954,35.11862110610999
5.48,-0.37,3.51,0.93,5.26,-0.15,0.94512,0.2915,-0.14738,-0.0076,-5.985891969279665,-15.911531229508546,35.119586710009486
5.08,-0.13,3.66,0.97,5.4,-0.11,0.94537,0.29195,-0.14487,-0.00677,-5.805169364809302,-15.661797422951857,35.12263692946196
4.77,0.06,3.81,0.99,5.47,-0.09,0.94563,0.2924,-0.14233,-0.00592,-5.621222023638016,-15.40980030519875,35.1255595211073
4.42,0.23,4.03,1.01,5.52,-0.07,0.94587,0.29285,-0.13977,-0.00505,-5.434726713918733,-15.156159849835024,35.12957576693318
4.08,0.4,4.24,1.03,5.54,-0.05,0.94611,0.29331,-0.1372,-0.00417,-5.247084416709061,-14.901991267383325,35.135330589260676
3.72,0.52,4.5,1.04,5.54,-0.02,0.94634,0.29377,-0.13463,-0.00327,-5.057498616801164,-14.648608597130417,35.14204346262758
3.33,0.65,4.82,1.05,5.51,-0.01,0.94657,0.29422,-0.13207,-0.00237,-4.868334617673035,-14.396599240163612,35.148590348668606
2.91,0.73,5.25,1.05,5.4,0.01,0.94678,0.29466,-0.12955,-0.00148,-4.681964700135581,-14.148653521932944,35.1560745809118
2.62,0.73,5.51,1.04,5.28,0.01,0.94698,0.29509,-0.12708,-0.00061,-4.4997519908730865,-13.90568909081914,35.16430496190223
2.35,0.69,5.71,1.02,5.16,0.01,0.94717,0.29551,-0.12466,0.00023,-4.322791901345259,-13.667343432741491,35.17334960413314
2.08,0.61,5.83,1.01,5.05,-0.01,0.94735,0.29593,-0.12228,0.00105,-4.149712085871926,-13.432836549285431,35.184064782287194
1.85,0.51,5.88,0.99,4.96,-0.02,0.94752,0.29634,-0.11993,0.00185,-3.9800174393038525,-13.201043724280158,35.195214392495494
1.6,0.28,5.93,0.99,4.87,-0.04,0.94768,0.29675,-0.11762,0.00262,-3.8152786107793766,-12.972726296061385,35.20806831420414
1.49,0.07,5.88,1.0,4.83,-0.06,0.94783,0.29716,-0.11532,0.00338,-3.652181222165328,-12.745234578580733,35.22212838196428
1.4,-0.11,5.78,1.02,4.81,-0.08,0.94797,0.29758,-0.11303,0.00412,-3.491933385374889,-12.518225473922296,35.238601091796205
1.33,-0.27,5.68,1.05,4.82,-0.1,0.94811,0.29801,-0.11073,0.00486,-3.331511821726763,-12.290307353454923,35.25674846492634
1.31,-0.4,5.65,1.09,4.86,-0.12,0.94823,0.29846,-0.10841,0.0056,-3.170795882725897,-12.060122462352469,35.278327326128604
1.31,-0.56,5.61,1.14,4.93,-0.13,0.94834,0.29893,-0.10605,0.00634,-3.008981088465827,-11.825597239207978,35.30285718588528
1.36,-0.71,5.6,1.22,5.04,-0.14,0.94844,0.29944,-0.10364,0.0071,-2.843684452742724,-11.586358612922037,35.332304361295755
1.39,-0.77,5.61,1.28,5.14,-0.15,0.94853,0.29998,-0.10118,0.00787,-2.675884115943556,-11.342075756513301,35.365700255192884
1.41,-0.78,5.66,1.34,5.24,-0.15,0.94861,0.30054,-0.09867,0.00866,-2.5043494841890257,-11.093115175077106,35.40187246701461
1.43,-0.73,5.71,1.39,5.34,-0.15,0.94868,0.30112,-0.09611,0.00947,-2.3290630425698304,-10.83950108514819,35.4408635065258
1.44,-0.64,5.72,1.46,5.47,-0.14,0.94874,0.30173,-0.09349,0.01031,-2.1486417327951957,-10.580515694815908,35.48367235782585
1.44,-0.51,5.68,1.51,5.56,-0.12,0.94879,0.30236,-0.09083,0.01117,-1.9647836936688095,-10.318035577994017,35.52944652934183
1.37,-0.39,5.55,1.56,5.65,-0.11,0.94883,0.30301,-0.08813,0.01205,-1.777468555407232,-10.052083070996519,35.57822361875696
1.31,-0.23,5.41,1.6,5.74,-0.09,0.94885,0.30368,-0.08539,0.01296,-1.5856182756224726,-9.782934494063184,35.630308155524396
1.22,-0.11,5.33,1.64,5.82,-0.07,0.94887,0.30436,-0.08261,0.01389,-1.390133691489979,-9.51044613704296,35.6840196968415
1.07,0.05,5.24,1.71,5.94,-0.03,0.94887,0.30507,-0.07978,0.01486,-1.1886993870428662,-9.23408356830308,35.74210324668142
0.91,0.17,5.2,1.78,6.06,-0.0,0.94885,0.30581,-0.07689,0.01586,-0.9820250571287681,-8.952433846355033,35.80466464225928
0.74,0.24,5.18,1.85,6.19,0.02,0.94882,0.30658,-0.07394,0.01689,-0.7700375289803846,-8.665627011020927,35.87141101332484
0.54,0.31,5.18,1.91,6.34,0.03,0.94877,0.30737,-0.07092,0.01795,-0.5523010038992692,-8.372495637961629,35.94163345792981
0.34,0.38,5.2,1.96,6.49,0.03,0.94872,0.30818,-0.06782,0.01903,-0.32946304803531007,-8.071786653851833,36.014744109952254
0.14,0.5,5.24,2.0,6.64,0.04,0.94865,0.309,-0.06464,0.02014,-0.10037961961802995,-7.7637080685674125,36.09036733110345
-0.12,0.68,5.34,2.05,6.82,0.06,0.94857,0.30984,-0.06138,0.02129,0.1360301322501257,-7.448757460362988,36.169264076021605
-0.34,0.86,5.49,2.08,6.95,0.1,0.94847,0.31069,-0.05805,0.02247,0.37839436063046705,-7.1276170993630386,36.25088570011786
-0.56,1.06,5.71,2.1,7.06,0.14,0.94836,0.31155,-0.05467,0.02369,0.6271423843658785,-6.802940088170015,36.33492655656673
-0.84,1.23,5.93,2.12,7.15,0.19,0.94824,0.31241,-0.05125,0.02494,0.8809086513926929,-6.475457578248818,36.42044608148758
-1.1,1.42,6.08,2.13,7.21,0.23,0.9481,0.31327,-0.0478,0.02622,1.139342452418191,-6.146224522380396,36.507875339713245
-1.42,1.64,6.18,2.13,7.26,0.27,0.94795,0.31413,-0.04433,0.02753,1.402115589637766,-5.816410543911491,36.596913503160714
-1.89,1.95,6.31,2.12,7.26,0.3,0.94778,0.31498,-0.04086,0.02885,1.6663945837997434,-5.487404400572712,36.68699093548457
-2.29,2.2,6.37,2.1,7.21,0.32,0.9476,0.31582,-0.03741,0.03016,1.9292927288603217,-5.160713054177499,36.777864268191095
-2.7,2.4,6.41,2.08,7.1,0.35,0.94741,0.31666,-0.03401,0.03147,2.1907703384932082,-4.839994391446172,36.87052954474395
-3.06,2.61,6.37,2.04,6.93,0.37,0.9472,0.31748,-0.03069,0.03276,2.4476779602121477,-4.527663974085453,36.96319533731329
-3.4,2.79,6.27,1.99,6.72,0.37,0.94699,0.31828,-0.02747,0.03401,2.6970879140823265,-4.225211740494334,37.05512045347606
-3.78,3.02,6.17,1.92,6.42,0.35,0.94677,0.31905,-0.02439,0.0352,2.9354083805509315,-3.93613897680536,37.14549316256272
-4.1,3.14,6.15,1.87,6.19,0.31,0.94655,0.3198,-0.02141,0.03634,3.165102887613094,-3.6564816851851614,37.23490382556704
-4.41,3.25,6.12,1.83,5.97,0.26,0.94632,0.32054,-0.01853,0.03741,3.383956546708412,-3.3854814961479405,37.32477493877301
-4.7,3.38,6.07,1.78,5.75,0.21,0.94608,0.32125,-0.01574,0.03842,3.593502057242617,-3.1223000366143685,37.41279434775148
-4.98,3.5,5.98,1.74,5.54,0.17,0.94585,0.32195,-0.01304,0.03938,3.7946785920473407,-2.867392356420469,37.50025851848975
-5.21,3.6,5.88,1.69,5.33,0.14,0.94561,0.32263,-0.01044,0.04029,3.9871919645642233,-2.6217304426483343,37.58669005810372
-5.46,3.69,5.71,1.62,5.05,0.11,0.94537,0.32328,-0.00797,0.04114,4.168839597567874,-2.3881307011287163,37.67047862671553
-5.55,3.72,5.53,1.58,4.84,0.1,0.94514,0.32392,-0.0056,0.04195,4.342763962248592,-2.164143906794881,37.75333671274359
-5.59,3.7,5.38,1.55,4.64,0.09,0.9449,0.32455,-0.00332,0.04272,4.509382095971768,-1.9486434534660615,37.83595275019123
-5.6,3.63,5.25,1.5,4.46,0.08,0.94466,0.32515,-0.00112,0.04346,4.670162727527832,-1.7408033810316712,37.91572090570925
-5.51,3.56,5.1,1.47,4.29,0.06,0.94443,0.32574,0.001,0.04416,4.82389654822678,-1.540324552280821,37.99440474362751
-5.39,3.44,4.94,1.44,4.09,0.04,0.94419,0.32632,0.00303,0.04482,4.970274251119572,-1.3482673861411874,38.07264049365378
-5.26,3.36,4.87,1.42,3.96,0.03,0.94395,0.32689,0.005,0.04545,5.111442581351601,-1.1617401293188228,38.15009471890633
-5.18,3.29,4.83,1.41,3.84,0.02,0.94372,0.32746,0.00691,0.04606,5.248398045145819,-0.9811467770878951,38.22740390099053
-5.15,3.23,4.81,1.41,3.74,0.02,0.94347,0.32803,0.00877,0.04665,5.381644776093385,-0.8054181261815486,38.30569899588134
-5.15,3.2,4.86,1.41,3.66,0.03,0.94323,0.3286,0.01059,0.04723,5.512492645648271,-0.6338156655489953,38.38384849524703
-5.22,3.19,4.94,1.42,3.59,0.04,0.94298,0.32917,0.01238,0.04781,5.642490134730089,-0.46565082532331936,38.46260785544301
-5.34,3.2,5.09,1.42,3.52,0.06,0.94272,0.32974,0.01413,0.04838,5.770178436494996,-0.30162787394564444,38.541932299278436
-5.49,3.21,5.2,1.42,3.47,0.07,0.94247,0.33031,0.01586,0.04895,5.897281607481742,-0.13992792620092842,38.621133250864446
-5.6,3.25,5.26,1.41,3.43,0.09,0.94221,0.33088,0.01757,0.04952,6.023904300939391,0.019417780690965662,38.70095663284119
-5.68,3.28,5.26,1.4,3.38,0.1,0.94195,0.33144,0.01925,0.05009,6.149627776546563,0.17540647866811032,38.77987700123803
-5.71,3.27,5.21,1.39,3.34,0.12,0.94169,0.332,0.02091,0.05066,6.2748055329163135,0.3290649811267795,38.85901967336472
-5.67,3.26,5.11,1.36,3.25,0.15,0.94143,0.33255,0.02252,0.05123,6.398305466019821,0.47721829514053954,38.937110486654426
-5.67,3.22,5.03,1.34,3.17,0.17,0.94116,0.33309,0.02409,0.0518,6.520559271026188,0.6209244997184024,39.0145718576075
-5.65,3.22,4.98,1.3,3.07,0.18,0.94091,0.33361,0.02561,0.05236,6.639918705644617,0.7596365785219101,39.08911034470718
-5.68,3.21,4.95,1.26,2.96,0.18,0.94066,0.33411,0.02707,0.0529,6.75503073123854,0.8926180876088821,39.16141257872453
-5.71,3.24,4.95,1.22,2.83,0.18,0.94041,0.3346,0.02847,0.05342,6.865865755627911,1.019820254549207,39.23252561411859
-5.83,3.27,4.95,1.15,2.62,0.16,0.94018,0.33506,0.02978,0.05389,6.967909400315679,1.139364652720325,39.29932429392211
-5.95,3.31,4.93,1.09,2.46,0.14,0.93996,0.3355,0.03101,0.05433,7.0637309690142915,1.251490283999614,39.3632688681584
-6.1,3.4,4.9,1.02,2.28,0.11,0.93975,0.33591,0.03216,0.05472,7.151167296558729,1.3570473284971278,39.42326836703487
-6.31,3.5,4.87,0.95,2.09,0.09,0.93956,0.33629,0.03322,0.05507,7.230813909809439,1.4546317279523182,39.47881423279496
-6.49,3.63,4.81,0.87,1.9,0.06,0.93938,0.33664,0.0342,0.05538,7.303107689857326,1.5453024265296342,39.53033041309957
-6.68,3.76,4.76,0.79,1.71,0.03,0.93922,0.33696,0.03509,0.05564,7.366491019897978,1.6284249494885987,39.57733329075333
-6.9,3.94,4.66,0.68,1.46,-0.01,0.93908,0.33723,0.03587,0.05584,7.419108438380317,1.7023793228773407,39.61749640801015
-7.03,4.09,4.55,0.61,1.29,-0.03,0.93895,0.33748,0.03657,0.05601,7.46538120660514,1.7690185718026925,39.65460480843993
-7.13,4.22,4.41,0.53,1.12,-0.06,0.93884,0.3377,0.03719,0.05614,7.504152430272466,1.8288459354467805,39.68718164652828
-7.18,4.36,4.25,0.45,0.97,-0.08,0.93875,0.33788,0.03774,0.05623,7.535805839338581,1.8830132490769096,39.714209269494255
-7.24,4.43,4.11,0.38,0.84,-0.09,0.93867,0.33804,0.03823,0.0563,7.562932336754051,1.931657904933705,39.73827576345723
-7.26,4.52,3.96,0.3,0.67,-0.09,0.9386,0.33816,0.03864,0.05634,7.583683209880603,1.9731489534671678,39.75707187759717
-7.23,4.53,3.84,0.24,0.54,-0.09,0.93855,0.33826,0.03899,0.05636,7.599813026872503,2.0091709372974176,39.77249660521031
-7.17,4.53,3.73,0.18,0.42,-0.09,0.93851,0.33834,0.03928,0.05636,7.6113942384427915,2.039682737929169,39.78493319226162
-7.09,4.46,3.67,0.14,0.29,-0.07,0.93848,0.3384,0.0395,0.05635,7.619107091371544,2.0632222802855185,39.79429104161295
-6.97,4.35,3.62,0.11,0.17,-0.07,0.93846,0.33845,0.03967,0.05632,7.622647668922008,2.0822665882410405,39.801805284078135
-6.7,4.18,3.57,0.11,0.02,-0.07,0.93844,0.3385,0.03977,0.05626,7.620229910985337,2.094942487404046,39.808787949704474
-6.51,4.06,3.51,0.13,-0.08,-0.08,0.93842,0.33857,0.03982,0.05618,7.613696828309847,2.1028859178214163,39.81753899367444
-6.33,3.95,3.48,0.15,-0.15,-0.09,0.9384,0.33865,0.03984,0.05608,7.603835824220323,2.108314599735352,39.827140423706595
-6.21,3.85,3.48,0.19,-0.2,-0.1,0.93837,0.33874,0.03984,0.05597,7.592191118680599,2.1118715271752584,39.838055918774934
-6.17,3.77,3.51,0.24,-0.24,-0.1,0.93833,0.33886,0.03982,0.05585,7.578750077888845,2.1134294958355873,39.852436193901106
-6.16,3.72,3.58,0.3,-0.28,-0.07,0.93829,0.33901,0.03978,0.05574,7.565583743259198,2.1122586283353173,39.86987864696286
-6.22,3.73,3.68,0.36,-0.3,-0.04,0.93823,0.33919,0.03973,0.05564,7.553239059794328,2.109344593074534,39.89124487355274
-6.29,3.78,3.82,0.41,-0.31,-0.0,0.93817,0.33939,0.03967,0.05555,7.541564378951659,2.1048430399713127,39.9146774744415
-6.44,3.85,4.02,0.47,-0.3,0.03,0.93809,0.33962,0.03961,0.05548,7.532175311573859,2.099285952861242,39.94210699219011
-6.58,3.95,4.2,0.51,-0.28,0.06,0.93801,0.33987,0.03955,0.05542,7.523846091108037,2.0932168810062297,39.971680744828795
-6.82,4.11,4.43,0.56,-0.22,0.1,0.93791,0.34014,0.03952,0.05539,7.520058514614858,2.088991196162478,40.0044042087456
-6.99,4.21,4.59,0.59,-0.17,0.13,0.93781,0.34042,0.03951,0.05538,7.519197040421,2.086074612789647,40.038345772319225
-7.12,4.27,4.77,0.61,-0.12,0.16,0.9377,0.34071,0.03951,0.0554,7.522021543163411,2.0829533077688556,40.0738139285897
-7.22,4.28,4.94,0.63,-0.08,0.21,0.93759,0.34101,0.03953,0.05545,7.528847548377138,2.080744266229606,40.1104930082866
-7.29,4.28,5.17,0.63,-0.04,0.26,0.93748,0.34131,0.03955,0.05553,7.538894184380973,2.0773571738251144,40.147152438516315
-7.32,4.24,5.34,0.63,-0.03,0.29,0.93736,0.3416,0.03957,0.05562,7.550096906142253,2.0735907713753985,40.18312474846688
-7.27,4.17,5.48,0.61,-0.04,0.3,0.93725,0.34189,0.03959,0.05572,7.562293105527009,2.06947120550169,40.21869560032663
-7.19,4.07,5.56,0.59,-0.06,0.31,0.93714,0.34216,0.0396,0.05582,7.574105128670698,2.064397927217295,40.2520398206339
-7.09,3.96,5.6,0.57,-0.1,0.31,0.93704,0.34243,0.03959,0.05591,7.58397205444402,2.057607364998985,40.284838271386626
-6.97,3.87,5.61,0.53,-0.17,0.31,0.93695,0.34268,0.03954,0.05599,7.59111519809316,2.04708082088862,40.314786611040866
-6.86,3.77,5.63,0.46,-0.29,0.29,0.93687,0.3429,0.03944,0.05604,7.59299722912047,2.0325972392848484,40.34074749324172
-6.81,3.72,5.65,0.39,-0.39,0.28,0.93681,0.34309,0.03929,0.05607,7.5906121436801435,2.0138121999597636,40.362319819188535
-6.84,3.69,5.67,0.32,-0.52,0.26,0.93676,0.34324,0.03908,0.05607,7.582576162663152,1.9900664133550328,40.378758027311726
-6.86,3.65,5.69,0.24,-0.66,0.23,0.93673,0.34336,0.03881,0.05603,7.567731588422947,1.9617358847553419,40.390751832753054
-6.88,3.6,5.65,0.14,-0.86,0.18,0.93672,0.34344,0.03845,0.05594,7.543827065998589,1.9260567387928753,40.39701056928657
