a_x_int,a_y_int,a_z_int,w_x_int,w_y_int,w_z_int,q_w_int,q_x_int,q_y_int,q_z_int,a_x,a_y,a_z,w_x,w_y,w_z,q_w,q_x,q_y,q_z,psi,theta,phi,q_w_ref,q_x_ref,q_y_ref,q_z_ref,psi_ref,theta_ref,phi_ref
-193,-184,334,41,-123,-56,15927,62768,2816,1550,-0.01177978515625,-0.01123046875,0.0203857421875,0.00250244140625,-0.00750732421875,-0.00341796875,0.97210693359375,-0.1689453125,0.171875,0.0946044921875,7.665912898738704,21.477001586104326,-18.280898057985954,1.005033016205,0.002340375679,0.104455336928,0.000484313059,0.08385933405924569,12.119999815442538,0.27555932826435486
262,-937,345,69,-509,-31,15937,62776,2767,1554,0.0159912109375,-0.05718994140625,0.02105712890625,0.00421142578125,-0.03106689453125,-0.00189208984375,0.97271728515625,-0.16845703125,0.16888427734375,0.0948486328125,7.7558216686651615,21.131467938312095,-18.219988145946157,1.005026102066,0.002134631388,0.104331552982,0.000458850409,0.07842822573796407,12.105352722909808,0.25152858524192856
19,-928,379,74,-955,-172,15956,62785,2674,1552,0.00115966796875,-0.056640625,0.02313232421875,0.0045166015625,-0.05828857421875,-0.010498046875,0.973876953125,-0.16790771484375,0.1632080078125,0.0947265625,7.84736766291544,20.468947064654955,-18.16387692967584,1.005028963089,0.00191580609,0.104218475521,0.000418924843,0.0711814053463762,12.092089713318915,0.22581764400674686
-365,-505,355,-64,-438,-392,15966,62773,2628,1523,-0.02227783203125,-0.03082275390625,0.02166748046875,-0.00390625,-0.0267333984375,-0.02392578125,0.9744873046875,-0.16864013671875,0.160400390625,0.09295654296875,7.66883665699148,20.11885390562578,-18.29158924507872,1.005041480064,0.001709777862,0.104289293289,0.000362813531,0.0622655793499257,12.100605185227078,0.20140412169976626
-419,-373,454,-233,-294,-538,15972,62743,2592,1481,-0.02557373046875,-0.02276611328125,0.0277099609375,-0.01422119140625,-0.0179443359375,-0.0328369140625,0.974853515625,-0.17047119140625,0.158203125,0.09039306640625,7.364972633635531,19.83231783662946,-18.565647269617095,1.005056738853,0.001511567738,0.104408815503,0.00029743294,0.05238040099349954,12.114890374323675,0.1777827113984577
-486,-241,253,-297,-215,-681,15977,62705,2561,1425,-0.0296630859375,-0.01470947265625,0.01544189453125,-0.01812744140625,-0.01312255859375,-0.04156494140625,0.97515869140625,-0.17279052734375,0.15631103515625,0.08697509765625,6.947270131633141,19.567252166623142,-18.912814202095007,1.00507581234,0.001366894692,0.104585818946,0.000225774173,0.042417078503960474,12.135991551468301,0.16025726467260587
-376,221,339,-184,-223,-438,15981,62686,2534,1391,-0.02294921875,0.01348876953125,0.02069091796875,-0.01123046875,-0.01361083984375,-0.0267333984375,0.97540283203125,-0.1739501953125,0.1546630859375,0.08489990234375,6.70909634669628,19.344926100217506,-19.09383760284407,1.005094528198,0.001478708116,0.104747764766,0.000200792871,0.040906507445898785,12.155301598643067,0.17285159229243566
-433,173,302,-172,-156,-292,15983,62669,2516,1370,-0.02642822265625,0.01055908203125,0.0184326171875,-0.010498046875,-0.009521484375,-0.017822265625,0.97552490234375,-0.17498779296875,0.153564453125,0.0836181640625,6.557487391570914,19.200580344661184,-19.24347438260515,1.005114555359,0.001556013012,0.104937814176,0.000185252138,0.04007816612642446,12.177940930207901,0.18158279246035566
-508,113,195,-74,-49,-223,15984,62660,2510,1352,-0.031005859375,0.00689697265625,0.01190185546875,-0.0045166015625,-0.00299072265625,-0.01361083984375,0.9755859375,-0.175537109375,0.1531982421875,0.08251953125,6.424244265498354,19.14054968444536,-19.330469612352797,1.00513446331,0.001600209856,0.105152823031,0.000170648069,0.03896674325154522,12.203523655674596,0.18651019924420476
-538,52,82,187,259,-261,15985,62672,2535,1321,-0.0328369140625,0.003173828125,0.0050048828125,0.01141357421875,0.01580810546875,-0.01593017578125,0.97564697265625,-0.1748046875,0.15472412109375,0.08062744140625,6.188946425793381,19.274866443984155,-19.27780592516876,1.005151152611,0.001637326088,0.105401478708,0.00014685918,0.036719892873651724,12.233037649808013,0.1905125356550762
-455,-36,90,445,522,-276,15987,62706,2586,1280,-0.02777099609375,-0.002197265625,0.0054931640625,0.02716064453125,0.0318603515625,-0.016845703125,0.97576904296875,-0.1727294921875,0.1578369140625,0.078125,5.880156989658406,19.573373001255973,-19.075527853407724,1.005165457726,0.001656677574,0.105674646795,0.000114895818,0.0333223893515032,12.265417788793004,0.19236873718426967
-381,-118,458,573,666,-210,15988,62752,2653,1241,-0.02325439453125,-0.0072021484375,0.0279541015625,0.03497314453125,0.0406494140625,-0.0128173828125,0.975830078125,-0.169921875,0.16192626953125,0.07574462890625,5.583984890981139,19.984528515964016,-18.784729904015954,1.005178332329,0.001618844224,0.105943568051,8.0481055e-05,0.0289476157279048,12.297285555830406,0.18760106427038573
-375,-196,591,502,671,-131,15986,62792,2721,1210,-0.02288818359375,-0.011962890625,0.03607177734375,0.0306396484375,0.04095458984375,-0.00799560546875,0.9757080078125,-0.16748046875,0.16607666015625,0.0738525390625,5.338113778903492,20.415302924284294,-18.531184439713517,1.005188107491,0.001522076549,0.106180921197,4.8440648e-05,0.024120416783931245,12.325396953295998,0.17606466932992734
-342,-200,732,748,622,-56,15987,62860,2786,1184,-0.0208740234375,-0.01220703125,0.044677734375,0.045654296875,0.0379638671875,-0.00341796875,0.97576904296875,-0.163330078125,0.1700439453125,0.072265625,5.170602537080062,20.821243102958224,-18.06721243621653,1.005196094513,0.001422481029,0.106388822198,1.8140719e-05,0.019448864344524728,12.350015682376588,0.16422004420615713
-348,-207,629,1129,461,-13,15997,62963,2841,1157,-0.021240234375,-0.01263427734375,0.03839111328125,0.06890869140625,0.02813720703125,-0.00079345703125,0.97637939453125,-0.15704345703125,0.17340087890625,0.07061767578125,5.056746961202411,21.148731496537224,-17.34310995347936,1.005206346512,0.00136702985,0.106591053307,-1.1070239e-05,0.015436537735316454,12.373995984602685,0.15747550710319771
-406,-220,425,1196,468,-15,16007,63070,2896,1129,-0.0247802734375,-0.013427734375,0.02593994140625,0.072998046875,0.028564453125,-0.00091552734375,0.97698974609375,-0.1505126953125,0.1767578125,0.06890869140625,4.945366146592823,21.47679698839218,-16.59063583576522,1.005218505859,0.001346282661,0.1068181023,-3.8169852e-05,0.012093758123541678,12.400929360836415,0.15475676825616486
-462,-231,351,1149,596,-59,16014,63171,2962,1095,-0.0281982421875,-0.01409912109375,0.02142333984375,0.07012939453125,0.036376953125,-0.00360107421875,0.9774169921875,-0.14434814453125,0.1807861328125,0.06683349609375,4.775978757615269,21.882320009314714,-15.89110134902041,1.005229949951,0.00133452157,0.107066005468,-6.7447356e-05,0.008612128549616592,12.43031732481391,0.1530464574512119
-481,-211,394,1160,676,-115,16019,63272,3035,1055,-0.02935791015625,-0.01287841796875,0.0240478515625,0.07080078125,0.041259765625,-0.00701904296875,0.97772216796875,-0.13818359375,0.18524169921875,0.06439208984375,4.5614268359591055,22.33527410575186,-15.200895855418375,1.005241394043,0.001332850428,0.107326775789,-0.000101012651,0.004761311638464009,12.461227932500387,0.15244530902169628
-499,-145,474,1349,660,-179,16027,63391,3106,1005,-0.03045654296875,-0.00885009765625,0.0289306640625,0.08233642578125,0.040283203125,-0.01092529296875,0.97821044921875,-0.13092041015625,0.1895751953125,0.06134033203125,4.307074762043036,22.764869312736867,-14.39120041907312,1.005254626274,0.001376485568,0.107599020004,-0.000139353142,0.0009203364497379988,12.493520753597824,0.15700753997824207
-474,-83,530,1418,602,-200,16035,63518,3172,954,-0.0289306640625,-0.00506591796875,0.0323486328125,0.0865478515625,0.0367431640625,-0.01220703125,0.97869873046875,-0.1231689453125,0.193603515625,0.0582275390625,4.067299551651697,23.160158470827252,-13.524539201591322,1.005269527435,0.001452853321,0.107873991132,-0.000177540773,-0.0024951733966165268,12.52616242323599,0.16534416119258596
-444,-51,561,1208,486,-179,16041,63627,3225,909,-0.027099609375,-0.00311279296875,0.03424072265625,0.07373046875,0.0296630859375,-0.01092529296875,0.97906494140625,-0.11651611328125,0.19683837890625,0.05548095703125,3.8599268536770395,23.47594165904168,-12.78313608396897,1.005286097527,0.001525482861,0.108141362667,-0.000210154176,-0.005311077443850943,12.557933057566705,0.17331680806128494
-433,-20,597,970,374,-169,16045,63715,3266,871,-0.02642822265625,-0.001220703125,0.03643798828125,0.0592041015625,0.0228271484375,-0.01031494140625,0.97930908203125,-0.11114501953125,0.1993408203125,0.05316162109375,3.6844380808000063,23.71890303327147,-12.18761516924951,1.005304336548,0.001596695511,0.108400836587,-0.000237369735,-0.0075193406006250465,12.588797191283,0.18119146991988092
-386,319,633,801,225,-189,16050,63789,3290,836,-0.0235595703125,0.01947021484375,0.03863525390625,0.04888916015625,0.01373291015625,-0.01153564453125,0.9796142578125,-0.10662841796875,0.2008056640625,0.051025390625,3.523554344284819,23.84762582743526,-11.690958633699175,1.005315065384,0.001847419655,0.108558937907,-0.000243615228,-0.005088555612839061,12.607604794408324,0.21002972979161683
-276,785,624,819,110,-166,16057,63866,3303,804,-0.016845703125,0.04791259765625,0.0380859375,0.04998779296875,0.0067138671875,-0.0101318359375,0.98004150390625,-0.1019287109375,0.20159912109375,0.049072265625,3.3978795432161637,23.900825385538,-11.166752269491402,1.00531578064,0.00214339979,0.108606941998,-0.000243085757,-0.001329603014662247,12.61328905126454,0.24417277831021003
-152,1023,550,919,-18,-46,16066,63955,3305,783,-0.00927734375,0.06243896484375,0.0335693359375,0.05609130859375,-0.0010986328125,-0.0028076171875,0.9805908203125,-0.09649658203125,0.20172119140625,0.04779052734375,3.379571188783013,23.880796716492206,-10.5361533176105,1.005313754082,0.002452869201,0.108610630035,-0.000232127495,0.003791174866499207,12.613704254566175,0.28000145080109656
-140,1023,424,1078,-141,159,16077,64064,3298,779,-0.008544921875,0.06243896484375,0.02587890625,0.0657958984375,-0.00860595703125,0.00970458984375,0.98126220703125,-0.08984375,0.2012939453125,0.04754638671875,3.5228640264859608,23.802659989264697,-9.731036911066592,1.005313038826,0.002778902883,0.108606398106,-0.000203931268,0.011104116146834429,12.613195241640565,0.31795467227418267
-316,753,288,1318,-215,443,16090,64202,3288,798,-0.019287109375,0.04595947265625,0.017578125,0.0804443359375,-0.01312255859375,0.02703857421875,0.9820556640625,-0.0814208984375,0.20068359375,0.0487060546875,3.8810397821447076,23.709293968462315,-8.676011162924427,1.005319356918,0.003118828638,0.108656957746,-0.000153371104,0.021188478357096648,12.619234081187223,0.35778934365673154
-496,321,248,1405,-225,576,16102,64350,3280,827,-0.0302734375,0.01959228515625,0.01513671875,0.08575439453125,-0.01373291015625,0.03515625,0.9827880859375,-0.0723876953125,0.2001953125,0.05047607421875,4.325646611984958,23.628626968896214,-7.5332292726306544,1.00533759594,0.003386938712,0.108818374574,-0.000100583064,0.03068106046957559,12.638507423605482,0.3893734363973805
-636,-28,232,1398,-212,602,16113,64495,3274,858,-0.038818359375,-0.001708984375,0.01416015625,0.0853271484375,-0.012939453125,0.0367431640625,0.98345947265625,-0.06353759765625,0.1998291015625,0.0523681640625,4.77779614049948,23.55957165774869,-6.4110102042133095,1.005359768867,0.003510092385,0.10902415961,-6.1175808e-05,0.03684612378908859,12.663073489962557,0.404076643286553
-690,-228,220,1354,-172,520,16122,64633,3271,882,-0.0421142578125,-0.013916015625,0.013427734375,0.0826416015625,-0.010498046875,0.03173828125,0.9840087890625,-0.05511474609375,0.19964599609375,0.0538330078125,5.165259808246063,23.505732195260258,-5.352515321246833,1.005379676819,0.003563287668,0.109220527112,-3.5935002e-05,0.04050290467996442,12.686506416357224,0.41053612557901836
-628,-252,214,1244,-100,335,16129,64756,3273,890,-0.038330078125,-0.015380859375,0.0130615234375,0.075927734375,-0.006103515625,0.02044677734375,0.98443603515625,-0.047607421875,0.19976806640625,0.0543212890625,5.4097577466256555,23.48381244248517,-4.429300069405978,1.005398392677,0.003590174718,0.109417825937,-2.8186987e-05,0.04181486026528216,12.710044118564909,0.4137436553300923
-544,-129,213,1144,-49,225,16135,64868,3279,889,-0.033203125,-0.00787353515625,0.01300048828125,0.06982421875,-0.00299072265625,0.01373291015625,0.98480224609375,-0.040771484375,0.20013427734375,0.05426025390625,5.570140486973673,23.49130620368592,-3.6004578164260783,1.005418181419,0.003639907809,0.109631471336,-2.6025205e-05,0.04277791937930411,12.735531904001213,0.4195176141386115
-476,46,220,1055,0,182,16139,64972,3289,886,-0.029052734375,0.0028076171875,0.013427734375,0.06439208984375,0.0,0.0111083984375,0.98504638671875,-0.034423828125,0.20074462890625,0.0540771484375,5.703769233694131,23.528715289198523,-2.8328928293584332,1.005438685417,0.003762297798,0.109855942428,-1.8117653e-05,0.04532649417848597,12.762308986862639,0.43374586821611827
-447,190,236,988,41,212,16140,65071,3302,887,-0.02728271484375,0.0115966796875,0.014404296875,0.060302734375,0.00250244140625,0.012939453125,0.985107421875,-0.02838134765625,0.2015380859375,0.05413818359375,5.86065534574682,23.587328323405437,-2.0952532452173194,1.005456924438,0.003953167703,0.110063068569,1.397624e-06,0.05007736925839955,12.787005889185203,0.4560204297198165
-456,247,262,942,77,282,16140,65167,3318,896,-0.02783203125,0.01507568359375,0.0159912109375,0.0574951171875,0.00469970703125,0.0172119140625,0.985107421875,-0.02252197265625,0.2025146484375,0.0546875,6.07327079359896,23.669526145354045,-1.3660659631108032,1.005473732948,0.00416178396,0.110261775553,3.0171481e-05,0.05612600008495751,12.81068730101112,0.48046111142589126
-483,191,300,886,120,364,16138,65259,3338,913,-0.02947998046875,0.01165771484375,0.018310546875,0.0540771484375,0.00732421875,0.022216796875,0.9849853515625,-0.01690673828125,0.2037353515625,0.05572509765625,6.3410182228217185,23.780691386011373,-0.65192888698546,1.005491614342,0.004340738058,0.110477998853,6.4209125e-05,0.06242451547099728,12.836451730126933,0.5015509155468256
-496,120,330,840,143,381,16135,65346,3360,933,-0.0302734375,0.00732421875,0.0201416015625,0.05126953125,0.00872802734375,0.02325439453125,0.98480224609375,-0.0115966796875,0.205078125,0.05694580078125,6.625451801065973,23.90639080422558,0.03174754735223667,1.005510687828,0.004482617602,0.110708393157,9.6575175e-05,0.06807588603757267,12.863909952607322,0.5183466810109293
-492,92,358,788,156,356,16131,65428,3383,951,-0.030029296875,0.005615234375,0.0218505859375,0.048095703125,0.009521484375,0.021728515625,0.98455810546875,-0.006591796875,0.20648193359375,0.05804443359375,6.889670237675352,24.03860961710122,0.6770260044349146,1.005530118942,0.004606599919,0.110943168402,0.000125710154,0.07313684277541882,12.891895667058696,0.5330398184237052
-482,127,398,714,154,305,16127,65502,3405,966,-0.0294189453125,0.00775146484375,0.0242919921875,0.0435791015625,0.0093994140625,0.01861572265625,0.98431396484375,-0.0020751953125,0.20782470703125,0.0589599609375,7.120814306174526,24.165530945542983,1.2590698735160475,1.005549311638,0.00474347407,0.111172370613,0.000153125788,0.07816771343060748,12.919223496382283,0.5492002113763396
-483,201,429,625,102,236,16124,31,3421,976,-0.02947998046875,0.01226806640625,0.02618408203125,0.03814697265625,0.0062255859375,0.014404296875,0.984130859375,0.00189208984375,0.20880126953125,0.0595703125,7.300600761840787,24.251964935318256,1.7644146095758897,1.005567669868,0.004906510469,0.111382357776,0.000178989765,0.08335031768681324,12.944271993374837,0.5683592433344209
-495,211,452,596,54,202,16122,93,3433,983,-0.03021240234375,0.01287841796875,0.027587890625,0.036376953125,0.0032958984375,0.0123291015625,0.9840087890625,0.00567626953125,0.20953369140625,0.05999755859375,7.452848680705875,24.31071930570056,2.241078975375845,1.005586504936,0.005069063976,0.111586615443,0.000202263385,0.08823241686640358,12.96865323372375,0.5874305528760404
-494,238,456,581,3,184,16121,154,3440,989,-0.0301513671875,0.0145263671875,0.02783203125,0.03546142578125,0.00018310546875,0.01123046875,0.98394775390625,0.0093994140625,0.2099609375,0.06036376953125,7.594728392461553,24.333452540464577,2.706128755019242,1.005605340004,0.005240787752,0.111780099571,0.000225210097,0.09319548535254286,12.991762743226666,0.6075560475952804
-479,287,451,558,-46,192,16121,213,3442,996,-0.02923583984375,0.01751708984375,0.02752685546875,0.0340576171875,-0.0028076171875,0.01171875,0.98394775390625,0.01300048828125,0.2100830078125,0.060791015625,7.738956439531004,24.320522387343583,3.1549292168630307,1.005623221397,0.005430143792,0.111955747008,0.000251339603,0.09874869296763211,13.012749615642994,0.6297563577028072
-465,316,444,532,-100,220,16121,271,3438,1006,-0.02838134765625,0.019287109375,0.027099609375,0.032470703125,-0.006103515625,0.013427734375,0.98394775390625,0.01654052734375,0.2098388671875,0.0614013671875,7.901586844631015,24.26199619884996,3.597420814856435,1.005640745163,0.005628693849,0.112117268145,0.000281573914,0.10489214077129343,13.032059177678267,0.6530699470108917
-450,311,442,507,-161,266,16122,328,3428,1021,-0.0274658203125,0.01898193359375,0.0269775390625,0.03094482421875,-0.00982666015625,0.0162353515625,0.9840087890625,0.02001953125,0.209228515625,0.06231689453125,8.096240185024833,24.159003584576173,4.035947894159545,1.005658864975,0.005827486049,0.112271331251,0.000316489837,0.11158105004417952,13.050491901364405,0.6764718941924253
-440,285,446,471,-207,297,16123,382,3413,1040,-0.02685546875,0.01739501953125,0.0272216796875,0.02874755859375,-0.01263427734375,0.01812744140625,0.98406982421875,0.0233154296875,0.20831298828125,0.0634765625,8.31280137531151,24.01834268282201,4.454654745022981,1.005677938461,0.006018412299,0.11242531985,0.000354017131,0.118476684618086,13.068927297986018,0.6990011715075675
-435,262,451,438,-251,315,16125,434,3394,1061,-0.02655029296875,0.0159912109375,0.02752685546875,0.0267333984375,-0.01531982421875,0.01922607421875,0.98419189453125,0.0264892578125,0.2071533203125,0.06475830078125,8.537417559257733,23.848925223673277,4.857710085835168,1.005698084831,0.006200642791,0.112579964101,0.00039281504,0.12541370819286002,13.087454335788355,0.7205448149257773
-435,252,446,417,-297,325,16128,484,3370,1083,-0.02655029296875,0.015380859375,0.0272216796875,0.02545166015625,-0.01812744140625,0.01983642578125,0.984375,0.029541015625,0.2056884765625,0.06610107421875,8.761912508580988,23.643447843423626,5.242640678367133,1.005719065666,0.006377295591,0.112733222544,0.000432265806,0.13235922308156392,13.105828716137689,0.7414543296818588
-440,256,417,415,-338,333,16131,534,3342,1106,-0.02685546875,0.015625,0.02545166015625,0.02532958984375,-0.0206298828125,0.02032470703125,0.98455810546875,0.0325927734375,0.2039794921875,0.0675048828125,8.989977487162973,23.406935662858,5.624932056201711,1.005740523338,0.006552359089,0.11288382113,0.000472254324,0.13935027448720494,13.12389482408915,0.762188340273024
-437,271,373,397,-364,348,16135,583,3312,1130,-0.02667236328125,0.01654052734375,0.02276611328125,0.02423095703125,-0.022216796875,0.021240234375,0.98480224609375,0.03558349609375,0.2021484375,0.0689697265625,9.220159572277483,23.156508149494055,5.9978085644744406,1.005761861801,0.006729367655,0.113029442728,0.000514175277,0.14659162396500544,13.141369106955846,0.783172597546664
-428,290,364,369,-364,376,16138,630,3281,1157,-0.026123046875,0.0177001953125,0.022216796875,0.02252197265625,-0.022216796875,0.02294921875,0.9849853515625,0.0384521484375,0.20025634765625,0.07061767578125,9.467403063746797,22.89654091860751,6.358338093889459,1.005782604218,0.006911775563,0.113168902695,0.000559846405,0.15433676908170912,13.158102974556265,0.8048293437385815
-424,287,391,305,-358,412,16141,672,3250,1189,-0.02587890625,0.01751708984375,0.02386474609375,0.01861572265625,-0.0218505859375,0.025146484375,0.98516845703125,0.041015625,0.1983642578125,0.07257080078125,9.741960136018049,22.636995062497892,6.687460415197311,1.005803346634,0.007090201601,0.113307572901,0.000609659764,0.16251330562503405,13.174740046319565,0.826082107302567
-428,299,396,312,-376,440,16144,715,3218,1224,-0.026123046875,0.01824951171875,0.024169921875,0.01904296875,-0.02294921875,0.02685546875,0.9853515625,0.04364013671875,0.1964111328125,0.07470703125,10.037078484137558,22.36760533566585,7.025319746877273,1.005823969841,0.007272346411,0.113442160189,0.000662277918,0.17106403631254166,13.19088920656353,0.8478014338504806
-431,312,399,358,-392,486,16146,763,3184,1262,-0.02630615234375,0.01904296875,0.02435302734375,0.0218505859375,-0.02392578125,0.0296630859375,0.9854736328125,0.04656982421875,0.1943359375,0.0770263671875,10.358061142584292,22.076961385353112,7.400560309036557,1.005844473839,0.007462243084,0.113572522998,0.000718985277,0.1801894747680128,13.20653184643508,0.8704693979219011
-435,301,398,376,-402,527,16148,814,3149,1303,-0.02655029296875,0.01837158203125,0.0242919921875,0.02294921875,-0.0245361328125,0.03216552734375,0.985595703125,0.0496826171875,0.19219970703125,0.07952880859375,10.701513342917218,21.774835897729268,7.798301310594306,1.005865573883,0.007650091778,0.113705612719,0.000778758258,0.18964995410007351,13.222501860069215,0.8929432717551261
-449,284,403,366,-404,568,16150,864,3114,1348,-0.02740478515625,0.017333984375,0.02459716796875,0.0223388671875,-0.024658203125,0.03466796875,0.9857177734375,0.052734375,0.1900634765625,0.082275390625,11.069674698393149,21.470394050980108,8.191214934675697,1.005887389183,0.007829166017,0.113845333457,0.000841398898,0.19933854138382281,13.239263945433116,0.9144455642372447
-477,252,425,335,-407,602,16151,912,3078,1397,-0.02911376953125,0.015380859375,0.02593994140625,0.02044677734375,-0.02484130859375,0.0367431640625,0.98577880859375,0.0556640625,0.1878662109375,0.08526611328125,11.461306542755732,21.155265984576694,8.571654181480287,1.005910515785,0.007989519276,0.113996401429,0.000905543391,0.20897221264863955,13.25738722729454,0.9338119308275795
-511,200,446,330,-422,614,16152,959,3041,1447,-0.03118896484375,0.01220703125,0.0272216796875,0.0201416015625,-0.0257568359375,0.0374755859375,0.98583984375,0.05853271484375,0.18560791015625,0.08831787109375,11.85513730079502,20.831470623023353,8.942167208804442,1.005935311317,0.008123193868,0.114160858095,0.00096771121,0.21804675471639068,13.277123344067206,0.9500792192957401
-536,171,470,300,-433,612,16154,1003,3003,1497,-0.03271484375,0.01043701171875,0.0286865234375,0.018310546875,-0.02642822265625,0.037353515625,0.9859619140625,0.06121826171875,0.18328857421875,0.09136962890625,12.240629732203606,20.50224774854187,9.286321246415664,1.005960941315,0.008238106035,0.114331156015,0.00102811167,0.22668203989738106,13.29756718948339,0.9641621042939372
-550,138,507,220,-448,604,16155,1039,2963,1548,-0.0335693359375,0.0084228515625,0.03094482421875,0.013427734375,-0.02734375,0.036865234375,0.98602294921875,0.06341552734375,0.18084716796875,0.094482421875,12.620206793709478,20.160774382358227,9.570027496841773,1.005987405777,0.008329632692,0.114505507052,0.001086727832,0.2348127602953525,13.31850829888757,0.9755262362501895
-558,116,537,156,-481,589,16157,1068,2919,1598,-0.0340576171875,0.007080078125,0.03277587890625,0.009521484375,-0.02935791015625,0.03594970703125,0.98614501953125,0.065185546875,0.17816162109375,0.0975341796875,12.977960308264771,19.795909839328214,9.795012824347719,1.006014585495,0.008404331282,0.114679761231,0.001143342815,0.24249468042767314,13.339453478644002,0.9849240045176392
-566,102,564,90,-525,571,16161,1091,2870,1647,-0.0345458984375,0.0062255859375,0.034423828125,0.0054931640625,-0.03204345703125,0.03485107421875,0.98638916015625,0.06658935546875,0.1751708984375,0.10052490234375,13.313772026865411,19.401484728313296,9.96687544649162,1.006042599678,0.008465529419,0.114851623774,0.00119810889,0.24978577474618416,13.360132246383268,0.9927402499645455
-576,85,574,41,-602,545,16166,1109,2813,1694,-0.03515625,0.00518798828125,0.0350341796875,0.00250244140625,-0.0367431640625,0.03326416015625,0.9866943359375,0.06768798828125,0.17169189453125,0.1033935546875,13.620635039644421,18.95453902392058,10.089635302528475,1.006071567535,0.008512753993,0.115018159151,0.001249862951,0.256541627325313,13.380199843357227,0.9989035851941965
-579,74,559,41,-663,530,16172,1128,2751,1739,-0.03533935546875,0.0045166015625,0.03411865234375,0.00250244140625,-0.04046630859375,0.0323486328125,0.987060546875,0.06884765625,0.16790771484375,0.10614013671875,13.907674993818581,18.47284464080067,10.20894192136472,1.006101250648,0.008554011583,0.115179993212,0.00129950908,0.26297212518262286,13.399725230092542,1.0043500421843647
-575,76,519,84,-719,512,16178,1151,2684,1781,-0.03509521484375,0.004638671875,0.03167724609375,0.005126953125,-0.04388427734375,0.03125,0.9874267578125,0.07025146484375,0.163818359375,0.10870361328125,14.171775932415251,17.953442828317783,10.345784294835244,1.006131410599,0.008599975146,0.115336559713,0.001347101294,0.2692237083699311,13.418636299035878,1.0103117795050045
-568,89,488,141,-760,504,16184,1180,2614,1821,-0.03466796875,0.00543212890625,0.02978515625,0.00860595703125,-0.04638671875,0.03076171875,0.98779296875,0.072021484375,0.1595458984375,0.11114501953125,14.423222880041518,17.408777497213332,10.51723609801169,1.006161808968,0.008657616563,0.115488313138,0.001394068939,0.2755543383878243,13.436980861474556,1.0176124858230982
-552,97,463,210,-806,504,16190,1216,2540,1860,-0.03369140625,0.00592041015625,0.02825927734375,0.0128173828125,-0.0491943359375,0.03076171875,0.9881591796875,0.07421875,0.155029296875,0.113525390625,14.668604056673184,16.83016831747692,10.730114822816628,1.006192564964,0.008726592176,0.115634903312,0.00144083763,0.2820086230900225,13.454718299176093,1.02621774416997
-535,99,463,253,-837,512,16195,1257,2463,1898,-0.03265380859375,0.00604248046875,0.02825927734375,0.01544189453125,-0.05108642578125,0.03125,0.98846435546875,0.07672119140625,0.15032958984375,0.1158447265625,14.907084976515822,16.22531654768331,10.971812638394704,1.006223678589,0.008802308701,0.115778073668,0.001488161972,0.2886149534666627,13.472054995292398,1.0356080868791306
-519,89,455,287,-873,517,16200,1301,2383,1936,-0.03167724609375,0.00543212890625,0.02777099609375,0.01751708984375,-0.05328369140625,0.03155517578125,0.98876953125,0.07940673828125,0.14544677734375,0.1181640625,15.142360646224063,15.596479434528877,11.228173593308183,1.006255269051,0.008877630346,0.115918651223,0.001535120769,0.2951732559860989,13.489092668106943,1.0449479543832396
-504,80,449,323,-899,512,16205,1349,2301,1973,-0.03076171875,0.0048828125,0.02740478515625,0.01971435546875,-0.05487060546875,0.03125,0.98907470703125,0.08233642578125,0.14044189453125,0.12042236328125,15.368642104220188,14.950518313664247,11.50621630275413,1.00628721714,0.008952813223,0.116057477891,0.001580798882,0.30158219690121935,13.505930397438341,1.054255124960992
-492,76,438,351,-929,499,16209,1399,2216,2008,-0.030029296875,0.004638671875,0.0267333984375,0.02142333984375,-0.05670166015625,0.03045654296875,0.98931884765625,0.08538818359375,0.13525390625,0.12255859375,15.577156821360333,14.28163288545181,11.790949908386374,1.006319522858,0.009029238485,0.116193763912,0.001624796423,0.307813083854792,13.522474669100765,1.0636832046667868
-458,78,404,394,-968,471,16213,1454,2128,2040,-0.0279541015625,0.0047607421875,0.024658203125,0.0240478515625,-0.05908203125,0.02874755859375,0.98956298828125,0.0887451171875,0.1298828125,0.12451171875,15.761860879345994,13.588960407833397,12.101874074074793,1.006352186203,0.009113587439,0.116325698793,0.001666201279,0.31384769251666916,13.53851035201255,1.073990102504382
-439,90,370,417,-980,456,16217,1511,2039,2070,-0.02679443359375,0.0054931640625,0.0225830078125,0.02545166015625,-0.059814453125,0.02783203125,0.98980712890625,0.09222412109375,0.12445068359375,0.1263427734375,15.928838194509144,12.88886328423141,12.421132610404944,1.006384730339,0.009208803996,0.11645463109,0.001706991461,0.31995550760528213,13.554187963439214,1.0855428507882674
-426,96,348,402,-978,448,16220,1566,1950,2099,-0.0260009765625,0.005859375,0.021240234375,0.0245361328125,-0.0596923828125,0.02734375,0.989990234375,0.0955810546875,0.1190185546875,0.12811279296875,16.084329860238526,12.19058031188371,12.723857034209294,1.006417155266,0.009307523258,0.116582520306,0.001747765695,0.3261098096688111,13.569740590406326,1.0975003439145332
