a_x_int,a_y_int,a_z_int,w_x_int,w_y_int,w_z_int,q_w_int,q_x_int,q_y_int,q_z_int,a_x,a_y,a_z,w_x,w_y,w_z,q_w,q_x,q_y,q_z,psi,theta,phi,q_w_ref,q_x_ref,q_y_ref,q_z_ref,psi_ref,theta_ref,phi_ref
340,-90,295,-230,-1516,-364,15106,1615,59162,63772,0.020751953125,-0.0054931640625,0.01800537109375,-0.0140380859375,-0.092529296875,-0.022216796875,0.9219970703125,0.09857177734375,-0.3890380859375,-0.107666015625,-21.552253127315794,-44.11958995498503,20.757380294578102,1.003257751465,0.053802665323,0.001234786469,0.005714793224,0.6584038598731485,0.10672353387760426,6.140037787966967
340,-83,217,-320,-1523,-356,15048,1581,59033,63715,0.020751953125,-0.00506591796875,0.01324462890625,-0.01953125,-0.09295654296875,-0.021728515625,0.91845703125,0.09649658203125,-0.39691162109375,-0.11114501953125,-22.34690540973949,-45.043409476822525,21.070823681282054,1.00325512886,0.053707480431,0.000880099949,0.005686124787,0.6529710578899994,0.06618550394537356,6.128979092706908
342,-88,199,-366,-1505,-348,14989,1543,58905,63658,0.0208740234375,-0.00537109375,0.01214599609375,-0.0223388671875,-0.09185791015625,-0.021240234375,0.91485595703125,0.09417724609375,-0.40472412109375,-0.1146240234375,-23.147421999970923,-45.9669183928483,21.37197794440278,1.003252625465,0.053606655449,0.000527439988,0.005658264272,0.6476502446829699,0.025878777530174864,6.117282249134925
348,-83,203,-410,-1480,-338,14931,1500,58781,63600,0.021240234375,-0.00506591796875,0.01239013671875,-0.0250244140625,-0.09033203125,-0.0206298828125,0.91131591796875,0.091552734375,-0.41229248046875,-0.1181640625,-23.946579460949344,-46.871382792149845,21.643010819600384,1.003250479698,0.053505457938,0.000175878711,0.005631515291,0.64247055559431,-0.014308635978640785,6.105544969654277
355,-81,211,-463,-1454,-325,14873,1453,58660,63541,0.02166748046875,-0.00494384765625,0.01287841796875,-0.02825927734375,-0.0887451171875,-0.01983642578125,0.90777587890625,0.08868408203125,-0.419677734375,-0.12176513671875,-24.751409027381044,-47.76118671260803,21.896299714066267,1.003248810768,0.053401205689,-0.000173920591,0.005606119987,0.6374637636630947,-0.05430027177104228,6.093461288854978
367,-80,201,-543,-1418,-302,14816,1398,58544,63483,0.02239990234375,-0.0048828125,0.01226806640625,-0.03314208984375,-0.0865478515625,-0.0184326171875,0.904296875,0.0853271484375,-0.4267578125,-0.12530517578125,-25.521608668417457,-48.62916923842289,22.08090279057471,1.003247618675,0.05329265818,-0.000521425856,0.005583056249,0.63274492827993,-0.09404019604305373,6.0808899243614905
381,-54,191,-635,-1388,-282,14760,1335,58431,63422,0.02325439453125,-0.0032958984375,0.01165771484375,-0.03875732421875,-0.084716796875,-0.0172119140625,0.90087890625,0.08148193359375,-0.43365478515625,-0.1290283203125,-26.294647893807614,-49.49188223335758,22.21373852210308,1.003247857094,0.053192615509,-0.000870245975,0.005562170409,0.6282724939209956,-0.133950641694809,6.069280484500096
399,12,182,-768,-1354,-246,14706,1260,58323,63360,0.02435302734375,0.000732421875,0.0111083984375,-0.046875,-0.0826416015625,-0.0150146484375,0.8975830078125,0.076904296875,-0.44024658203125,-0.1328125,-27.02737026500931,-50.343832299886635,22.241347769576855,1.003250718117,0.053119573742,-0.001220186823,0.005544921383,0.6242083777374143,-0.17403014361607694,6.06073211834516
419,76,184,-960,-1326,-179,14655,1167,58219,63295,0.02557373046875,0.004638671875,0.01123046875,-0.05859375,-0.0809326171875,-0.01092529296875,0.89447021484375,0.07122802734375,-0.44659423828125,-0.13677978515625,-27.71006359649122,-51.20982292902119,22.113237779485246,1.003256320953,0.053063321859,-0.001565846032,0.005533765536,0.6208642097850134,-0.2136661871191129,6.054083481208614
437,52,189,-1108,-1308,-100,14605,1057,58119,63231,0.02667236328125,0.003173828125,0.01153564453125,-0.067626953125,-0.079833984375,-0.006103515625,0.89141845703125,0.06451416015625,-0.45269775390625,-0.14068603515625,-28.310136586830488,-52.08598327962808,21.823102494535856,1.00326192379,0.052979722619,-0.001911796862,0.005529981572,0.618370212246875,-0.2533638957522912,6.04432008036979
438,-15,175,-1221,-1300,-46,14555,934,58022,63167,0.0267333984375,-0.00091552734375,0.01068115234375,-0.07452392578125,-0.079345703125,-0.0028076171875,0.88836669921875,0.0570068359375,-0.4586181640625,-0.14459228515625,-28.8520452717952,-52.97346518110966,21.411394482748037,1.003266334534,0.052851885557,-0.002257413231,0.005531185772,0.616467979421122,-0.29302567862512724,6.029525474000197
442,-52,153,-1265,-1285,-23,14504,806,57928,63104,0.0269775390625,-0.003173828125,0.00933837890625,-0.07720947265625,-0.07843017578125,-0.00140380859375,0.88525390625,0.0491943359375,-0.46435546875,-0.1484375,-29.357948592958458,-53.85631487108786,20.946628183126318,1.003270030022,0.052702739835,-0.002599867061,0.005534451921,0.6148377403832401,-0.33232305493791253,6.012310399912403
442,-101,115,-1303,-1262,-5,14454,675,57837,63042,0.0269775390625,-0.00616455078125,0.00701904296875,-0.07952880859375,-0.0770263671875,-0.00030517578125,0.8822021484375,0.04119873046875,-0.46990966796875,-0.1522216796875,-29.82693950901259,-54.742694280801075,20.438798823867657,1.003272652626,0.052528433502,-0.002935972065,0.005539251026,0.6134422734831558,-0.3708837470085354,5.992239907359384
451,-160,50,-1108,-1224,-38,14402,563,57747,62986,0.02752685546875,-0.009765625,0.0030517578125,-0.067626953125,-0.07470703125,-0.0023193359375,0.8790283203125,0.03436279296875,-0.47540283203125,-0.1556396484375,-30.32488145734163,-55.59748312913112,20.091551571773405,1.003273129463,0.052350275218,-0.003261670237,0.00554092275,0.6117686865996427,-0.4082261353752112,5.9717514907858735
456,-177,-35,-842,-1180,-74,14349,475,57657,62939,0.02783203125,-0.01080322265625,-0.00213623046875,-0.0513916015625,-0.072021484375,-0.0045166015625,0.87579345703125,0.02899169921875,-0.48089599609375,-0.15850830078125,-30.851911453063344,-56.422685541400654,19.94545996036454,1.00327205658,0.052194058895,-0.003582104109,0.00553951133,0.6097788581707287,-0.4449582866143944,5.953776808189871
460,-181,-100,-678,-1091,-100,14299,404,57573,62897,0.028076171875,-0.01104736328125,-0.006103515625,-0.0413818359375,-0.06658935546875,-0.006103515625,0.87274169921875,0.024658203125,-0.48602294921875,-0.16107177734375,-31.3866623259443,-57.18254217975321,19.92062911990297,1.003270149231,0.052054673433,-0.003894821508,0.005536203273,0.6076218996580003,-0.4808024214044016,5.937730578685613
474,-186,-123,-568,-978,-120,14253,344,57497,62859,0.0289306640625,-0.0113525390625,-0.00750732421875,-0.03466796875,-0.0596923828125,-0.00732421875,0.86993408203125,0.02099609375,-0.49066162109375,-0.16339111328125,-31.901799230087803,-57.86804128900357,19.952561402666536,1.003267765045,0.051926381886,-0.004197386559,0.005531641189,0.6053860800516322,-0.5154788329834418,5.922958411830358
491,-235,-97,-420,-832,-136,14213,300,57432,62827,0.02996826171875,-0.01434326171875,-0.00592041015625,-0.025634765625,-0.05078125,-0.00830078125,0.86749267578125,0.018310546875,-0.49462890625,-0.16534423828125,-32.3835584541298,-58.442877240563575,20.061726947919986,1.003264069557,0.051795005798,-0.004479655996,0.005526069086,0.6031657776419923,-0.5478133728363598,5.907855786127138
493,-308,-31,-335,-735,-154,14176,265,57374,62799,0.03009033203125,-0.018798828125,-0.00189208984375,-0.02044677734375,-0.04486083984375,-0.0093994140625,0.865234375,0.01617431640625,-0.4981689453125,-0.16705322265625,-32.84178407217327,-58.94381646864117,20.21207640432646,1.003258824348,0.051646519452,-0.004739716649,0.005518762395,0.600897560783444,-0.5775727163736879,5.890827626448193
493,-374,56,-269,-663,-187,14142,238,57322,62771,0.03009033203125,-0.0228271484375,0.00341796875,-0.01641845703125,-0.04046630859375,-0.01141357421875,0.8631591796875,0.0145263671875,-0.5013427734375,-0.16876220703125,-33.3148422558298,-59.38111872516408,20.416785066813162,1.003252506256,0.051484774798,-0.00497975247,0.005508203991,0.5983934959603558,-0.6050017087799983,5.872309367879987
495,-431,149,-215,-620,-243,14107,219,57275,62742,0.03021240234375,-0.02630615234375,0.00909423828125,-0.01312255859375,-0.037841796875,-0.01483154296875,0.86102294921875,0.01336669921875,-0.50421142578125,-0.1705322265625,-33.83333011692432,-59.73644650713074,20.699387029734535,1.003245472908,0.051314346492,-0.005204248708,0.00549222203,0.5953767933776524,-0.6306064986405439,5.852818846037994
490,-479,198,-195,-607,-289,14072,204,57229,62710,0.0299072265625,-0.02923583984375,0.0120849609375,-0.01190185546875,-0.03704833984375,-0.01763916015625,0.85888671875,0.012451171875,-0.50701904296875,-0.1724853515625,-34.40826419401502,-60.0714851045797,21.04325885941599,1.003237843513,0.051135670394,-0.005417696666,0.005471653771,0.5919161173318235,-0.6549090317588191,5.832402051086635
490,-521,246,-182,-609,-353,14036,193,57183,62673,0.0299072265625,-0.03179931640625,0.0150146484375,-0.0111083984375,-0.03717041015625,-0.02154541015625,0.856689453125,0.01177978515625,-0.50982666015625,-0.17474365234375,-35.069571487638385,-60.39007570523565,21.4681918733479,1.0032299757,0.050951186568,-0.005623558536,0.005444872659,0.5878041080585761,-0.6782999224491072,5.811334196969998
493,-529,290,-184,-632,-425,13997,185,57136,62630,0.03009033203125,-0.03228759765625,0.0177001953125,-0.01123046875,-0.03857421875,-0.02593994140625,0.85430908203125,0.01129150390625,-0.5126953125,-0.1773681640625,-35.837008582618566,-60.69130751069887,21.983232026102407,1.003222107887,0.050765253603,-0.005829731002,0.005411317106,0.5829278993208805,-0.7016870849113335,5.790106834330219
502,-481,326,-212,-689,-517,13953,179,57085,62578,0.0306396484375,-0.02935791015625,0.0198974609375,-0.012939453125,-0.04205322265625,-0.03155517578125,0.85162353515625,0.01092529296875,-0.51580810546875,-0.1805419921875,-36.760771246260695,-60.99810784738384,22.6190272908157,1.00321495533,0.050584498793,-0.006048983429,0.005369422492,0.5770306959614397,-0.7265345593404892,5.769465697540498
512,-417,324,-243,-748,-573,13905,172,57030,62520,0.03125,-0.02545166015625,0.019775390625,-0.01483154296875,-0.045654296875,-0.03497314453125,0.84869384765625,0.010498046875,-0.5191650390625,-0.18408203125,-37.7932784529246,-61.325445186911075,23.328699843532267,1.003208637238,0.050413515419,-0.006285319105,0.005322637502,0.5704793103363386,-0.7533259046799651,5.749929651009088
518,-352,296,-269,-809,-612,13853,163,56971,62458,0.0316162109375,-0.021484375,0.01806640625,-0.01641845703125,-0.04937744140625,-0.037353515625,0.84552001953125,0.00994873046875,-0.52276611328125,-0.1878662109375,-38.912583556243824,-61.676202560375394,24.095441731379765,1.003203392029,0.050255347043,-0.006539281458,0.00527250953,0.5634446096415446,-0.7821347298079995,5.7318435183408285
520,-295,248,-292,-865,-635,13797,153,56908,62393,0.03173828125,-0.01800537109375,0.01513671875,-0.017822265625,-0.05279541015625,-0.03875732421875,0.84210205078125,0.00933837890625,-0.526611328125,-0.19183349609375,-40.11816317619268,-62.04769984717633,24.928876439009787,1.003199100494,0.05011093989,-0.006808951963,0.005220443942,0.5560967823922138,-0.8127490771226858,5.71531649531308
524,-232,196,-307,-929,-655,13739,140,56839,62326,0.031982421875,-0.01416015625,0.011962890625,-0.01873779296875,-0.05670166015625,-0.03997802734375,0.83856201171875,0.008544921875,-0.53082275390625,-0.1959228515625,-41.392416762564196,-62.487156146232,25.80921055296287,1.003195881844,0.049986004829,-0.007095730864,0.005166676827,0.5484493738350261,-0.8453347280203236,5.700998468957736
529,-189,180,-317,-980,-658,13677,127,56766,62258,0.03228759765625,-0.01153564453125,0.010986328125,-0.01934814453125,-0.059814453125,-0.0401611328125,0.83477783203125,0.00775146484375,-0.5352783203125,-0.2000732421875,-42.747726624374444,-62.94561926016642,26.76635034020109,1.003193497658,0.049875777215,-0.007393934298,0.005112630315,0.5406998611961187,-0.8792431977731799,5.688350203074752
532,-150,176,-335,-1034,-658,13611,111,56689,62189,0.032470703125,-0.0091552734375,0.0107421875,-0.02044677734375,-0.0631103515625,-0.0401611328125,0.83074951171875,0.00677490234375,-0.53997802734375,-0.20428466796875,-44.1738018824285,-63.43209922145063,27.775037746929172,1.003191947937,0.049778472632,-0.007702201139,0.005058478098,0.5328763712901277,-0.9143178122292048,5.677169323759789
536,-120,166,-351,-1096,-650,13542,92,56608,62120,0.03271484375,-0.00732421875,0.0101318359375,-0.02142333984375,-0.06689453125,-0.0396728515625,0.8265380859375,0.005615234375,-0.544921875,-0.20849609375,-45.660307760917505,-63.95583320026967,28.830767181064843,1.003191113472,0.049691919237,-0.008019645698,0.005004846957,0.5250564992008647,-0.9504588480965106,5.667209222858842
531,-104,135,-374,-1178,-635,13468,69,56521,62051,0.03240966796875,-0.00634765625,0.00823974609375,-0.0228271484375,-0.0718994140625,-0.03875732421875,0.822021484375,0.00421142578125,-0.55023193359375,-0.21270751953125,-47.2331200509949,-64.53036800102261,29.954569060658415,1.003190636635,0.049610354006,-0.008346362971,0.004952228162,0.5173007737632153,-0.9876763169661269,5.65781493035184
525,-109,103,-389,-1226,-625,13392,44,56431,61982,0.03204345703125,-0.00665283203125,0.00628662109375,-0.02374267578125,-0.0748291015625,-0.03814697265625,0.8173828125,0.002685546875,-0.55572509765625,-0.2169189453125,-48.87395562200835,-65.13692864748624,31.138276353265212,1.003190159798,0.049526203424,-0.008677271195,0.004900290631,0.5096077503839228,-1.0253794226885686,5.64812825079326
516,-123,68,-394,-1262,-625,13312,17,56338,61913,0.031494140625,-0.00750732421875,0.004150390625,-0.0240478515625,-0.0770263671875,-0.03814697265625,0.8125,0.00103759765625,-0.5614013671875,-0.22113037109375,-50.603073472300856,-65.75785363370599,32.40068033896902,1.003189325333,0.049436572939,-0.009010299109,0.004848164972,0.5018936389868833,-1.0633231731524078,5.637823214563019
512,-131,26,-366,-1288,-632,13229,65529,56243,61846,0.03125,-0.00799560546875,0.0015869140625,-0.0223388671875,-0.07861328125,-0.03857421875,0.80743408203125,-0.00042724609375,-0.56719970703125,-0.2252197265625,-52.4201108909878,-66.368887404492,33.77610706281452,1.003188252449,0.049347653985,-0.009345196187,0.004795291927,0.49408984243878906,-1.101479218966087,5.627605496495098
513,-124,-33,-343,-1290,-643,13144,65507,56148,61779,0.03131103515625,-0.007568359375,-0.00201416015625,-0.02093505859375,-0.0787353515625,-0.03924560546875,0.80224609375,-0.00177001953125,-0.572998046875,-0.22930908203125,-54.32381839470422,-66.9527991419001,35.247460509317285,1.003187298775,0.049266245216,-0.009681534022,0.004741433542,0.48616364545621943,-1.1398010568347268,5.618248472303323
520,-108,-72,-323,-1272,-648,13060,65488,56054,61712,0.03173828125,-0.006591796875,-0.00439453125,-0.01971435546875,-0.07763671875,-0.03955078125,0.797119140625,-0.0029296875,-0.5787353515625,-0.2333984375,-56.28875029284494,-67.51948501057846,36.795781738328444,1.003186583519,0.0491954647,-0.010018041357,0.004687221255,0.4781895490858493,-1.178147813991322,5.610106799182806
532,-86,-106,-294,-1244,-645,12977,65471,55962,61647,0.032470703125,-0.0052490234375,-0.0064697265625,-0.0179443359375,-0.075927734375,-0.03936767578125,0.79205322265625,-0.00396728515625,-0.5843505859375,-0.23736572265625,-58.27884587500495,-68.05713126077762,38.38900886952366,1.0031863451,0.049138635397,-0.010353833437,0.004633415025,0.4702537462139464,-1.2164239428254298,5.603557384004321
548,-54,-150,-264,-1190,-632,12896,65458,55874,61586,0.033447265625,-0.0032958984375,-0.0091552734375,-0.01611328125,-0.0726318359375,-0.03857421875,0.787109375,-0.0047607421875,-0.5897216796875,-0.2410888671875,-60.25459125036467,-68.5358098333583,40.00630284495525,1.003186702728,0.049100156873,-0.010686323978,0.004580990411,0.4624746647694741,-1.2543398103934906,5.599100774035003
562,-29,-176,-241,-1142,-617,12817,65447,55789,61527,0.0343017578125,-0.00177001953125,-0.0107421875,-0.01470947265625,-0.0697021484375,-0.03765869140625,0.78228759765625,-0.00543212890625,-0.59490966796875,-0.24468994140625,-62.22693071094581,-68.97744582616684,41.6395840209905,1.003187537193,0.04907515645,-0.011014954187,0.004530079663,0.4548747832940423,-1.2918289465067219,5.59618217864788
576,-8,-191,-215,-1091,-599,12741,65439,55708,61471,0.03515625,-0.00048828125,-0.01165771484375,-0.01312255859375,-0.06658935546875,-0.03656005859375,0.77764892578125,-0.00592041015625,-0.599853515625,-0.24810791015625,-64.16540525962147,-69.37219574399889,43.26809853221018,1.003188729286,0.049061387777,-0.011338954791,0.00448097242,0.44749292882521785,-1.3288030154882007,5.594545926416537
598,3,-191,-200,-1042,-579,12665,65431,55632,61418,0.0364990234375,0.00018310546875,-0.01165771484375,-0.01220703125,-0.0635986328125,-0.03533935546875,0.77301025390625,-0.00640869140625,-0.6044921875,-0.2513427734375,-66.06983359936066,-69.68183168431443,44.87313775161803,1.003190159798,0.049052935094,-0.011658418924,0.004433878697,0.4403594227128277,-1.3652705742486424,5.593517852997033
619,26,-192,-174,-993,-558,12592,65425,55560,61369,0.03778076171875,0.0015869140625,-0.01171875,-0.0106201171875,-0.06060791015625,-0.0340576171875,0.7685546875,-0.00677490234375,-0.60888671875,-0.25433349609375,-67.91283872410733,-69.94630006171512,46.445523380940934,1.003191947937,0.049054905772,-0.011973007582,0.004388837144,0.43347277504406484,-1.4011955144884156,5.593679130323038
632,51,-188,-151,-965,-535,12520,65420,55490,61323,0.03857421875,0.00311279296875,-0.011474609375,-0.00921630859375,-0.05889892578125,-0.03265380859375,0.76416015625,-0.007080078125,-0.6131591796875,-0.25714111328125,-69.73358245578603,-70.17701223599187,48.01451601188653,1.003194093704,0.049067273736,-0.012284341268,0.004345913883,0.42683045766928535,-1.4367644079105892,5.595025795639539
650,61,-185,-141,-942,-509,12450,65415,55421,61280,0.0396728515625,0.00372314453125,-0.01129150390625,-0.00860595703125,-0.0574951171875,-0.03106689453125,0.7598876953125,-0.00738525390625,-0.61737060546875,-0.259765625,-71.52445430366261,-70.40752871488863,49.56943625072561,1.00319647789,0.049083150923,-0.012593365274,0.004305436276,0.4204736342690763,-1.472084118415182,5.596772376505882
662,58,-185,-133,-927,-484,12381,65410,55354,61239,0.0404052734375,0.0035400390625,-0.01129150390625,-0.00811767578125,-0.05657958984375,-0.029541015625,0.75567626953125,-0.0076904296875,-0.6214599609375,-0.26226806640625,-73.29226720330313,-70.60972068229725,51.1102873144378,1.003198742867,0.049098249525,-0.012901298702,0.004267348442,0.4143953816562047,-1.507291888984837,5.598431541873897
671,45,-173,-115,-909,-451,12313,65404,55288,61202,0.04095458984375,0.00274658203125,-0.01055908203125,-0.00701904296875,-0.05548095703125,-0.02752685546875,0.75152587890625,-0.008056640625,-0.62548828125,-0.2645263671875,-75.02606293420155,-70.80475301595094,52.63191974089062,1.003200769424,0.049109950662,-0.013208248653,0.004232473206,0.40869303940294305,-1.5424032346123118,5.599703901274702
612,-24,-145,-49,-904,-376,12247,65398,55223,61175,0.037353515625,-0.00146484375,-0.00885009765625,-0.00299072265625,-0.05517578125,-0.02294921875,0.74749755859375,-0.0084228515625,-0.62945556640625,-0.26617431640625,-76.67190572266375,-70.99970367139167,54.115540468348776,1.003201365471,0.049103338271,-0.013516034931,0.004204943776,0.4038517755811727,-1.5776417085807566,5.598888605559316
601,-32,-152,-28,-901,-366,12183,65394,55155,61149,0.03668212890625,-0.001953125,-0.00927734375,-0.001708984375,-0.05499267578125,-0.0223388671875,0.74359130859375,-0.0086669921875,-0.63360595703125,-0.26776123046875,-78.3482867773458,-71.24982263267904,55.64932516203922,1.003201723099,0.049095839262,-0.013823527843,0.004178405739,0.399127098028567,-1.6128519023374304,5.597975027770871
593,-40,-157,3,-891,-353,12120,65391,55088,61126,0.03619384765625,-0.00244140625,-0.00958251953125,0.00018310546875,-0.05438232421875,-0.02154541015625,0.73974609375,-0.00885009765625,-0.6376953125,-0.2691650390625,-80.00438397893389,-71.48300709618253,57.18246248559774,1.003201842308,0.04908823967,-0.014130054042,0.004153180867,0.39455822329849244,-1.647958554009835,5.597052326359972
592,-47,-149,28,-886,-343,12057,65390,55021,61105,0.0361328125,-0.00286865234375,-0.00909423828125,0.001708984375,-0.0540771484375,-0.02093505859375,0.73590087890625,-0.0089111328125,-0.64178466796875,-0.27044677734375,-81.67086644602881,-71.69531081068777,58.74558605782175,1.003201723099,0.049079958349,-0.014436022379,0.004128966015,0.3901093050080767,-1.6830066840164057,5.596054492610617
595,-65,-136,54,-886,-335,11994,65389,54954,61087,0.03631591796875,-0.00396728515625,-0.00830078125,0.0032958984375,-0.0540771484375,-0.02044677734375,0.7320556640625,-0.00897216796875,-0.6458740234375,-0.27154541015625,-83.33613082065246,-71.89786906016793,60.322187019553894,1.003201246262,0.049066878855,-0.014741529711,0.004105601925,0.3857688022424941,-1.718004384697967,5.5945131327590225
596,-99,-123,74,-888,-330,11931,65389,54887,61071,0.036376953125,-0.00604248046875,-0.00750732421875,0.0045166015625,-0.05419921875,-0.0201416015625,0.72821044921875,-0.00897216796875,-0.64996337890625,-0.27252197265625,-85.00798555820583,-72.08436086401804,61.92005230711762,1.003200054169,0.049042597413,-0.015045762993,0.004082837608,0.3815244046722525,-1.7528531278521189,5.591700900900721
595,-149,-109,100,-899,-335,11867,65391,54819,61056,0.03631591796875,-0.00909423828125,-0.00665283203125,0.006103515625,-0.05487060546875,-0.02044677734375,0.72430419921875,-0.00885009765625,-0.65411376953125,-0.2734375,-86.71627956450031,-72.24977402192482,63.56901153083212,1.003197908401,0.04900219664,-0.015347544104,0.004059715662,0.3772834817859596,-1.7874093386640217,5.587060538806423
593,-179,-109,113,-909,-348,11799,65395,54753,61042,0.03619384765625,-0.01092529296875,-0.00665283203125,0.00689697265625,-0.05548095703125,-0.021240234375,0.72015380859375,-0.00860595703125,-0.65814208984375,-0.2742919921875,-88.46121307530434,-72.29748888082355,65.26325277631335,1.003195166588,0.048952501267,-0.015647510067,0.004035413731,0.3729378660536095,-1.8217455014005868,5.581369168725245
587,-199,-118,125,-914,-369,11730,65401,54687,61028,0.03582763671875,-0.01214599609375,-0.0072021484375,0.00762939453125,-0.0557861328125,-0.02252197265625,0.7159423828125,-0.00823974609375,-0.66217041015625,-0.275146484375,-90.22941936962557,-72.30462061591119,66.98950371233299,1.003192067146,0.048896953464,-0.015945760533,0.004009199329,0.3683979756366794,-1.8558710276219297,5.575019170238759
588,-196,-136,138,-916,-389,11660,65409,54620,61013,0.035888671875,-0.011962890625,-0.00830078125,0.0084228515625,-0.055908203125,-0.02374267578125,0.711669921875,-0.00775146484375,-0.666259765625,-0.27606201171875,-92.03251943358285,-72.28725740308614,68.75551278443227,1.003188967705,0.048844378442,-0.016244644299,0.003981173504,0.36364616088344814,-1.890061389499547,5.569013810918751
598,-170,-177,151,-911,-412,11589,65420,54554,60998,0.0364990234375,-0.0103759765625,-0.01080322265625,0.00921630859375,-0.05560302734375,-0.025146484375,0.70733642578125,-0.007080078125,-0.6702880859375,-0.2769775390625,-93.83470965588366,-72.20581312580616,70.53320708841653,1.0031863451,0.048804245889,-0.016546076164,0.003951066174,0.35862248273317304,-1.924540533000265,5.564430112611512
611,-147,-214,159,-899,-425,11518,65433,54488,60982,0.03729248046875,-0.00897216796875,-0.0130615234375,0.00970458984375,-0.05487060546875,-0.02593994140625,0.7030029296875,-0.00628662109375,-0.67431640625,-0.2779541015625,-95.632800787128,-72.09873216587297,72.3116641887593,1.003184199333,0.048775117844,-0.016848662868,0.00391979143,0.35344041539326027,-1.9591526430182957,5.561103075021095
625,-128,-249,166,-878,-430,11448,65446,54423,60967,0.03814697265625,-0.0078125,-0.01519775390625,0.0101318359375,-0.0535888671875,-0.0262451171875,0.69873046875,-0.0054931640625,-0.67828369140625,-0.27886962890625,-97.39056662091734,-71.97817118505834,74.05466008044533,1.003182530403,0.048755310476,-0.017150871456,0.003888108768,0.34819724157716186,-1.9937248482386405,5.5588398360401
647,-109,-284,174,-842,-435,11380,65461,54361,60952,0.03948974609375,-0.00665283203125,-0.017333984375,0.0106201171875,-0.0513916015625,-0.02655029296875,0.694580078125,-0.00457763671875,-0.68206787109375,-0.27978515625,-99.06783339835293,-71.816694962919,75.7258893988544,1.003181219101,0.048744998872,-0.017450988293,0.003856065217,0.34290652571630775,-2.028060095174645,5.557661417437986
662,-95,-294,177,-817,-438,11313,65478,54300,60937,0.0404052734375,-0.00579833984375,-0.0179443359375,0.01080322265625,-0.04986572265625,-0.0267333984375,0.69049072265625,-0.0035400390625,-0.685791015625,-0.28070068359375,-100.69766884133242,-71.63198097877523,77.35943212285723,1.003180265427,0.04874054715,-0.017749404535,0.003823807696,0.33758934427336457,-2.0622025375241506,5.55715298844877
676,-75,-288,184,-791,-438,11247,65496,54242,60923,0.041259765625,-0.00457763671875,-0.017578125,0.01123046875,-0.04827880859375,-0.0267333984375,0.68646240234375,-0.00244140625,-0.6893310546875,-0.28155517578125,-102.25224376081914,-71.40109125845619,78.92545439126485,1.003179788589,0.048743523657,-0.018045984209,0.00379159674,0.3322722688993233,-2.0961388910360528,5.557492175604028
690,-47,-272,189,-778,-433,11182,65514,54184,60909,0.0421142578125,-0.00286865234375,-0.0166015625,0.01153564453125,-0.0474853515625,-0.02642822265625,0.6824951171875,-0.0013427734375,-0.69287109375,-0.28240966796875,-103.77135710007501,-71.17715679510447,80.45703003582791,1.003179788589,0.048755779862,-0.018341802061,0.003759784391,0.326984842004488,-2.1299955212440973,5.5588890418180075
701,-8,-258,195,-781,-412,11117,65531,54127,60898,0.04278564453125,-0.00048828125,-0.0157470703125,0.01190185546875,-0.04766845703125,-0.025146484375,0.67852783203125,-0.00030517578125,-0.69635009765625,-0.2830810546875,-105.25291200528535,-70.93675439479061,81.95980875213888,1.003180384636,0.048780657351,-0.018637992442,0.003729688004,0.3218628483824925,-2.1639119294313685,5.561720761156523
704,15,-264,202,-788,-392,11052,11,54069,60888,0.04296875,0.00091552734375,-0.01611328125,0.0123291015625,-0.048095703125,-0.02392578125,0.674560546875,0.00067138671875,-0.69989013671875,-0.28369140625,-106.72561103194624,-70.70947806022735,83.45475354524532,1.00318133831,0.048813588917,-0.018934594467,0.003701264272,0.31690990586219187,-2.1978898774324804,5.565467949879411
700,28,-278,210,-794,-364,10987,26,54011,60881,0.042724609375,0.001708984375,-0.0169677734375,0.0128173828125,-0.0484619140625,-0.022216796875,0.67059326171875,0.0015869140625,-0.70343017578125,-0.28411865234375,-108.1758054591136,-70.48075708719303,84.93697668834461,1.003182411194,0.048851821572,-0.019231550395,0.00367530412,0.31222184827623806,-2.231925460530303,5.569816206446796
698,27,-296,218,-794,-335,10923,40,53953,60877,0.0426025390625,0.00164794921875,-0.01806640625,0.0133056640625,-0.0484619140625,-0.02044677734375,0.66668701171875,0.00244140625,-0.70697021484375,-0.28436279296875,-109.59320152499033,-70.26547175301427,86.39719969526111,1.003183484077,0.048891011626,-0.019528610632,0.003652021522,0.30783371611455573,-2.265989090837535,5.574270349214532
696,16,-321,223,-788,-312,10860,52,53895,60875,0.04248046875,0.0009765625,-0.01959228515625,0.01361083984375,-0.048095703125,-0.01904296875,0.662841796875,0.003173828125,-0.71051025390625,-0.28448486328125,-110.98515831654987,-70.06936109213389,87.83301405285985,1.003184437752,0.048927925527,-0.019825423136,0.003630955471,0.30370221692040617,-2.300036104168302,5.578463267556748
695,7,-352,228,-765,-289,10798,64,53838,60875,0.04241943359375,0.00042724609375,-0.021484375,0.013916015625,-0.04669189453125,-0.01763916015625,0.6590576171875,0.00390625,-0.7139892578125,-0.28448486328125,-112.3335384316407,-69.86723593234886,89.2350573034845,1.003185272217,0.048963345587,-0.020120346919,0.003612164175,0.29984151819444604,-2.3338783957329476,5.5824840894217616
