a_x_int,a_y_int,a_z_int,w_x_int,w_y_int,w_z_int,q_w_int,q_x_int,q_y_int,q_z_int,a_x,a_y,a_z,w_x,w_y,w_z,q_w,q_x,q_y,q_z,psi,theta,phi,q_w_ref,q_x_ref,q_y_ref,q_z_ref,psi_ref,theta_ref,phi_ref,psi_err,theta_err,phi_err
-299,35,250,-36,0,72,16282,64377,768,64605,-4.671875,0.546875,3.90625,-0.140625,0.0,0.28125,0.9937744140625,-0.07073974609375,0.046875,-0.05682373046875,-6.906386000954628,4.883325533318879,-8.438662732434791,0.993701398373,-0.070267990232,0.046898078173,-0.05690337345,-6.914166745309735,4.888008806814664,-8.385806998352269,0.007780744355106783,0.004683273495785123,0.05285573408252198
-301,11,265,-59,23,64,16282,64373,774,64612,-4.703125,0.171875,4.140625,-0.23046875,0.08984375,0.25,0.9937744140625,-0.07098388671875,0.0472412109375,-0.056396484375,-6.8617571466849405,4.927074750773237,-8.467385094081163,0.993698298931,-0.070533566177,0.047297738492,-0.056506320834,-6.873381030589856,4.9351518269379,-8.41738944128588,0.011623883904915644,0.008077076164663133,0.04999565279528184
-300,11,275,-61,36,51,16282,64368,782,64617,-4.6875,0.171875,4.296875,-0.23828125,0.140625,0.19921875,0.9937744140625,-0.0712890625,0.0477294921875,-0.05609130859375,-6.832472194522081,4.983410681835648,-8.504487739358712,0.993686139584,-0.070808529854,0.047767978162,-0.056189548224,-6.842537494506172,4.989625262220954,-8.450963495242918,0.010065299984090892,0.006214580385305979,0.05352424411579371
-316,13,285,-64,49,36,16282,64363,791,64621,-4.9375,0.203125,4.453125,-0.25,0.19140625,0.140625,0.9937744140625,-0.07159423828125,0.04827880859375,-0.05584716796875,-6.810751002467479,5.046247767912332,-8.542278682405103,0.993663847446,-0.071100234985,0.048308491707,-0.055964455009,-6.82298967105131,5.05124116684471,-8.487439467099234,0.012238668583830936,0.004993398932377602,0.05483921530586855
-300,19,275,-51,54,26,16282,64359,800,64624,-4.6875,0.296875,4.296875,-0.19921875,0.2109375,0.1015625,0.9937744140625,-0.07183837890625,0.048828125,-0.0556640625,-6.7957773651708555,5.108994078608992,-8.573340145498934,0.993641614914,-0.071311630309,0.048868127167,-0.055802945048,-6.8105586325637,5.115054928130011,-8.51513104102738,0.01478126739284491,0.006060849521018596,0.05820910447155292
-341,24,284,-41,61,13,16282,64356,810,64625,-5.328125,0.375,4.4375,-0.16015625,0.23828125,0.05078125,0.9937744140625,-0.072021484375,0.0494384765625,-0.05560302734375,-6.795072761761784,5.178113890831299,-8.59840675838681,0.99361717701,-0.071467675269,0.04946019128,-0.055722784251,-6.80751762941424,5.182260393552364,-8.537106106266943,0.012444867652456004,0.004146502721065204,0.06130065211986668
-415,30,298,-105,69,-23,16281,64347,821,64623,-6.484375,0.46875,4.65625,-0.41015625,0.26953125,-0.08984375,0.99371337890625,-0.07257080078125,0.05010986328125,-0.05572509765625,-6.818087255866825,5.250001986816844,-8.667258402285544,0.993551850319,-0.07200794667,0.050105631351,-0.055836994201,-6.829358302583768,5.251268822978186,-8.60475532194572,0.011271046716943012,0.001266836161341267,0.06250308033982321
-328,65,316,-177,72,-59,16279,64332,832,64618,-5.125,1.015625,4.9375,-0.69140625,0.28125,-0.23046875,0.99359130859375,-0.073486328125,0.05078125,-0.0560302734375,-6.864357100975923,5.31761446686932,-8.779507263677836,0.99344009161,-0.072940550745,0.050764270127,-0.056139487773,-6.875188545493334,5.317391938173711,-8.718787324585971,0.010831444517410915,0.00022252869560901445,0.06071993909186446
-250,76,337,-225,49,-77,16277,64312,840,64612,-3.90625,1.1875,5.265625,-0.87890625,0.19140625,-0.30078125,0.99346923828125,-0.07470703125,0.05126953125,-0.056396484375,-6.9175384360550005,5.361710276951719,-8.925714423633078,0.993304431438,-0.074132211506,0.051278781146,-0.05652154237,-6.930373897075531,5.364459374364421,-8.862094459586116,0.012835461020530126,0.0027490974127024614,0.06361996404696235
-252,80,341,-261,13,-90,16274,64289,845,64605,-3.9375,1.25,5.328125,-1.01953125,0.05078125,-0.3515625,0.9932861328125,-0.07611083984375,0.05157470703125,-0.05682373046875,-6.977435721660526,5.382663847154712,-9.092443649079891,0.99315738678,-0.075546145439,0.051587894559,-0.056952092797,-6.99047602755927,5.385984236832614,-9.029725773376907,0.013040305898743831,0.003320389677901936,0.06271787570298493
-262,81,328,-289,-23,-100,16271,64263,847,64597,-4.09375,1.265625,5.125,-1.12890625,-0.08984375,-0.390625,0.99310302734375,-0.07769775390625,0.05169677734375,-0.05731201171875,-7.043511597844897,5.380784517998123,-9.27909547806489,0.993003308773,-0.077141955495,0.051694985479,-0.057415705174,-7.053430720938471,5.382732032486886,-9.216919644157851,0.009919123093574456,0.001947514488763069,0.06217583390703929
-211,62,323,-323,-46,-102,16268,64234,846,64590,-3.296875,0.96875,5.046875,-1.26171875,-0.1796875,-0.3984375,0.992919921875,-0.0794677734375,0.0516357421875,-0.0577392578125,-7.101678756907529,5.35713625234263,-9.485032295763505,0.992836356163,-0.078935869038,0.051673166454,-0.05786941573,-7.115029279166203,5.363268371932603,-9.425884689349393,0.013350522258673614,0.006132119589972618,0.05914760641411121
-283,51,319,-353,-90,-128,16265,64201,842,64581,-4.421875,0.796875,4.984375,-1.37890625,-0.3515625,-0.5,0.99273681640625,-0.08148193359375,0.0513916015625,-0.05828857421875,-7.173038617842695,5.309618238678701,-9.718057180261297,0.992659449577,-0.080960765481,0.051413472742,-0.058444418013,-7.18922374691621,5.313703269690575,-9.660108120130966,0.01618512907351466,0.004085031011873852,0.05794906013033163
-279,44,308,-376,-95,-133,16262,64165,837,64571,-4.359375,0.6875,4.8125,-1.46875,-0.37109375,-0.51953125,0.9925537109375,-0.08367919921875,0.05108642578125,-0.05889892578125,-7.25139697279264,5.2530606631501335,-9.971756804861725,0.992466807365,-0.083126813173,0.051131997257,-0.059038218111,-7.265909377041861,5.260165955593946,-9.910469315918222,0.014512404249220623,0.0071052924438124165,0.061287488943502666
-333,40,315,-366,-108,-156,16259,64130,831,64559,-5.203125,0.625,4.921875,-1.4296875,-0.421875,-0.609375,0.99237060546875,-0.0858154296875,0.05072021484375,-0.05963134765625,-7.342524937040823,5.1884556788978236,-10.21844401447723,0.99227052927,-0.085259132087,0.050765529275,-0.059761550277,-7.356144209098247,5.195585035204158,-10.156839186660338,0.01361927205742397,0.0071293563063346,0.06160482781689147
-366,61,314,-384,-102,-174,16255,64093,825,64545,-5.71875,0.953125,4.90625,-1.5,-0.3984375,-0.6796875,0.99212646484375,-0.08807373046875,0.05035400390625,-0.06048583984375,-7.44833191123584,5.121074418097255,-10.480140957787519,0.992050588131,-0.087492309511,0.050428245217,-0.060585834086,-7.458576582984552,5.132148090689599,-10.415538867306077,0.010244671748711909,0.011073672592344153,0.06460209048144172
-357,92,330,-397,-95,-182,16251,64055,820,64531,-5.578125,1.4375,5.15625,-1.55078125,-0.37109375,-0.7109375,0.99188232421875,-0.09039306640625,0.050048828125,-0.06134033203125,-7.55476142625048,5.059810592604819,-10.74915264143224,0.991810500622,-0.089779675007,0.05012178421,-0.061454799026,-7.566550309800353,5.070867483046508,-10.680948941632565,0.011788883549872509,0.011056890441689227,0.06820369979967467
-330,124,338,-412,-90,-172,16247,64017,815,64518,-5.15625,1.9375,5.28125,-1.609375,-0.3515625,-0.671875,0.99163818359375,-0.09271240234375,0.04974365234375,-0.0621337890625,-7.653919118427384,4.998764682278664,-11.01776155044041,0.991555154324,-0.092125453055,0.049839857966,-0.0622625947,-7.667889794160323,5.012092787744144,-10.952996728611472,0.01397067573293942,0.013328105465479467,0.06476482182893761
-307,145,345,-425,-84,-151,16243,63978,811,64507,-4.796875,2.265625,5.390625,-1.66015625,-0.328125,-0.58984375,0.99139404296875,-0.0950927734375,0.04949951171875,-0.06280517578125,-7.739805594868689,4.945171431968261,-11.293195047225574,0.991289556026,-0.094521224499,0.049595251679,-0.062946848571,-7.755557918218984,4.9580812677363895,-11.230532079705483,0.015752323350294972,0.012909835768128097,0.06266296752009026
-292,150,346,-451,-82,-118,16238,63936,807,64499,-4.5625,2.34375,5.40625,-1.76171875,-0.3203125,-0.4609375,0.9910888671875,-0.09765625,0.04925537109375,-0.06329345703125,-7.805781914461734,4.891602655802565,-11.589390081784474,0.991013109684,-0.097049981356,0.049383234233,-0.063431978226,-7.821250856135132,4.908614291170558,-11.522724334657337,0.015468941673397296,0.017011635367992994,0.06666574712713746
-288,140,346,-468,-77,-97,16233,63893,804,64493,-4.5,2.1875,5.40625,-1.828125,-0.30078125,-0.37890625,0.99078369140625,-0.10028076171875,0.049072265625,-0.06365966796875,-7.858544428888764,4.845681957524107,-11.89250179545229,0.990726113319,-0.099670730531,0.049219854176,-0.063791766763,-7.87343516947122,4.8651248463809615,-11.825367676753437,0.014890740582456097,0.019442888856854523,0.06713411869885277
-298,129,348,-489,-67,-90,16228,63848,802,64488,-4.65625,2.015625,5.4375,-1.91015625,-0.26171875,-0.3515625,0.990478515625,-0.10302734375,0.0489501953125,-0.06396484375,-7.90534853654518,4.806332472354778,-12.209758480354546,0.990419566631,-0.10241343081,0.049131847918,-0.064109161496,-7.922139143651351,4.829506329384442,-12.142575985962065,0.016790607106170974,0.023173857029664013,0.06718249439248147
-307,122,351,-499,-46,-92,16223,63802,803,64482,-4.796875,1.90625,5.484375,-1.94921875,-0.1796875,-0.359375,0.99017333984375,-0.1058349609375,0.04901123046875,-0.0643310546875,-7.961480097399907,4.7864557447040665,-12.535711745243555,0.990092337132,-0.105210512877,0.049171507359,-0.064446285367,-7.974913503795408,4.807472894522074,-12.467365540523776,0.01343340639550128,0.021017149818007397,0.06834620471977892
-306,107,355,-504,-33,-95,16217,63755,805,64476,-4.78125,1.671875,5.546875,-1.96875,-0.12890625,-0.37109375,0.98980712890625,-0.10870361328125,0.04913330078125,-0.064697265625,-8.019052487898184,4.77248724755065,-12.869901803390853,0.989749073982,-0.108036503196,0.049289915711,-0.064805693924,-8.031383069641903,4.793600129711614,-12.796392163513142,0.012330581743718483,0.021112882160964297,0.07350963987771131
-285,100,349,-486,-28,-90,16211,63710,807,64470,-4.453125,1.5625,5.453125,-1.8984375,-0.109375,-0.3515625,0.98944091796875,-0.1114501953125,0.04925537109375,-0.0650634765625,-8.076079139331247,4.759180427985565,-13.190179337313998,0.989408314228,-0.110750325024,0.0494302921,-0.065142929554,-8.085088030193491,4.783121227139084,-13.112691646922903,0.009008890862244101,0.023940799153518988,0.07748769039109504
-262,90,351,-448,-23,-72,16206,63669,810,64466,-4.09375,1.40625,5.484375,-1.75,-0.08984375,-0.28125,0.9891357421875,-0.11395263671875,0.0494384765625,-0.0653076171875,-8.118525533462918,4.756357088455176,-13.481876109535897,0.989088892937,-0.113231576979,0.049592755735,-0.065388664603,-8.12754561424801,4.777997305355465,-13.402041070131274,0.009020080785091977,0.02164021690028939,0.07983503940462278
-276,101,343,-397,-31,-49,16201,63633,812,64464,-4.3125,1.578125,5.359375,-1.55078125,-0.12109375,-0.19140625,0.98883056640625,-0.11614990234375,0.049560546875,-0.0654296875,-8.14505377086253,4.750371184298851,-13.737833583845827,0.988807320595,-0.115412846208,0.049704063684,-0.065509237349,-8.153546104954566,4.771046382455792,-13.655784187466802,0.008492334092036202,0.02067519815694041,0.0820493963790252
-324,109,326,-346,-36,-10,16197,63602,813,64465,-5.0625,1.703125,5.09375,-1.3515625,-0.140625,-0.0390625,0.98858642578125,-0.1180419921875,0.04962158203125,-0.06536865234375,-8.148174959972927,4.742511283577272,-13.95698128576165,0.988572716713,-0.117301158607,0.0498027578,-0.065413743258,-8.153229259249217,4.767988254027664,-13.874587733219874,0.005054299276290308,0.025476970450391434,0.0823935525417756
-350,86,322,-310,-31,10,16194,63574,815,64468,-5.46875,1.34375,5.03125,-1.2109375,-0.12109375,0.0390625,0.9884033203125,-0.1197509765625,0.04974365234375,-0.065185546875,-8.137048824497235,4.745015870269089,-14.154490878508534,0.988367438316,-0.118989899755,0.049941517413,-0.065215013921,-8.140724280902178,4.772599572899589,-14.070218833934552,0.003675456404943489,0.027583702630499474,0.08427204457398219
-360,56,325,-276,-20,23,16191,63549,818,64472,-5.625,0.875,5.078125,-1.078125,-0.078125,0.08984375,0.98822021484375,-0.12127685546875,0.0499267578125,-0.06494140625,-8.119201190293493,4.7567426143356935,-14.331463670926397,0.988186657429,-0.120489500463,0.050148658454,-0.064957618713,-8.121632807335116,4.787419962678909,-14.244344872755178,0.002431617041622758,0.03067734834321545,0.08711879817121826
-353,34,324,-251,-13,33,16188,63527,822,64477,-5.515625,0.53125,5.0625,-0.98046875,-0.05078125,0.12890625,0.988037109375,-0.12261962890625,0.0501708984375,-0.06463623046875,-8.094667756022766,4.777704838606051,-14.487907392153918,0.988024175167,-0.12184843421,0.05039831996,-0.06465382129,-8.09724391385593,4.80895470322436,-14.402388927543088,0.0025761578331646717,0.031249864618308365,0.08551846461083024
-340,18,320,-233,0,38,16185,63506,827,64482,-5.3125,0.28125,5.0,-0.91015625,0.0,0.1484375,0.98785400390625,-0.1239013671875,0.05047607421875,-0.0643310546875,-8.070874641386382,4.806136696680006,-14.637938841004598,0.987871468067,-0.123103380203,0.050722666085,-0.064334988594,-8.071835608041361,4.840099704016147,-14.549041461000076,0.000960966654979245,0.03396300733614144,0.08889738000452141
-334,6,323,-233,8,38,16182,63485,833,64487,-5.21875,0.09375,5.046875,-0.91015625,0.03125,0.1484375,0.9876708984375,-0.12518310546875,0.05084228515625,-0.06402587890625,-8.048076866798212,4.84157943859331,-14.78849926897516,0.987715303898,-0.124360300601,0.051095139235,-0.064021289349,-8.047850544442335,4.876685496338816,-14.696398574069553,0.000226322355876718,0.035106057745506014,0.09210069490560713
-329,-8,327,-246,10,38,16179,63463,839,64492,-5.140625,-0.125,5.109375,-0.9609375,0.0390625,0.1484375,0.98748779296875,-0.12652587890625,0.05120849609375,-0.063720703125,-8.025603719134018,4.87665129673618,-14.946001381859507,0.987548232079,-0.125698342919,0.051486294717,-0.063704557717,-8.024304100331335,4.914857449318512,-14.853290529618278,0.0012996188026832556,0.0382061525823314,0.09271085224122899
-313,-23,339,-261,13,33,16176,63440,846,64497,-4.890625,-0.359375,5.296875,-1.01953125,0.05078125,0.12890625,0.9873046875,-0.1279296875,0.0516357421875,-0.06341552734375,-8.004402117580794,4.91828945794281,-15.110967517602523,0.987366080284,-0.12712790072,0.051898002625,-0.063413783908,-8.004614442871542,4.954311363837387,-15.021092260805311,0.00021232529074843853,0.03602190589457699,0.08987525679721209
-247,-41,406,-282,-105,41,16173,63414,842,64504,-3.859375,-0.640625,6.34375,-1.1015625,-0.41015625,0.16015625,0.98712158203125,-0.1295166015625,0.0513916015625,-0.06298828125,-7.959668997788305,4.884274533063581,-15.290515676797868,0.987203478813,-0.128703385592,0.051634714007,-0.062981404364,-7.958862277976577,4.918354742293754,-15.198835436729697,0.000806719811728307,0.034080209230173075,0.09168024006817177
-264,-42,385,-310,-192,26,16170,63385,829,64511,-4.125,-0.65625,6.015625,-1.2109375,-0.75,0.1015625,0.9869384765625,-0.13128662109375,0.05059814453125,-0.06256103515625,-7.906842056602227,4.7867650356775995,-15.486221937162476,0.987038552761,-0.130486741662,0.050870522857,-0.062561005354,-7.907303483921193,4.8240186929931195,-15.396044136500622,0.0004614273189655904,0.037253657315519995,0.09017780066185388
-294,-28,369,-340,-238,8,16167,63353,812,64517,-4.59375,-0.4375,5.765625,-1.328125,-0.9296875,0.03125,0.98675537109375,-0.13323974609375,0.049560546875,-0.06219482421875,-7.85737444379974,4.659535624470134,-15.70095772733961,0.986852705479,-0.132463470101,0.049836575985,-0.062199607491,-7.858718764131015,4.696887510702706,-15.613549943641432,0.0013443203312748508,0.03735188623257191,0.08740778369817725
-333,-47,359,-340,-269,-28,16164,63320,792,64520,-5.203125,-0.734375,5.609375,-1.328125,-1.05078125,-0.109375,0.986572265625,-0.13525390625,0.04833984375,-0.06201171875,-7.825475946473801,4.508491575561317,-15.921782936911208,0.986659646034,-0.134482607245,0.048601411283,-0.062021646649,-7.82745975396385,4.543987754183809,-15.83500007072059,0.0019838074900491165,0.0354961786224921,0.08678286619061915
-326,-82,331,-333,-266,-102,16160,63287,771,64516,-5.09375,-1.28125,5.171875,-1.30078125,-1.0390625,-0.3984375,0.986328125,-0.13726806640625,0.04705810546875,-0.062255859375,-7.84101128489004,4.343626225175096,-16.144504846346667,0.986441910267,-0.136510163546,0.047327525914,-0.062275689095,-7.844264355919786,4.379896263376507,-16.058927253187015,0.003253071029745591,0.03627003820141095,0.08557759315965185
-305,-90,319,-328,-269,-169,16156,63254,749,64506,-4.765625,-1.40625,4.984375,-1.28125,-1.05078125,-0.66015625,0.986083984375,-0.1392822265625,0.04571533203125,-0.0628662109375,-7.89643939709485,4.165980232288085,-16.36773086723884,0.986199140549,-0.138535067439,0.045981116593,-0.062915049493,-7.903149190987565,4.201321177601997,-16.283431508093056,0.006709793892714977,0.035340945313912187,0.08429935914578479
-310,-52,271,-371,-264,-220,16151,63217,727,64491,-4.84375,-0.8125,4.234375,-1.44921875,-1.03125,-0.859375,0.98577880859375,-0.14154052734375,0.04437255859375,-0.06378173828125,-7.986967298026008,3.981114236881669,-16.620296100960147,0.985891163349,-0.14079990983,0.044635288417,-0.063839495182,-7.994893210428386,4.0159333194125955,-16.53681213233269,0.007925912402377833,0.03481908253092625,0.08348396862745489
-259,21,289,-394,-223,-243,16145,63179,708,64473,-4.046875,0.328125,4.515625,-1.5390625,-0.87109375,-0.94921875,0.98541259765625,-0.14385986328125,0.043212890625,-0.06488037109375,-8.101215316881405,3.812850603554728,-16.882507096163742,0.985526502132,-0.143117815256,0.043491952121,-0.064922727644,-8.107858380996223,3.849834839372394,-16.79896501679158,0.006643064114818742,0.036984235817665745,0.08354207937216174
-202,84,291,-428,-287,-189,16139,63139,683,64461,-3.15625,1.3125,4.546875,-1.671875,-1.12109375,-0.73828125,0.98504638671875,-0.14630126953125,0.04168701171875,-0.06561279296875,-8.167122627291674,3.6079392020873744,-17.154123213225798,0.985151350498,-0.145582228899,0.041991051286,-0.065633885562,-8.172157510516534,3.6478980791408735,-17.073524168543162,0.005034883224860565,0.0399588770534991,0.08059904468263568
-189,151,212,-443,-310,-156,16133,63098,656,64453,-2.953125,2.359375,3.3125,-1.73046875,-1.2109375,-0.609375,0.98468017578125,-0.1488037109375,0.0400390625,-0.06610107421875,-8.202382041680167,3.392699058610404,-17.43079006250127,0.984766483307,-0.148113906384,0.040367506444,-0.066132582724,-8.209497158535713,3.4349237688320913,-17.354074675938307,0.007115116855546333,0.04222471022168728,0.07671538656296306
-243,212,122,-415,-287,-118,16127,63059,632,64448,-3.796875,3.3125,1.90625,-1.62109375,-1.12109375,-0.4609375,0.98431396484375,-0.15118408203125,0.03857421875,-0.06640625,-8.218909571503211,3.202160184713476,-17.694696727483528,0.984403789043,-0.150474593043,0.03891114518,-0.066436223686,-8.226158494209836,3.2455147008835135,-17.61576597534273,0.007248922706624583,0.04335451617003727,0.07893075214079914
-310,260,4,-328,-248,-87,16122,63029,612,64445,-4.84375,4.0625,0.0625,-1.28125,-0.96875,-0.33984375,0.9840087890625,-0.15301513671875,0.037353515625,-0.06658935546875,-8.223688987771926,3.0457892105301214,-17.897169686001718,0.98411154747,-0.152327045798,0.037691093981,-0.066612333059,-8.230269476344994,3.089209727643111,-17.820419239473107,0.006580488573067811,0.043420517112989554,0.07675044652861018
-349,294,-152,-148,-95,-38,16119,63016,606,64444,-5.453125,4.59375,-2.375,-0.578125,-0.37109375,-0.1484375,0.98382568359375,-0.15380859375,0.0369873046875,-0.066650390625,-8.226903780924692,2.996520745867749,-17.987193306261464,0.98395717144,-0.153086438775,0.037340283394,-0.066679909825,-8.234263161124057,3.0419382394467376,-17.906210397338494,0.007359380199364551,0.04541749357898839,0.08098290892296944
-344,290,-159,-87,64,5,16117,63010,616,64444,-5.375,4.53125,-2.484375,-0.33984375,0.25,0.01953125,0.98370361328125,-0.1541748046875,0.03759765625,-0.066650390625,-8.239659813652153,3.0620993869740825,-18.03609658698882,0.983838200569,-0.153423517942,0.037921629846,-0.066655188799,-8.243591581521116,3.1049195239367386,-17.95146972309726,0.0039317678689627655,0.042820136962656186,0.08462686389155749
-319,280,-99,-20,205,61,16116,63012,639,64447,-4.984375,4.375,-1.546875,-0.078125,0.80078125,0.23828125,0.983642578125,-0.154052734375,0.03900146484375,-0.06646728515625,-8.244777810128332,3.2244787671795763,-18.035203398972733,0.983769774437,-0.153297156096,0.039331991225,-0.066449858248,-8.246248638602024,3.268439654130434,-17.950235909435154,0.0014708284736926203,0.04396088695085787,0.08496748953757916
-285,276,-3,36,310,128,16116,63021,672,64455,-4.453125,4.3125,-0.046875,0.140625,1.2109375,0.5,0.983642578125,-0.15350341796875,0.041015625,-0.06597900390625,-8.22503114696097,3.464691337941732,-17.989528713654096,0.983751773834,-0.152773544192,0.041368357837,-0.065967060626,-8.227540715063846,3.5107807741739125,-17.907982816622155,0.0025095681028766137,0.046089436232180425,0.08154589703194048
-246,265,119,38,404,230,16116,63031,715,64471,-3.84375,4.140625,1.859375,0.1484375,1.578125,0.8984375,0.983642578125,-0.15289306640625,0.04364013671875,-0.06500244140625,-8.160733989599438,3.7828796556166595,-17.940959805320027,0.983748078346,-0.152157962322,0.044013358653,-0.064983047545,-8.162541092352841,3.831401082814158,-17.859009095001674,0.0018071027534034556,0.0485214271974983,0.08195071031835255
-236,243,198,-5,451,302,16115,63038,764,64493,-3.6875,3.796875,3.09375,-0.01953125,1.76171875,1.1796875,0.98358154296875,-0.1524658203125,0.046630859375,-0.06365966796875,-8.062345403052635,4.147174213420303,-17.915984356674077,0.983714878559,-0.151747837663,0.047002404928,-0.063614502549,-8.060737305542133,4.195921433758927,-17.835318927149796,0.001608097510501949,0.04874722033862344,0.0806654295242808
-257,201,258,-51,476,358,16114,63041,817,64520,-4.015625,3.140625,4.03125,-0.19921875,1.859375,1.3984375,0.9835205078125,-0.15228271484375,0.04986572265625,-0.06201171875,-7.9343828889420775,4.542657690795593,-17.919131938142645,0.983648002148,-0.151585176587,0.050214856863,-0.061929736286,-7.928035279043909,4.58926855808081,-17.84049003027902,0.006347609898168294,0.04661086728521635,0.07864190786362357
-292,143,299,-90,492,399,16113,63040,872,64552,-4.5625,2.234375,4.671875,-0.3515625,1.921875,1.55859375,0.98345947265625,-0.15234375,0.05322265625,-0.06005859375,-7.774889863619758,4.9557040265381085,-17.94898039862587,0.983549654484,-0.151648357511,0.053594004363,-0.060007169843,-7.772460193630923,5.003969023061112,-17.871451463017557,0.0024296699888344264,0.04826499652300331,0.07752893560831353
-337,50,329,-120,492,435,16111,63036,929,64587,-5.265625,0.78125,5.140625,-0.46875,1.921875,1.69921875,0.98333740234375,-0.152587890625,0.05670166015625,-0.05792236328125,-7.598250812818182,5.384398683651125,-17.99984163001616,0.983432471752,-0.151916638017,0.057050649077,-0.057863332331,-7.594331957637315,5.430031103884265,-17.92463208715595,0.003918855180867098,0.04563242023314018,0.07520954286021109
-356,-19,348,-136,494,445,16109,63029,987,64623,-5.5625,-0.296875,5.4375,-0.53125,1.9296875,1.73828125,0.98321533203125,-0.15301513671875,0.06024169921875,-0.05572509765625,-7.416904580739342,5.8202296695089535,-18.070413140296058,0.983295381069,-0.152308613062,0.060550011694,-0.05565636605,-7.410830279069698,5.8614472689881625,-17.99098135144266,0.0060743016696438445,0.041217599479209,0.07943178885339819
-365,-85,374,-151,484,445,16106,63021,1044,64659,-5.703125,-1.328125,5.84375,-0.58984375,1.890625,1.73828125,0.9830322265625,-0.15350341796875,0.063720703125,-0.05352783203125,-7.235643959470246,6.24877369592161,-18.14720832171396,0.983138978481,-0.152824953198,0.064005471766,-0.053434651345,-7.225999443576182,6.287660951542418,-18.07003479441686,0.00964451589406412,0.03888725562080797,0.07717352729710214
-369,-140,404,-192,479,430,16103,63008,1100,64694,-5.765625,-2.1875,6.3125,-0.75,1.87109375,1.6796875,0.98284912109375,-0.154296875,0.067138671875,-0.0513916015625,-7.0622900512845135,6.667954684364364,-18.257217065950442,0.982932329178,-0.153612852097,0.067433670163,-0.051279854029,-7.050630229426614,6.708090629061843,-18.179708747970793,0.011659821857899821,0.04013594469747872,0.07750831797964963
-358,-207,467,-276,448,397,16098,62986,1153,64727,-5.59375,-3.234375,7.296875,-1.078125,1.75,1.55078125,0.9825439453125,-0.1556396484375,0.07037353515625,-0.04937744140625,-6.904280829768741,7.060654595842514,-18.430029218204417,0.982642173767,-0.154938474298,0.070676311851,-0.049255564809,-6.891173475841745,7.101986703537647,-18.3501726256572,0.013107353926995913,0.041332107695132514,0.07985659254721611
-326,-266,487,-274,379,389,16093,62963,1199,64760,-5.09375,-4.15625,7.609375,-1.0703125,1.48046875,1.51953125,0.98223876953125,-0.15704345703125,0.07318115234375,-0.04736328125,-6.739579144984594,7.40525465465374,-18.605442738368847,0.982371032238,-0.15631775558,0.073502749205,-0.047219306231,-6.723701162638795,7.449454957287983,-18.52203764925268,0.01587798234579907,0.044200302634243016,0.08340508911616595
-330,-282,443,-271,320,371,16089,62940,1239,64793,-5.15625,-4.40625,6.921875,-1.05859375,1.25,1.44921875,0.98199462890625,-0.158447265625,0.07562255859375,-0.04534912109375,-6.568292099070809,7.709529455134704,-18.775948606683123,0.982111990452,-0.157718896866,0.075964845717,-0.04523537308,-6.55618235272564,7.755325336453987,-18.692759046385465,0.012109746345168482,0.04579588131928336,0.083189560297658
-343,-283,422,-376,302,353,16083,62907,1278,64825,-5.359375,-4.421875,6.59375,-1.46875,1.1796875,1.37890625,0.98162841796875,-0.16046142578125,0.0780029296875,-0.04339599609375,-6.4087416562368515,8.002309567790244,-19.017399928117754,0.9817481637,-0.159735307097,0.078333809972,-0.043290864676,-6.397261063495054,8.046572571782288,-18.93428042132519,0.01148059274179758,0.04426300399204486,0.08311950679256341
-324,-305,419,-494,264,325,16075,62862,1313,64856,-5.0625,-4.765625,6.546875,-1.9296875,1.03125,1.26953125,0.98114013671875,-0.1632080078125,0.08013916015625,-0.04150390625,-6.258656549500059,8.262466789243534,-19.342494136487872,0.981274008751,-0.162469595671,0.080477841198,-0.041419662535,-6.249437464076232,8.307327891514227,-19.257810697515126,0.00921908542382699,0.0448611022706924,0.08468343897274622
-321,-323,347,-489,236,300,16067,62817,1345,64885,-5.015625,-5.046875,5.421875,-1.91015625,0.921875,1.171875,0.98065185546875,-0.16595458984375,0.08209228515625,-0.03973388671875,-6.120173069869372,8.500605428147272,-19.66660213977136,0.980798363686,-0.165209338069,0.082423791289,-0.039669856429,-6.11290659316157,8.544330290376157,-19.58089636675085,0.007266476707801672,0.04372486222888483,0.08570577302051063
-331,-312,269,-527,269,271,16058,62768,1380,64911,-5.171875,-4.875,4.203125,-2.05859375,1.05078125,1.05859375,0.9801025390625,-0.1689453125,0.084228515625,-0.03814697265625,-6.00990214140004,8.755349172290794,-20.022090973999106,0.980249047279,-0.168171167374,0.08453951776,-0.038098942488,-6.003752375900414,8.796488848181815,-19.932991823518805,0.006149765499626092,0.041139675891020744,0.08909915048030115
-324,-308,239,-558,333,256,16047,62717,1421,64934,-5.0625,-4.8125,3.734375,-2.1796875,1.30078125,1.0,0.97943115234375,-0.17205810546875,0.08673095703125,-0.0367431640625,-5.93154853345596,9.047317137345578,-20.397911782153763,0.979619503021,-0.171304926276,0.087011635303,-0.036661256105,-5.92066673339543,9.085958831466533,-20.30975592710955,0.0108818000605293,0.03864169412095464,0.08815585504421364
