q_w_int,q_x_int,q_y_int,q_z_int,q_w_fixed,q_x_fixed,q_y_fixed,q_z_fixed
15796,62107,2534,1255,0.964111328125,-0.20928955078125,0.1546630859375,0.07659912109375
15796,62110,2538,1256,0.964111328125,-0.2091064453125,0.1549072265625,0.07666015625
15796,62113,2543,1257,0.964111328125,-0.20892333984375,0.15521240234375,0.07672119140625
15796,62116,2548,1258,0.964111328125,-0.208740234375,0.155517578125,0.0767822265625
15796,62119,2554,1259,0.964111328125,-0.20855712890625,0.1558837890625,0.07684326171875
15796,62122,2560,1260,0.964111328125,-0.2083740234375,0.15625,0.076904296875
15796,62125,2565,1261,0.964111328125,-0.20819091796875,0.15655517578125,0.07696533203125
15796,62128,2569,1262,0.964111328125,-0.2080078125,0.15679931640625,0.0770263671875
15796,62131,2572,1263,0.964111328125,-0.20782470703125,0.156982421875,0.07708740234375
15797,62134,2574,1264,0.96417236328125,-0.2076416015625,0.1571044921875,0.0771484375
15798,62137,2576,1265,0.9642333984375,-0.20745849609375,0.1572265625,0.07720947265625
15799,62140,2577,1265,0.96429443359375,-0.207275390625,0.15728759765625,0.07720947265625
15800,62143,2577,1265,0.96435546875,-0.20709228515625,0.15728759765625,0.07720947265625
15801,62146,2576,1265,0.96441650390625,-0.2069091796875,0.1572265625,0.07720947265625
15802,62149,2575,1265,0.9644775390625,-0.20672607421875,0.15716552734375,0.07720947265625
15803,62152,2574,1265,0.96453857421875,-0.20654296875,0.1571044921875,0.07720947265625
15804,62155,2573,1265,0.964599609375,-0.20635986328125,0.15704345703125,0.07720947265625
15805,62158,2572,1265,0.96466064453125,-0.2061767578125,0.156982421875,0.07720947265625
15806,62161,2571,1265,0.9647216796875,-0.20599365234375,0.15692138671875,0.07720947265625
15807,62164,2571,1265,0.96478271484375,-0.205810546875,0.15692138671875,0.07720947265625
15808,62167,2572,1265,0.96484375,-0.20562744140625,0.156982421875,0.07720947265625
15809,62170,2573,1265,0.96490478515625,-0.2054443359375,0.15704345703125,0.07720947265625
15810,62173,2575,1265,0.9649658203125,-0.20526123046875,0.15716552734375,0.07720947265625
15810,62176,2578,1265,0.9649658203125,-0.205078125,0.1573486328125,0.07720947265625
15810,62179,2581,1266,0.9649658203125,-0.20489501953125,0.15753173828125,0.0772705078125
15810,62182,2584,1267,0.9649658203125,-0.2047119140625,0.15771484375,0.07733154296875
15810,62185,2588,1268,0.9649658203125,-0.20452880859375,0.157958984375,0.077392578125
15810,62188,2592,1269,0.9649658203125,-0.204345703125,0.158203125,0.07745361328125
15810,62191,2595,1270,0.9649658203125,-0.20416259765625,0.15838623046875,0.0775146484375
15810,62194,2598,1271,0.9649658203125,-0.2039794921875,0.1585693359375,0.07757568359375
15810,62197,2601,1272,0.9649658203125,-0.20379638671875,0.15875244140625,0.07763671875
15811,62200,2604,1273,0.96502685546875,-0.20361328125,0.158935546875,0.07769775390625
15812,62203,2606,1273,0.965087890625,-0.20343017578125,0.1590576171875,0.07769775390625
15813,62206,2608,1274,0.96514892578125,-0.2032470703125,0.1591796875,0.0777587890625
15814,62209,2609,1274,0.9652099609375,-0.20306396484375,0.15924072265625,0.0777587890625
15815,62212,2610,1274,0.96527099609375,-0.202880859375,0.1593017578125,0.0777587890625
15816,62215,2610,1274,0.96533203125,-0.20269775390625,0.1593017578125,0.0777587890625
15817,62218,2610,1274,0.96539306640625,-0.2025146484375,0.1593017578125,0.0777587890625
15818,62221,2610,1274,0.9654541015625,-0.20233154296875,0.1593017578125,0.0777587890625
15819,62224,2610,1274,0.96551513671875,-0.2021484375,0.1593017578125,0.0777587890625
15820,62227,2610,1274,0.965576171875,-0.20196533203125,0.1593017578125,0.0777587890625
15821,62230,2611,1274,0.96563720703125,-0.2017822265625,0.15936279296875,0.0777587890625
15822,62233,2612,1274,0.9656982421875,-0.20159912109375,0.159423828125,0.0777587890625
15823,62236,2613,1274,0.96575927734375,-0.201416015625,0.15948486328125,0.0777587890625
15824,62239,2615,1274,0.9658203125,-0.20123291015625,0.15960693359375,0.0777587890625
15825,62242,2617,1274,0.96588134765625,-0.2010498046875,0.15972900390625,0.0777587890625
15826,62245,2619,1274,0.9659423828125,-0.20086669921875,0.15985107421875,0.0777587890625
15827,62248,2622,1274,0.96600341796875,-0.20068359375,0.1600341796875,0.0777587890625
15828,62251,2625,1274,0.966064453125,-0.20050048828125,0.16021728515625,0.0777587890625
15829,62254,2628,1274,0.96612548828125,-0.2003173828125,0.160400390625,0.0777587890625
15830,62257,2631,1274,0.9661865234375,-0.20013427734375,0.16058349609375,0.0777587890625
15831,62260,2634,1274,0.96624755859375,-0.199951171875,0.1607666015625,0.0777587890625
15832,62263,2637,1274,0.96630859375,-0.19976806640625,0.16094970703125,0.0777587890625
15833,62266,2639,1275,0.96636962890625,-0.1995849609375,0.16107177734375,0.07781982421875
15834,62269,2641,1275,0.9664306640625,-0.19940185546875,0.16119384765625,0.07781982421875
15835,62272,2643,1275,0.96649169921875,-0.19921875,0.16131591796875,0.07781982421875
15836,62275,2645,1275,0.966552734375,-0.19903564453125,0.16143798828125,0.07781982421875
15836,62278,2647,1275,0.966552734375,-0.1988525390625,0.16156005859375,0.07781982421875
15836,62281,2649,1275,0.966552734375,-0.19866943359375,0.16168212890625,0.07781982421875
15836,62283,2651,1274,0.966552734375,-0.19854736328125,0.16180419921875,0.0777587890625
15836,62284,2653,1272,0.966552734375,-0.198486328125,0.16192626953125,0.07763671875
15836,62285,2654,1269,0.966552734375,-0.19842529296875,0.1619873046875,0.07745361328125
15836,62285,2657,1267,0.966552734375,-0.19842529296875,0.16217041015625,0.07733154296875
15836,62286,2662,1266,0.966552734375,-0.1983642578125,0.1624755859375,0.0772705078125
15836,62289,2669,1268,0.966552734375,-0.19818115234375,0.16290283203125,0.077392578125
15836,62296,2679,1272,0.966552734375,-0.19775390625,0.16351318359375,0.07763671875
15835,62301,2691,1279,0.96649169921875,-0.19744873046875,0.16424560546875,0.07806396484375
15834,62305,2702,1285,0.9664306640625,-0.19720458984375,0.1649169921875,0.07843017578125
15834,62309,2709,1289,0.9664306640625,-0.19696044921875,0.16534423828125,0.07867431640625
15835,62313,2710,1290,0.96649169921875,-0.19671630859375,0.1654052734375,0.0787353515625
15837,62316,2707,1289,0.96661376953125,-0.196533203125,0.16522216796875,0.07867431640625
15839,62319,2702,1287,0.96673583984375,-0.19635009765625,0.1649169921875,0.07855224609375
15841,62322,2697,1286,0.96685791015625,-0.1961669921875,0.16461181640625,0.0784912109375
15843,62325,2692,1285,0.96697998046875,-0.19598388671875,0.164306640625,0.07843017578125
15845,62329,2688,1285,0.96710205078125,-0.19573974609375,0.1640625,0.07843017578125
15847,62333,2682,1286,0.96722412109375,-0.19549560546875,0.1636962890625,0.0784912109375
15849,62337,2676,1287,0.96734619140625,-0.19525146484375,0.163330078125,0.07855224609375
15851,62340,2669,1287,0.96746826171875,-0.195068359375,0.16290283203125,0.07855224609375
15853,62343,2664,1287,0.96759033203125,-0.19488525390625,0.16259765625,0.07855224609375
15854,62345,2662,1287,0.9676513671875,-0.19476318359375,0.1624755859375,0.07855224609375
15855,62348,2662,1287,0.96771240234375,-0.194580078125,0.1624755859375,0.07855224609375
15856,62351,2664,1288,0.9677734375,-0.19439697265625,0.16259765625,0.07861328125
15857,62355,2667,1289,0.96783447265625,-0.19415283203125,0.16278076171875,0.07867431640625
15858,62359,2670,1290,0.9678955078125,-0.19390869140625,0.1629638671875,0.0787353515625
15858,62363,2674,1291,0.9678955078125,-0.19366455078125,0.1632080078125,0.07879638671875
15858,62367,2678,1292,0.9678955078125,-0.19342041015625,0.1634521484375,0.078857421875
15858,62370,2683,1293,0.9678955078125,-0.1932373046875,0.16375732421875,0.07891845703125
15858,62373,2689,1293,0.9678955078125,-0.19305419921875,0.16412353515625,0.07891845703125
15858,62376,2695,1293,0.9678955078125,-0.19287109375,0.16448974609375,0.07891845703125
15858,62379,2700,1294,0.9678955078125,-0.19268798828125,0.164794921875,0.0789794921875
15858,62382,2704,1295,0.9678955078125,-0.1925048828125,0.1650390625,0.07904052734375
15859,62385,2707,1296,0.96795654296875,-0.19232177734375,0.16522216796875,0.0791015625
15860,62388,2709,1297,0.968017578125,-0.192138671875,0.16534423828125,0.07916259765625
15861,62391,2710,1298,0.96807861328125,-0.19195556640625,0.1654052734375,0.0792236328125
15862,62394,2710,1298,0.9681396484375,-0.1917724609375,0.1654052734375,0.0792236328125
15863,62397,2710,1298,0.96820068359375,-0.19158935546875,0.1654052734375,0.0792236328125
15867,62391,2701,1274,0.96844482421875,-0.19195556640625,0.16485595703125,0.0777587890625
15870,62372,2690,1230,0.9686279296875,-0.193115234375,0.1641845703125,0.0750732421875
15871,62333,2675,1172,0.96868896484375,-0.19549560546875,0.16326904296875,0.071533203125
15866,62281,2655,1129,0.9683837890625,-0.19866943359375,0.16204833984375,0.06890869140625
15862,62231,2629,1096,0.9681396484375,-0.20172119140625,0.16046142578125,0.06689453125
15859,62183,2598,1059,0.96795654296875,-0.20465087890625,0.1585693359375,0.06463623046875
15860,62141,2558,1011,0.968017578125,-0.20721435546875,0.1561279296875,0.06170654296875
15861,62107,2526,960,0.96807861328125,-0.20928955078125,0.1541748046875,0.05859375
15865,62087,2495,910,0.96832275390625,-0.21051025390625,0.15228271484375,0.0555419921875
15871,62079,2461,866,0.96868896484375,-0.21099853515625,0.15020751953125,0.0528564453125
15880,62082,2423,828,0.96923828125,-0.2108154296875,0.14788818359375,0.050537109375
15890,62089,2379,793,0.9698486328125,-0.21038818359375,0.14520263671875,0.04840087890625
15901,62095,2331,758,0.97052001953125,-0.21002197265625,0.14227294921875,0.0462646484375
15909,62092,2284,722,0.97100830078125,-0.210205078125,0.139404296875,0.0440673828125
15916,62086,2240,685,0.971435546875,-0.2105712890625,0.13671875,0.04180908203125
15920,62071,2202,650,0.9716796875,-0.21148681640625,0.1343994140625,0.0396728515625
15918,62038,2174,621,0.9715576171875,-0.2135009765625,0.1326904296875,0.03790283203125
15899,61945,2166,609,0.97039794921875,-0.21917724609375,0.1322021484375,0.03717041015625
15862,61791,2172,616,0.9681396484375,-0.22857666015625,0.132568359375,0.03759765625
15832,61663,2155,646,0.96630859375,-0.23638916015625,0.13153076171875,0.0394287109375
15805,61560,2143,697,0.96466064453125,-0.24267578125,0.13079833984375,0.04254150390625
15787,61509,2145,764,0.96356201171875,-0.24578857421875,0.13092041015625,0.046630859375
15780,61516,2169,836,0.963134765625,-0.245361328125,0.13238525390625,0.051025390625
15787,61594,2217,898,0.96356201171875,-0.2406005859375,0.13531494140625,0.0548095703125
15804,61726,2295,947,0.964599609375,-0.2325439453125,0.14007568359375,0.05780029296875
15824,61885,2393,985,0.9658203125,-0.22283935546875,0.14605712890625,0.06011962890625
15845,62060,2496,1022,0.96710205078125,-0.212158203125,0.15234375,0.0623779296875
15855,62186,2574,1075,0.96771240234375,-0.2044677734375,0.1571044921875,0.06561279296875
15855,62265,2643,1138,0.96771240234375,-0.19964599609375,0.16131591796875,0.0694580078125
15853,62323,2698,1207,0.96759033203125,-0.19610595703125,0.1646728515625,0.07366943359375
15854,62380,2738,1276,0.9676513671875,-0.192626953125,0.1671142578125,0.077880859375
15854,62424,2766,1338,0.9676513671875,-0.18994140625,0.1688232421875,0.0816650390625
15854,62461,2792,1388,0.9676513671875,-0.18768310546875,0.17041015625,0.084716796875
15855,62487,2804,1430,0.96771240234375,-0.18609619140625,0.171142578125,0.0872802734375
15859,62507,2796,1465,0.96795654296875,-0.18487548828125,0.170654296875,0.08941650390625
15866,62520,2765,1491,0.9683837890625,-0.18408203125,0.16876220703125,0.09100341796875
15875,62529,2718,1513,0.96893310546875,-0.18353271484375,0.1658935546875,0.09234619140625
15885,62532,2659,1532,0.96954345703125,-0.183349609375,0.16229248046875,0.093505859375
15894,62528,2599,1546,0.9700927734375,-0.18359375,0.15863037109375,0.0943603515625
15900,62510,2543,1554,0.970458984375,-0.1846923828125,0.15521240234375,0.0948486328125
15904,62484,2490,1557,0.970703125,-0.186279296875,0.1519775390625,0.09503173828125
15906,62449,2443,1556,0.9708251953125,-0.18841552734375,0.14910888671875,0.094970703125
15904,62402,2404,1555,0.970703125,-0.1912841796875,0.146728515625,0.09490966796875
15899,62348,2373,1556,0.97039794921875,-0.194580078125,0.14483642578125,0.094970703125
15891,62292,2353,1560,0.96990966796875,-0.197998046875,0.14361572265625,0.09521484375
15881,62243,2348,1565,0.96929931640625,-0.20098876953125,0.143310546875,0.09552001953125
15872,62215,2365,1570,0.96875,-0.20269775390625,0.14434814453125,0.0958251953125
15866,62212,2399,1573,0.9683837890625,-0.202880859375,0.14642333984375,0.09600830078125
15863,62237,2448,1573,0.96820068359375,-0.20135498046875,0.1494140625,0.09600830078125
15864,62289,2508,1572,0.96826171875,-0.19818115234375,0.153076171875,0.095947265625
15866,62362,2576,1571,0.9683837890625,-0.1937255859375,0.1572265625,0.09588623046875
15871,62448,2639,1573,0.96868896484375,-0.1884765625,0.16107177734375,0.09600830078125
15867,62496,2703,1583,0.96844482421875,-0.185546875,0.16497802734375,0.09661865234375
15862,62529,2759,1592,0.9681396484375,-0.18353271484375,0.16839599609375,0.09716796875
15858,62561,2804,1598,0.9678955078125,-0.18157958984375,0.171142578125,0.0975341796875
15856,62580,2836,1598,0.9677734375,-0.180419921875,0.173095703125,0.0975341796875
15852,62584,2861,1596,0.967529296875,-0.18017578125,0.17462158203125,0.097412109375
15851,62589,2875,1593,0.96746826171875,-0.17987060546875,0.17547607421875,0.09722900390625
15852,62595,2878,1591,0.967529296875,-0.17950439453125,0.1756591796875,0.09710693359375
15855,62601,2869,1590,0.96771240234375,-0.17913818359375,0.17510986328125,0.0970458984375
15860,62607,2851,1588,0.968017578125,-0.17877197265625,0.17401123046875,0.096923828125
15867,62612,2825,1585,0.96844482421875,-0.178466796875,0.17242431640625,0.09674072265625
15875,62617,2794,1579,0.96893310546875,-0.17816162109375,0.1705322265625,0.09637451171875
15883,62618,2758,1571,0.96942138671875,-0.1781005859375,0.1683349609375,0.09588623046875
15889,62610,2720,1564,0.96978759765625,-0.1785888671875,0.166015625,0.095458984375
15894,62595,2682,1558,0.9700927734375,-0.17950439453125,0.1636962890625,0.0950927734375
15897,62575,2646,1555,0.97027587890625,-0.18072509765625,0.1614990234375,0.09490966796875
15899,62551,2614,1554,0.97039794921875,-0.18218994140625,0.1595458984375,0.0948486328125
15899,62528,2589,1554,0.97039794921875,-0.18359375,0.15802001953125,0.0948486328125
15899,62510,2572,1553,0.97039794921875,-0.1846923828125,0.156982421875,0.09478759765625
15899,62499,2564,1553,0.97039794921875,-0.18536376953125,0.156494140625,0.09478759765625
15899,62500,2568,1552,0.97039794921875,-0.185302734375,0.15673828125,0.0947265625
15900,62511,2580,1550,0.970458984375,-0.18463134765625,0.157470703125,0.0946044921875
15901,62531,2599,1548,0.97052001953125,-0.18341064453125,0.15863037109375,0.094482421875
15903,62559,2625,1547,0.97064208984375,-0.18170166015625,0.16021728515625,0.09442138671875
15905,62595,2655,1547,0.97076416015625,-0.17950439453125,0.16204833984375,0.09442138671875
15904,62616,2685,1550,0.970703125,-0.17822265625,0.16387939453125,0.0946044921875
15903,62634,2715,1552,0.97064208984375,-0.1771240234375,0.16571044921875,0.0947265625
15902,62647,2740,1553,0.9705810546875,-0.17633056640625,0.167236328125,0.09478759765625
15901,62656,2760,1553,0.97052001953125,-0.17578125,0.16845703125,0.09478759765625
15900,62663,2777,1552,0.970458984375,-0.17535400390625,0.16949462890625,0.0947265625
15899,62668,2789,1552,0.97039794921875,-0.175048828125,0.17022705078125,0.0947265625
15899,62673,2797,1552,0.97039794921875,-0.17474365234375,0.17071533203125,0.0947265625
15900,62678,2801,1553,0.970458984375,-0.1744384765625,0.17095947265625,0.09478759765625
15902,62682,2799,1553,0.9705810546875,-0.1741943359375,0.17083740234375,0.09478759765625
15904,62686,2793,1553,0.970703125,-0.1739501953125,0.17047119140625,0.09478759765625
15907,62690,2783,1552,0.97088623046875,-0.1737060546875,0.16986083984375,0.0947265625
15910,62693,2771,1550,0.9710693359375,-0.17352294921875,0.16912841796875,0.0946044921875
15913,62693,2758,1548,0.97125244140625,-0.17352294921875,0.1683349609375,0.094482421875
15916,62691,2745,1546,0.971435546875,-0.17364501953125,0.16754150390625,0.0943603515625
15918,62688,2733,1545,0.9715576171875,-0.173828125,0.16680908203125,0.09429931640625
15920,62684,2722,1545,0.9716796875,-0.174072265625,0.1661376953125,0.09429931640625
15921,62680,2715,1545,0.97174072265625,-0.17431640625,0.16571044921875,0.09429931640625
15922,62678,2711,1546,0.9718017578125,-0.1744384765625,0.16546630859375,0.0943603515625
15922,62677,2710,1546,0.9718017578125,-0.17449951171875,0.1654052734375,0.0943603515625
15922,62680,2714,1546,0.9718017578125,-0.17431640625,0.1656494140625,0.0943603515625
15922,62686,2722,1546,0.9718017578125,-0.1739501953125,0.1661376953125,0.0943603515625
15922,62696,2733,1546,0.9718017578125,-0.17333984375,0.16680908203125,0.0943603515625
15923,62709,2746,1546,0.97186279296875,-0.17254638671875,0.1676025390625,0.0943603515625
15923,62718,2760,1548,0.97186279296875,-0.1719970703125,0.16845703125,0.094482421875
15922,62725,2774,1550,0.9718017578125,-0.17156982421875,0.1693115234375,0.0946044921875
15921,62731,2787,1552,0.97174072265625,-0.17120361328125,0.17010498046875,0.0947265625
15920,62736,2798,1553,0.9716796875,-0.1708984375,0.1707763671875,0.09478759765625
15919,62740,2808,1553,0.97161865234375,-0.170654296875,0.17138671875,0.09478759765625
15919,62744,2816,1553,0.97161865234375,-0.17041015625,0.171875,0.09478759765625
15919,62748,2822,1554,0.97161865234375,-0.170166015625,0.1722412109375,0.0948486328125
15919,62752,2826,1556,0.97161865234375,-0.169921875,0.1724853515625,0.094970703125
15920,62757,2828,1557,0.9716796875,-0.16961669921875,0.172607421875,0.09503173828125
15921,62762,2828,1557,0.97174072265625,-0.1693115234375,0.172607421875,0.09503173828125
15923,62767,2826,1554,0.97186279296875,-0.16900634765625,0.1724853515625,0.0948486328125
15927,62768,2816,1550,0.97210693359375,-0.1689453125,0.171875,0.0946044921875
15937,62776,2767,1554,0.97271728515625,-0.16845703125,0.16888427734375,0.0948486328125
15956,62785,2674,1552,0.973876953125,-0.16790771484375,0.1632080078125,0.0947265625
15966,62773,2628,1523,0.9744873046875,-0.16864013671875,0.160400390625,0.09295654296875
15972,62743,2592,1481,0.974853515625,-0.17047119140625,0.158203125,0.09039306640625
15977,62705,2561,1425,0.97515869140625,-0.17279052734375,0.15631103515625,0.08697509765625
15981,62686,2534,1391,0.97540283203125,-0.1739501953125,0.1546630859375,0.08489990234375
15983,62669,2516,1370,0.97552490234375,-0.17498779296875,0.153564453125,0.0836181640625
15984,62660,2510,1352,0.9755859375,-0.175537109375,0.1531982421875,0.08251953125
15985,62672,2535,1321,0.97564697265625,-0.1748046875,0.15472412109375,0.08062744140625
15987,62706,2586,1280,0.97576904296875,-0.1727294921875,0.1578369140625,0.078125
15988,62752,2653,1241,0.975830078125,-0.169921875,0.16192626953125,0.07574462890625
15986,62792,2721,1210,0.9757080078125,-0.16748046875,0.16607666015625,0.0738525390625
15987,62860,2786,1184,0.97576904296875,-0.163330078125,0.1700439453125,0.072265625
15997,62963,2841,1157,0.97637939453125,-0.15704345703125,0.17340087890625,0.07061767578125
16007,63070,2896,1129,0.97698974609375,-0.1505126953125,0.1767578125,0.06890869140625
16014,63171,2962,1095,0.9774169921875,-0.14434814453125,0.1807861328125,0.06683349609375
16019,63272,3035,1055,0.97772216796875,-0.13818359375,0.18524169921875,0.06439208984375
16027,63391,3106,1005,0.97821044921875,-0.13092041015625,0.1895751953125,0.06134033203125
16035,63518,3172,954,0.97869873046875,-0.1231689453125,0.193603515625,0.0582275390625
16041,63627,3225,909,0.97906494140625,-0.11651611328125,0.19683837890625,0.05548095703125
16045,63715,3266,871,0.97930908203125,-0.11114501953125,0.1993408203125,0.05316162109375
16050,63789,3290,836,0.9796142578125,-0.10662841796875,0.2008056640625,0.051025390625
16057,63866,3303,804,0.98004150390625,-0.1019287109375,0.20159912109375,0.049072265625
16066,63955,3305,783,0.9805908203125,-0.09649658203125,0.20172119140625,0.04779052734375
16077,64064,3298,779,0.98126220703125,-0.08984375,0.2012939453125,0.04754638671875
16090,64202,3288,798,0.9820556640625,-0.0814208984375,0.20068359375,0.0487060546875
16102,64350,3280,827,0.9827880859375,-0.0723876953125,0.2001953125,0.05047607421875
16113,64495,3274,858,0.98345947265625,-0.06353759765625,0.1998291015625,0.0523681640625
16122,64633,3271,882,0.9840087890625,-0.05511474609375,0.19964599609375,0.0538330078125
16129,64756,3273,890,0.98443603515625,-0.047607421875,0.19976806640625,0.0543212890625
16135,64868,3279,889,0.98480224609375,-0.040771484375,0.20013427734375,0.05426025390625
16139,64972,3289,886,0.98504638671875,-0.034423828125,0.20074462890625,0.0540771484375
16140,65071,3302,887,0.985107421875,-0.02838134765625,0.2015380859375,0.05413818359375
16140,65167,3318,896,0.985107421875,-0.02252197265625,0.2025146484375,0.0546875
16138,65259,3338,913,0.9849853515625,-0.01690673828125,0.2037353515625,0.05572509765625
16135,65346,3360,933,0.98480224609375,-0.0115966796875,0.205078125,0.05694580078125
16131,65428,3383,951,0.98455810546875,-0.006591796875,0.20648193359375,0.05804443359375
16127,65502,3405,966,0.98431396484375,-0.0020751953125,0.20782470703125,0.0589599609375
16124,31,3421,976,0.984130859375,0.00189208984375,0.20880126953125,0.0595703125
16122,93,3433,983,0.9840087890625,0.00567626953125,0.20953369140625,0.05999755859375
16121,154,3440,989,0.98394775390625,0.0093994140625,0.2099609375,0.06036376953125
16121,213,3442,996,0.98394775390625,0.01300048828125,0.2100830078125,0.060791015625
16121,271,3438,1006,0.98394775390625,0.01654052734375,0.2098388671875,0.0614013671875
16122,328,3428,1021,0.9840087890625,0.02001953125,0.209228515625,0.06231689453125
16123,382,3413,1040,0.98406982421875,0.0233154296875,0.20831298828125,0.0634765625
16125,434,3394,1061,0.98419189453125,0.0264892578125,0.2071533203125,0.06475830078125
16128,484,3370,1083,0.984375,0.029541015625,0.2056884765625,0.06610107421875
16131,534,3342,1106,0.98455810546875,0.0325927734375,0.2039794921875,0.0675048828125
16135,583,3312,1130,0.98480224609375,0.03558349609375,0.2021484375,0.0689697265625
16138,630,3281,1157,0.9849853515625,0.0384521484375,0.20025634765625,0.07061767578125
16141,672,3250,1189,0.98516845703125,0.041015625,0.1983642578125,0.07257080078125
16144,715,3218,1224,0.9853515625,0.04364013671875,0.1964111328125,0.07470703125
16146,763,3184,1262,0.9854736328125,0.04656982421875,0.1943359375,0.0770263671875
16148,814,3149,1303,0.985595703125,0.0496826171875,0.19219970703125,0.07952880859375
16150,864,3114,1348,0.9857177734375,0.052734375,0.1900634765625,0.082275390625
16151,912,3078,1397,0.98577880859375,0.0556640625,0.1878662109375,0.08526611328125
16152,959,3041,1447,0.98583984375,0.05853271484375,0.18560791015625,0.08831787109375
16154,1003,3003,1497,0.9859619140625,0.06121826171875,0.18328857421875,0.09136962890625
16155,1039,2963,1548,0.98602294921875,0.06341552734375,0.18084716796875,0.094482421875
16157,1068,2919,1598,0.98614501953125,0.065185546875,0.17816162109375,0.0975341796875
16161,1091,2870,1647,0.98638916015625,0.06658935546875,0.1751708984375,0.10052490234375
16166,1109,2813,1694,0.9866943359375,0.06768798828125,0.17169189453125,0.1033935546875
16172,1128,2751,1739,0.987060546875,0.06884765625,0.16790771484375,0.10614013671875
16178,1151,2684,1781,0.9874267578125,0.07025146484375,0.163818359375,0.10870361328125
16184,1180,2614,1821,0.98779296875,0.072021484375,0.1595458984375,0.11114501953125
16190,1216,2540,1860,0.9881591796875,0.07421875,0.155029296875,0.113525390625
16195,1257,2463,1898,0.98846435546875,0.07672119140625,0.15032958984375,0.1158447265625
16200,1301,2383,1936,0.98876953125,0.07940673828125,0.14544677734375,0.1181640625
16205,1349,2301,1973,0.98907470703125,0.08233642578125,0.14044189453125,0.12042236328125
16209,1399,2216,2008,0.98931884765625,0.08538818359375,0.13525390625,0.12255859375
16213,1454,2128,2040,0.98956298828125,0.0887451171875,0.1298828125,0.12451171875
16217,1511,2039,2070,0.98980712890625,0.09222412109375,0.12445068359375,0.1263427734375
16220,1566,1950,2099,0.989990234375,0.0955810546875,0.1190185546875,0.12811279296875
16222,1621,1862,2128,0.9901123046875,0.09893798828125,0.1136474609375,0.1298828125
16223,1677,1776,2156,0.99017333984375,0.10235595703125,0.1083984375,0.131591796875
16225,1707,1697,2187,0.99029541015625,0.10418701171875,0.10357666015625,0.13348388671875
16228,1706,1629,2213,0.990478515625,0.1041259765625,0.09942626953125,0.13507080078125
16232,1705,1576,2227,0.99072265625,0.10406494140625,0.09619140625,0.13592529296875
16236,1711,1532,2226,0.990966796875,0.10443115234375,0.093505859375,0.1358642578125
16240,1725,1492,2220,0.9912109375,0.10528564453125,0.091064453125,0.135498046875
16243,1753,1447,2216,0.99139404296875,0.10699462890625,0.08831787109375,0.13525390625
16243,1795,1396,2220,0.99139404296875,0.10955810546875,0.085205078125,0.135498046875
16241,1846,1339,2234,0.99127197265625,0.1126708984375,0.08172607421875,0.1363525390625
16236,1913,1279,2258,0.990966796875,0.11676025390625,0.07806396484375,0.1378173828125
16227,2005,1213,2287,0.99041748046875,0.12237548828125,0.07403564453125,0.13958740234375
16215,2114,1136,2320,0.98968505859375,0.1290283203125,0.0693359375,0.1416015625
16203,2220,1049,2357,0.98895263671875,0.135498046875,0.06402587890625,0.14385986328125
16190,2328,947,2400,0.9881591796875,0.14208984375,0.05780029296875,0.146484375
16175,2433,833,2446,0.98724365234375,0.14849853515625,0.05084228515625,0.1492919921875
16163,2515,711,2494,0.98651123046875,0.15350341796875,0.04339599609375,0.1522216796875
16148,2608,585,2540,0.985595703125,0.1591796875,0.03570556640625,0.155029296875
16132,2698,457,2586,0.984619140625,0.1646728515625,0.02789306640625,0.1578369140625
16114,2796,331,2629,0.9835205078125,0.170654296875,0.02020263671875,0.16046142578125
16089,2921,204,2673,0.98199462890625,0.17828369140625,0.012451171875,0.16314697265625
16059,3055,74,2722,0.98016357421875,0.18646240234375,0.0045166015625,0.1661376953125
16027,3186,65480,2778,0.97821044921875,0.1944580078125,-0.00341796875,0.1695556640625
15992,3306,65349,2840,0.97607421875,0.2017822265625,-0.01141357421875,0.17333984375
15956,3423,65219,2904,0.973876953125,0.20892333984375,-0.01934814453125,0.17724609375
15918,3538,65091,2964,0.9715576171875,0.2159423828125,-0.02716064453125,0.180908203125
15879,3651,64970,3020,0.96917724609375,0.22283935546875,-0.0345458984375,0.184326171875
15840,3755,64857,3070,0.966796875,0.22918701171875,-0.04144287109375,0.1873779296875
15802,3856,64751,3117,0.9644775390625,0.2353515625,-0.04791259765625,0.19024658203125
15765,3947,64651,3158,0.96221923828125,0.24090576171875,-0.05401611328125,0.1927490234375
15730,4029,64552,3194,0.9600830078125,0.24591064453125,-0.06005859375,0.1949462890625
15699,4096,64443,3220,0.95819091796875,0.25,-0.06671142578125,0.196533203125
15671,4150,64328,3237,0.95648193359375,0.2532958984375,-0.07373046875,0.19757080078125
15651,4179,64204,3244,0.95526123046875,0.25506591796875,-0.081298828125,0.197998046875
15639,4174,64066,3239,0.95452880859375,0.2547607421875,-0.0897216796875,0.19769287109375
15642,4119,63900,3209,0.9547119140625,0.25140380859375,-0.099853515625,0.19586181640625
15651,4037,63717,3157,0.95526123046875,0.24639892578125,-0.11102294921875,0.19268798828125
15668,3936,63532,3080,0.956298828125,0.240234375,-0.122314453125,0.18798828125
15689,3829,63354,2976,0.95758056640625,0.23370361328125,-0.1331787109375,0.181640625
15712,3731,63194,2840,0.958984375,0.22772216796875,-0.1429443359375,0.17333984375
