timestamp,a_x_int,a_y_int,a_z_int,w_x_int,w_y_int,w_z_int,q_w_int,q_x_int,q_y_int,q_z_int,a_x,a_y,a_z,w_x,w_y,w_z,q_w,q_x,q_y,q_z,psi,theta,phi,q_w_ref,q_x_ref,q_y_ref,q_z_ref,psi_ref,theta_ref,phi_ref,psi_err,theta_err,phi_err,q_w_err,q_x_err,q_y_err,q_z_err
65464,330,196,65311,92,65364,16384,65518,10,65519,-1.125,5.15625,3.0625,-0.87890625,0.359375,-0.671875,1.0,-0.0010986328125,0.0006103515625,-0.00103759765625,-0.11897663050014616,0.06981052700599161,-0.1259664779372599,1.0,-0.001096845488,0.000587392773,-0.001007812447,-0.11556048997578784,0.06718359783928822,-0.1257569356034201,0.0034161405243583187,0.0026269291667033873,0.00020954233383979615
65460,329,198,65308,82,65352,16384,65500,19,65501,-1.1875,5.140625,3.09375,-0.890625,0.3203125,-0.71875,1.0,-0.002197265625,0.00115966796875,-0.00213623046875,-0.24508474040710346,0.1323504007953582,-0.25207075265389967,0.999996960163,-0.002211924875,0.00111862109,-0.00208549411,-0.23926306275295306,0.12765564476305877,-0.2537348167287172,0.005821677654150398,0.004694756032299435,0.0016640640748175617
65453,326,202,65303,77,65347,16384,65481,27,65483,-1.296875,5.09375,3.15625,-0.91015625,0.30078125,-0.73828125,1.0,-0.00335693359375,0.00164794921875,-0.00323486328125,-0.37131746470600463,0.18759703026544128,-0.3852826780944457,0.999990701675,-0.003357514273,0.001625242177,-0.003192014759,-0.36640223658328047,0.1850095199697277,-0.3853364870523838,0.004915228122724158,0.00258751029571358,5.380895793810625e-05
65442,321,207,65298,72,65344,16384,65462,35,65465,-1.46875,5.015625,3.234375,-0.9296875,0.28125,-0.75,1.0,-0.0045166015625,0.00213623046875,-0.00433349609375,-0.49767665831893587,0.24255184094857396,-0.518614271648181,0.999981105328,-0.004534533247,0.002110138768,-0.004315588623,-0.49562476680859635,0.23955775748742983,-0.5206616140549405,0.0020518915103395208,0.0029940834611441314,0.0020473424067595225
65433,317,212,65288,67,65339,16384,65442,43,65446,-1.609375,4.953125,3.3125,-0.96875,0.26171875,-0.76953125,1.0,-0.0057373046875,0.00262451171875,-0.0054931640625,-0.6311727946974813,0.2971367589116683,-0.6590760166519072,0.999967873096,-0.005772151519,0.002571948338,-0.00546780834,-0.6282629364020905,0.29109872729318276,-0.6630497424158266,0.0029098582953908103,0.00603803161848554,0.003973725763919411
65424,310,217,65270,61,65331,16384,65420,50,65426,-1.75,4.84375,3.390625,-1.0390625,0.23828125,-0.80078125,1.0,-0.007080078125,0.0030517578125,-0.0067138671875,-0.7717850585249292,0.34426068104633567,-0.8136220625171331,0.999950349331,-0.007117752917,0.00300559937,-0.006666008849,-0.7663144431754876,0.3389641682257982,-0.817927929888805,0.005470615349441599,0.005296512820537447,0.004305867371671934
65420,306,221,65254,56,65321,16384,65396,57,65405,-1.8125,4.78125,3.453125,-1.1015625,0.21875,-0.83984375,1.0,-0.008544921875,0.00347900390625,-0.00799560546875,-0.9195592659992011,0.390838408196724,-0.9822880494199193,0.999927937984,-0.008558531292,0.00341319479,-0.007921881042,-0.9111182916777276,0.38332871726719214,-0.9838300868265774,0.008440974321473504,0.007509690929531854,0.0015420374066580367
65415,302,229,65234,54,65308,16384,65370,64,65383,-1.890625,4.71875,3.578125,-1.1796875,0.2109375,-0.890625,1.0,-0.0101318359375,0.00390625,-0.00933837890625,-1.074508452560561,0.4367854365580537,-1.165078124079587,0.999899566174,-0.010118157603,0.003812954994,-0.009252963588,-1.0647149263547593,0.4261641048211604,-1.1634921204141155,0.009793526205801761,0.01062133173689328,0.0015860036654715692
65412,298,236,65211,51,65293,16384,65342,70,65360,-1.9375,4.65625,3.6875,-1.26953125,0.19921875,-0.94921875,1.0,-0.0118408203125,0.0042724609375,-0.0107421875,-1.2365610008056835,0.475017777679958,-1.3619194084664068,0.999864161015,-0.011813925579,0.004197890405,-0.010670750402,-1.2284304012294016,0.466536809732608,-1.3588986018580627,0.008130599576281927,0.008480967947349982,0.00302080660834414
65411,287,244,65175,46,65270,16383,65310,76,65335,-1.953125,4.484375,3.8125,-1.41015625,0.1796875,-1.0390625,0.99993896484375,-0.0137939453125,0.004638671875,-0.01226806640625,-1.4129234934032897,0.5121352572921113,-1.5869794368084131,0.999819278717,-0.013722605072,0.004557120614,-0.012221521698,-1.4075961548664686,0.5029013608910896,-1.5788580006227668,0.005327338536821102,0.00923389640102168,0.008121436185646314
65409,277,250,65144,41,65252,16382,65275,82,65308,-1.984375,4.328125,3.90625,-1.53125,0.16015625,-1.109375,0.9998779296875,-0.01593017578125,0.0050048828125,-0.013916015625,-1.6035160317886796,0.5480524910560554,-1.8331999715222347,0.999763846397,-0.015815081075,0.004891239107,-0.013875914738,-1.5988377772389006,0.5352231654984971,-1.8200199730163515,0.004678254549778993,0.012829325557558224,0.01317999850588314
65411,270,251,65111,36,65231,16381,65237,87,65279,-1.953125,4.21875,3.921875,-1.66015625,0.140625,-1.19140625,0.99981689453125,-0.01824951171875,0.00531005859375,-0.01568603515625,-1.8082181338710601,0.5755828922726802,-2.100471901421322,0.999695718288,-0.01810188964,0.005197043531,-0.015651294962,-1.8041419957006624,0.5628993115959346,-2.0835916232469027,0.004076138170397758,0.012683580676745576,0.01688027817441906
