a_x,a_y,a_z,w_x,w_y,w_z,q_w_int,q_x_int,q_y_int,q_z_int,a_x_fp,a_y_fp,a_z_fp,w_x_fp,w_y_fp,w_z_fp,q_w,q_x,q_y,q_z,psi,theta,phi
548,304,-485,-584,957,67,8947,3286,52200,61767,0.033447265625,0.0185546875,-0.02960205078125,-0.03564453125,0.05841064453125,0.00408935546875,0.54608154296875,0.2005615234375,-0.81396484375,-0.23004150390625,-123.12797063227093,-52.816823240041124,120.64450533039047
553,301,-459,-596,998,82,9036,3269,52265,61746,0.03375244140625,0.01837158203125,-0.02801513671875,-0.036376953125,0.0609130859375,0.0050048828125,0.551513671875,0.19952392578125,-0.80999755859375,-0.2313232421875,-122.29932029940124,-53.23914215251571,119.6234181164558
551,292,-424,-607,1034,97,9128,3251,52334,61726,0.03363037109375,0.017822265625,-0.02587890625,-0.03704833984375,0.0631103515625,0.00592041015625,0.55712890625,0.19842529296875,-0.8057861328125,-0.2325439453125,-121.41776610638735,-53.66517416886756,118.54972734683905
552,282,-377,-607,1057,110,9221,3233,52404,61707,0.03369140625,0.0172119140625,-0.02301025390625,-0.03704833984375,0.06451416015625,0.0067138671875,0.56280517578125,0.19732666015625,-0.801513671875,-0.23370361328125,-120.50540437646194,-54.092040983107026,117.45076331672367
550,266,-339,-604,1062,123,9315,3214,52475,61688,0.0335693359375,0.0162353515625,-0.02069091796875,-0.036865234375,0.0648193359375,0.00750732421875,0.56854248046875,0.1961669921875,-0.79718017578125,-0.23486328125,-119.5664552286902,-54.519858818451894,116.32049455288113
550,252,-301,-602,1060,136,9409,3193,52546,61671,0.0335693359375,0.015380859375,-0.01837158203125,-0.0367431640625,0.064697265625,0.00830078125,0.57427978515625,0.19488525390625,-0.7928466796875,-0.23590087890625,-118.62019220977821,-54.953316799470436,115.18332286678951
554,248,-278,-604,1052,148,9502,3171,52618,61655,0.0338134765625,0.01513671875,-0.0169677734375,-0.036865234375,0.064208984375,0.009033203125,0.5799560546875,0.19354248046875,-0.7884521484375,-0.23687744140625,-117.65946678510296,-55.37046037125659,114.03177609049601
556,250,-271,-614,1044,164,9594,3147,52689,61639,0.033935546875,0.0152587890625,-0.01654052734375,-0.0374755859375,0.063720703125,0.010009765625,0.5855712890625,0.19207763671875,-0.78411865234375,-0.23785400390625,-116.70220265660257,-55.78586380802509,112.87386648112692
561,257,-273,-622,1037,179,9686,3121,52760,61623,0.03424072265625,0.01568603515625,-0.01666259765625,-0.0379638671875,0.06329345703125,0.01092529296875,0.5911865234375,0.19049072265625,-0.77978515625,-0.23883056640625,-115.73502369785697,-56.20231410984485,111.69625011600608
568,271,-290,-643,1044,207,9779,3092,52833,61607,0.03466796875,0.01654052734375,-0.0177001953125,-0.03924560546875,0.063720703125,0.01263427734375,0.59686279296875,0.188720703125,-0.77532958984375,-0.23980712890625,-114.74213830905505,-56.617673886716744,110.47788877445757
572,276,-296,-663,1065,233,9873,3061,52907,61592,0.034912109375,0.016845703125,-0.01806640625,-0.04046630859375,0.06500244140625,0.01422119140625,0.60260009765625,0.18682861328125,-0.77081298828125,-0.24072265625,-113.72351473852382,-57.03848464408411,109.22913831759821
569,273,-298,-681,1091,259,9970,3027,52983,61578,0.03472900390625,0.01666259765625,-0.0181884765625,-0.04156494140625,0.06658935546875,0.01580810546875,0.6085205078125,0.18475341796875,-0.76617431640625,-0.2415771484375,-112.66101486793767,-57.479714258796484,107.92700775322578
561,262,-296,-704,1124,274,10069,2991,53062,61564,0.03424072265625,0.0159912109375,-0.01806640625,-0.04296875,0.068603515625,0.0167236328125,0.61456298828125,0.18255615234375,-0.7613525390625,-0.242431640625,-111.54652278868099,-57.91741582874004,106.5630050803221
543,266,-304,-730,1185,294,10172,2953,53146,61550,0.03314208984375,0.0162353515625,-0.0185546875,-0.0445556640625,0.07232666015625,0.0179443359375,0.620849609375,0.18023681640625,-0.7562255859375,-0.2432861328125,-110.34754786235348,-58.354055290651694,105.10464073047919
512,250,-294,-755,1249,310,10281,2914,53234,61537,0.03125,0.0152587890625,-0.0179443359375,-0.04608154296875,0.07623291015625,0.0189208984375,0.62750244140625,0.1778564453125,-0.7508544921875,-0.24407958984375,-109.0468218977142,-58.81543680371124,103.54550197178352
506,243,-273,-760,1306,320,10396,2876,53321,61525,0.0308837890625,0.01483154296875,-0.01666259765625,-0.04638671875,0.0797119140625,0.01953125,0.634521484375,0.175537109375,-0.74554443359375,-0.24481201171875,-107.66880138240613,-59.33688193111048,101.92149498633663
506,252,-269,-758,1357,348,10514,2837,53412,61515,0.0308837890625,0.015380859375,-0.01641845703125,-0.0462646484375,0.08282470703125,0.021240234375,0.6417236328125,0.17315673828125,-0.739990234375,-0.24542236328125,-106.20556908764217,-59.85364266358081,100.21772135595096
462,253,-294,-778,1441,394,10639,2795,53509,61508,0.0281982421875,0.01544189453125,-0.0179443359375,-0.0474853515625,0.08795166015625,0.0240478515625,0.64935302734375,0.17059326171875,-0.73406982421875,-0.245849609375,-104.61249437880497,-60.39598933264506,98.38500524436012
448,221,-285,-873,1667,479,10782,2746,53622,61504,0.02734375,0.01348876953125,-0.01739501953125,-0.05328369140625,0.10174560546875,0.02923583984375,0.6580810546875,0.1676025390625,-0.7271728515625,-0.24609375,-102.72453604720941,-60.99595516580795,96.2384883154059
492,190,-223,-881,1782,509,10933,2696,53744,61504,0.030029296875,0.0115966796875,-0.01361083984375,-0.05377197265625,0.1087646484375,0.03106689453125,0.66729736328125,0.16455078125,-0.7197265625,-0.24609375,-100.6404356687528,-61.588541663013295,93.91135710726495
546,171,-131,-873,1848,527,11088,2645,53871,61508,0.0333251953125,0.01043701171875,-0.00799560546875,-0.05328369140625,0.11279296875,0.03216552734375,0.6767578125,0.16143798828125,-0.71197509765625,-0.245849609375,-98.42029213941767,-62.16433440973098,91.46361019557374
602,149,-40,-845,1836,535,11241,2594,54001,61516,0.0367431640625,0.00909423828125,-0.00244140625,-0.05157470703125,0.112060546875,0.03265380859375,0.68609619140625,0.1583251953125,-0.70404052734375,-0.245361328125,-96.1277875473097,-62.671039059713124,88.96258972098482
650,145,21,-801,1746,540,11382,2544,54129,61525,0.0396728515625,0.00885009765625,0.00128173828125,-0.04888916015625,0.1065673828125,0.032958984375,0.6947021484375,0.1552734375,-0.69622802734375,-0.24481201171875,-93.90174679920625,-63.03916028155674,86.5352898271332
669,143,46,-786,1674,553,11517,2492,54253,61536,0.04083251953125,0.00872802734375,0.0028076171875,-0.0479736328125,0.1021728515625,0.03375244140625,0.70294189453125,0.152099609375,-0.68865966796875,-0.244140625,-91.71975537806699,-63.368518238024485,84.15165228405463
682,139,64,-765,1590,563,11645,2438,54373,61548,0.0416259765625,0.00848388671875,0.00390625,-0.04669189453125,0.0970458984375,0.03436279296875,0.71075439453125,0.1488037109375,-0.68133544921875,-0.243408203125,-89.5981672511037,-63.64803859425088,81.82263945477487
680,132,75,-735,1498,571,11765,2384,54487,61562,0.04150390625,0.008056640625,0.00457763671875,-0.04486083984375,0.0914306640625,0.03485107421875,0.71807861328125,0.1455078125,-0.67437744140625,-0.2425537109375,-87.56148985397142,-63.88665926886776,79.58803333309699
692,134,89,-696,1395,573,11877,2330,54594,61578,0.042236328125,0.0081787109375,0.00543212890625,-0.04248046875,0.08514404296875,0.03497314453125,0.72491455078125,0.1422119140625,-0.6678466796875,-0.2415771484375,-85.62312087430692,-64.09940649525598,77.46152303500726
694,156,100,-576,1183,596,11973,2278,54684,61601,0.0423583984375,0.009521484375,0.006103515625,-0.03515625,0.07220458984375,0.036376953125,0.73077392578125,0.1390380859375,-0.662353515625,-0.24017333984375,-83.92441877249288,-64.32615314393124,75.62011640549939
652,156,39,-525,1068,599,12060,2226,54765,61626,0.039794921875,0.009521484375,0.00238037109375,-0.03204345703125,0.065185546875,0.03656005859375,0.736083984375,0.1358642578125,-0.65740966796875,-0.2386474609375,-82.35474703247148,-64.55126705269063,73.91782478251183
612,177,1,-494,1004,596,12141,2175,54842,61651,0.037353515625,0.01080322265625,6.103515625e-05,-0.0301513671875,0.061279296875,0.036376953125,0.74102783203125,0.13275146484375,-0.6527099609375,-0.23712158203125,-80.85304333449385,-64.74205954833384,72.28783599167987
576,184,-24,-471,965,609,12223,2124,54911,61678,0.03515625,0.01123046875,-0.00146484375,-0.02874755859375,0.05889892578125,0.03717041015625,0.74603271484375,0.129638671875,-0.64849853515625,-0.2354736328125,-79.38356846130762,-65.03275839924395,70.70352700937876
538,172,-47,-451,945,620,12302,2074,54977,61707,0.0328369140625,0.010498046875,-0.00286865234375,-0.02752685546875,0.05767822265625,0.037841796875,0.7508544921875,0.1265869140625,-0.64447021484375,-0.23370361328125,-77.93941034894462,-65.3179538797782,69.159632175962
498,159,-54,-428,950,622,12380,2025,55044,61738,0.0303955078125,0.00970458984375,-0.0032958984375,-0.026123046875,0.0579833984375,0.0379638671875,0.755615234375,0.12359619140625,-0.640380859375,-0.2318115234375,-76.46828342698748,-65.56913949142944,67.60306230814841
475,148,-45,-412,960,627,12458,1977,55113,61771,0.02899169921875,0.009033203125,-0.00274658203125,-0.025146484375,0.05859375,0.03826904296875,0.7603759765625,0.12066650390625,-0.63616943359375,-0.22979736328125,-74.95357039298136,-65.78296792611562,66.01715227584084
456,130,-30,-404,978,637,12535,1929,55183,61806,0.02783203125,0.0079345703125,-0.0018310546875,-0.024658203125,0.0596923828125,0.03887939453125,0.76507568359375,0.11773681640625,-0.63189697265625,-0.2276611328125,-73.41352612543687,-65.96401483704958,64.415141599929
444,110,-10,-394,996,643,12613,1881,55256,61843,0.027099609375,0.0067138671875,-0.0006103515625,-0.0240478515625,0.060791015625,0.03924560546875,0.76983642578125,0.11480712890625,-0.62744140625,-0.22540283203125,-71.81380565643614,-66.10634212755788,62.762658303165715
436,89,15,-381,1014,648,12691,1833,55331,61882,0.026611328125,0.00543212890625,0.00091552734375,-0.02325439453125,0.0618896484375,0.03955078125,0.77459716796875,0.11187744140625,-0.62286376953125,-0.2230224609375,-70.17346757669708,-66.21064959467606,61.078739142446246
440,76,27,-371,1032,648,12770,1786,55408,61921,0.02685546875,0.004638671875,0.00164794921875,-0.02264404296875,0.06298828125,0.03955078125,0.7794189453125,0.1090087890625,-0.6181640625,-0.22064208984375,-68.50042813942906,-66.27878620497496,59.36670797281403
448,65,30,-358,1050,640,12849,1741,55487,61961,0.02734375,0.00396728515625,0.0018310546875,-0.0218505859375,0.0640869140625,0.0390625,0.78424072265625,0.10626220703125,-0.61334228515625,-0.21820068359375,-66.80298545623037,-66.29721027525319,57.64440217816509
463,65,24,-340,1070,627,12929,1698,55566,62001,0.02825927734375,0.00396728515625,0.00146484375,-0.020751953125,0.0653076171875,0.03826904296875,0.78912353515625,0.1036376953125,-0.6085205078125,-0.21575927734375,-65.10056103651974,-66.30164315208513,55.927459204004435
488,71,5,-317,1101,612,13009,1659,55648,62041,0.02978515625,0.00433349609375,0.00030517578125,-0.01934814453125,0.06719970703125,0.037353515625,0.79400634765625,0.10125732421875,-0.603515625,-0.21331787109375,-63.38750026068984,-66.23279231891061,54.21857326185126
693,20,-208,-269,1185,571,13090,1628,55736,62083,0.04229736328125,0.001220703125,-0.0126953125,-0.01641845703125,0.07232666015625,0.03485107421875,0.7989501953125,0.099365234375,-0.59814453125,-0.21075439453125,-61.63502639156395,-66.04887173515077,52.518025495690296
557,55,-391,-164,1313,538,13177,1610,55832,62129,0.03399658203125,0.00335693359375,-0.02386474609375,-0.010009765625,0.08013916015625,0.0328369140625,0.80426025390625,0.0982666015625,-0.59228515625,-0.20794677734375,-59.79783024583071,-65.7600921649325,50.81661368400886
365,114,-241,136,1441,492,13267,1622,55932,62189,0.02227783203125,0.0069580078125,-0.01470947265625,0.00830078125,0.08795166015625,0.030029296875,0.80975341796875,0.0989990234375,-0.586181640625,-0.20428466796875,-57.91671153590169,-65.3506483476152,49.290202478598964
324,164,-40,246,1523,481,13360,1645,56038,62255,0.019775390625,0.010009765625,-0.00244140625,0.0150146484375,0.09295654296875,0.02935791015625,0.8154296875,0.10040283203125,-0.5797119140625,-0.20025634765625,-55.99724951144121,-64.85239048599352,47.80962781390234
376,166,135,259,1605,520,13454,1667,56156,62326,0.02294921875,0.0101318359375,0.00823974609375,0.01580810546875,0.09796142578125,0.03173828125,0.8211669921875,0.10174560546875,-0.572509765625,-0.1959228515625,-53.99218485085259,-64.20854435543424,46.26045240534315
500,118,297,23,1600,614,13553,1663,56279,62392,0.030517578125,0.0072021484375,0.01812744140625,0.00140380859375,0.09765625,0.0374755859375,0.82720947265625,0.10150146484375,-0.56500244140625,-0.19189453125,-51.92781284518236,-63.610804523740974,44.498079237671234
573,-3,162,-20,1551,637,13650,1653,56396,62459,0.03497314453125,-0.00018310546875,0.0098876953125,-0.001220703125,0.09466552734375,0.03887939453125,0.8331298828125,0.10089111328125,-0.557861328125,-0.18780517578125,-49.93932279574248,-63.08083443743297,42.78853226746337
527,-17,146,46,1503,586,13741,1650,56509,62525,0.03216552734375,-0.00103759765625,0.0089111328125,0.0028076171875,0.09173583984375,0.0357666015625,0.83868408203125,0.1007080078125,-0.55096435546875,-0.18377685546875,-48.096983516025816,-62.517828088940234,41.25519910500699
435,26,201,123,1452,522,13826,1655,56620,62590,0.02655029296875,0.0015869140625,0.01226806640625,0.00750732421875,0.088623046875,0.0318603515625,0.8438720703125,0.10101318359375,-0.544189453125,-0.1798095703125,-46.38822408002916,-61.8999295205318,39.89015448716543
409,31,278,105,1418,484,13907,1660,56731,62650,0.02496337890625,0.00189208984375,0.0169677734375,0.00640869140625,0.0865478515625,0.029541015625,0.84881591796875,0.101318359375,-0.53741455078125,-0.1761474609375,-44.79161986368879,-61.23944186605142,38.61193363475628
465,-9,374,-95,1388,440,13987,1651,56844,62696,0.02838134765625,-0.00054931640625,0.0228271484375,-0.00579833984375,0.084716796875,0.02685546875,0.85369873046875,0.10076904296875,-0.530517578125,-0.17333984375,-43.30435003400504,-60.55987202697193,37.30211288824772
542,-49,387,-197,1321,394,14061,1635,56954,62732,0.0330810546875,-0.00299072265625,0.02362060546875,-0.01202392578125,0.08062744140625,0.0240478515625,0.85821533203125,0.09979248046875,-0.5238037109375,-0.171142578125,-41.96925975423083,-59.873031218977225,36.058439366902206
603,-68,378,-241,1231,335,14129,1616,57058,62761,0.03680419921875,-0.004150390625,0.0230712890625,-0.01470947265625,0.07513427734375,0.02044677734375,0.86236572265625,0.0986328125,-0.5174560546875,-0.16937255859375,-40.78313133977229,-59.2113536173261,34.91346963407239
605,-31,350,-212,1121,284,14190,1601,57153,62786,0.03692626953125,-0.00189208984375,0.0213623046875,-0.012939453125,0.06842041015625,0.017333984375,0.8660888671875,0.09771728515625,-0.51165771484375,-0.1678466796875,-39.756978209367226,-58.59211162381755,33.929123513762136
488,51,347,-95,1001,241,14244,1594,57237,62813,0.02978515625,0.00311279296875,0.02117919921875,-0.00579833984375,0.06109619140625,0.01470947265625,0.869384765625,0.0972900390625,-0.50653076171875,-0.16619873046875,-38.85261407518091,-58.038208656664956,33.118423112204944
417,77,356,-141,975,253,14297,1583,57321,62837,0.02545166015625,0.00469970703125,0.021728515625,-0.00860595703125,0.05950927734375,0.01544189453125,0.87261962890625,0.09661865234375,-0.50140380859375,-0.16473388671875,-37.98529120207596,-57.483521195185794,32.30922625895381
410,70,383,-212,970,282,14350,1565,57406,62860,0.0250244140625,0.0042724609375,0.02337646484375,-0.012939453125,0.0592041015625,0.0172119140625,0.8758544921875,0.09552001953125,-0.4962158203125,-0.163330078125,-37.11680185826817,-56.93195162320125,31.458095410699386
444,58,418,-276,955,305,14403,1540,57491,62882,0.027099609375,0.0035400390625,0.0255126953125,-0.016845703125,0.05828857421875,0.01861572265625,0.87908935546875,0.093994140625,-0.49102783203125,-0.1619873046875,-36.25151503792866,-56.39396694078266,30.569478398505478
466,44,409,-333,937,323,14456,1509,57575,62903,0.0284423828125,0.002685546875,0.02496337890625,-0.02032470703125,0.05718994140625,0.01971435546875,0.88232421875,0.09210205078125,-0.48590087890625,-0.16070556640625,-35.396962464531704,-55.87765258480178,29.65609006258283
484,23,404,-394,924,323,14506,1473,57659,62921,0.029541015625,0.00140380859375,0.024658203125,-0.0240478515625,0.056396484375,0.01971435546875,0.8853759765625,0.08990478515625,-0.48077392578125,-0.15960693359375,-34.58222922272822,-55.34919341165445,28.740734075750005
489,14,410,-415,896,317,14554,1435,57741,62938,0.02984619140625,0.0008544921875,0.0250244140625,-0.02532958984375,0.0546875,0.01934814453125,0.8883056640625,0.08758544921875,-0.47576904296875,-0.1585693359375,-33.80280966925393,-54.83331577640474,27.845054004285725
488,2,406,-428,858,302,14600,1395,57821,62953,0.02978515625,0.0001220703125,0.0247802734375,-0.026123046875,0.0523681640625,0.0184326171875,0.89111328125,0.08514404296875,-0.47088623046875,-0.15765380859375,-33.0657879248129,-54.32905924267719,26.97094693040527
481,-6,406,-430,819,284,14643,1356,57897,62966,0.02935791015625,-0.0003662109375,0.0247802734375,-0.0262451171875,0.04998779296875,0.017333984375,0.89373779296875,0.082763671875,-0.46624755859375,-0.1568603515625,-32.39082414979379,-53.84670217376296,26.15364856445853
477,-14,415,-428,776,259,14684,1317,57970,62976,0.02911376953125,-0.0008544921875,0.02532958984375,-0.026123046875,0.04736328125,0.01580810546875,0.896240234375,0.08038330078125,-0.4617919921875,-0.15625,-31.773560846523765,-53.382309219950386,25.378531346178402
464,-14,412,-425,719,233,14723,1278,58038,62984,0.0283203125,-0.0008544921875,0.025146484375,-0.02593994140625,0.04388427734375,0.01422119140625,0.89862060546875,0.0780029296875,-0.4576416015625,-0.15576171875,-31.209588346221135,-52.95785384223169,24.646877372300935
452,-6,404,-420,686,230,14760,1239,58104,62992,0.027587890625,-0.0003662109375,0.024658203125,-0.025634765625,0.0418701171875,0.0140380859375,0.90087890625,0.07562255859375,-0.45361328125,-0.1552734375,-30.669952283980706,-52.543653539801724,23.939149833503194
441,2,391,-407,655,233,14795,1201,58167,63001,0.02691650390625,0.0001220703125,0.02386474609375,-0.02484130859375,0.03997802734375,0.01422119140625,0.90301513671875,0.07330322265625,-0.44976806640625,-0.15472412109375,-30.15118721718343,-52.14919148284129,23.26249599314683
423,3,376,-384,632,241,14829,1164,58228,63011,0.02581787109375,0.00018310546875,0.02294921875,-0.0234375,0.03857421875,0.01470947265625,0.90509033203125,0.071044921875,-0.446044921875,-0.15411376953125,-29.64580146763165,-51.76915780728509,22.609479756175613
399,-2,353,-358,622,251,14862,1128,58287,63023,0.02435302734375,-0.0001220703125,0.02154541015625,-0.0218505859375,0.0379638671875,0.01531982421875,0.9071044921875,0.06884765625,-0.44244384765625,-0.15338134765625,-29.14420439329453,-51.40415479511755,21.97572595035309
385,-3,337,-325,627,259,14895,1095,58346,63037,0.02349853515625,-0.00018310546875,0.02056884765625,-0.01983642578125,0.03826904296875,0.01580810546875,0.90911865234375,0.06683349609375,-0.4388427734375,-0.15252685546875,-28.644259719052847,-51.035204928557896,21.36917103820651
374,-1,312,-279,637,266,14927,1066,58405,63054,0.0228271484375,-6.103515625e-05,0.01904296875,-0.01702880859375,0.03887939453125,0.0162353515625,0.91107177734375,0.0650634765625,-0.43524169921875,-0.1514892578125,-28.143555867774626,-50.65658214924072,20.797499654630705
349,-26,291,-243,673,271,14960,1040,58467,63073,0.02130126953125,-0.0015869140625,0.01776123046875,-0.01483154296875,0.04107666015625,0.01654052734375,0.9130859375,0.0634765625,-0.43145751953125,-0.15032958984375,-27.633538932588227,-50.24900936998624,20.24157617341246
326,-51,285,-274,735,279,14995,1012,58535,63092,0.0198974609375,-0.00311279296875,0.01739501953125,-0.0167236328125,0.04486083984375,0.01702880859375,0.91522216796875,0.061767578125,-0.42730712890625,-0.149169921875,-27.10485468752435,-49.79451052487177,19.655142535288622
430,-104,271,-292,814,274,15034,983,58608,63110,0.0262451171875,-0.00634765625,0.01654052734375,-0.017822265625,0.0496826171875,0.0167236328125,0.9176025390625,0.05999755859375,-0.4228515625,-0.1480712890625,-26.56849958148086,-49.31029579413794,19.050136789124227
566,-125,157,-202,863,238,15074,966,58683,63129,0.0345458984375,-0.00762939453125,0.00958251953125,-0.0123291015625,0.05267333984375,0.0145263671875,0.9200439453125,0.0589599609375,-0.41827392578125,-0.14691162109375,-26.067848616854047,-48.79322175660827,18.547926551409407
456,-64,143,-31,932,205,15115,966,58762,63153,0.02783203125,-0.00390625,0.00872802734375,-0.00189208984375,0.056884765625,0.01251220703125,0.92254638671875,0.0589599609375,-0.4134521484375,-0.14544677734375,-25.57989887590817,-48.21981774675845,18.172069202056598
388,-14,159,82,998,207,15157,977,58845,63182,0.023681640625,-0.0008544921875,0.00970458984375,0.0050048828125,0.0609130859375,0.01263427734375,0.92510986328125,0.05963134765625,-0.40838623046875,-0.1436767578125,-25.083837972816163,-47.601159150315176,17.87108902527251
122,-57,294,358,1093,169,15199,1015,58939,63218,0.0074462890625,-0.00347900390625,0.0179443359375,0.0218505859375,0.06671142578125,0.01031494140625,0.92767333984375,0.06195068359375,-0.40264892578125,-0.1414794921875,-24.600919244881297,-46.846491144234705,17.75859457757669
111,-102,447,233,1167,179,15245,1043,59042,63251,0.00677490234375,-0.0062255859375,0.02728271484375,0.01422119140625,0.07122802734375,0.01092529296875,0.93048095703125,0.06365966796875,-0.3963623046875,-0.13946533203125,-24.091666521009323,-46.04280080071112,17.551891609564716
166,-152,611,141,1175,169,15290,1064,59147,63279,0.0101318359375,-0.00927734375,0.03729248046875,0.00860595703125,0.07171630859375,0.01031494140625,0.9332275390625,0.06494140625,-0.38995361328125,-0.13775634765625,-23.610575499130768,-45.229929627832874,17.3109315271806
260,-128,684,105,1096,154,15331,1081,59246,63304,0.015869140625,-0.0078125,0.041748046875,0.00640869140625,0.06689453125,0.0093994140625,0.93572998046875,0.06597900390625,-0.3839111328125,-0.13623046875,-23.172224234991024,-44.46694115574354,17.077663419596057
308,-76,671,177,983,138,15367,1103,59334,63330,0.018798828125,-0.004638671875,0.04095458984375,0.01080322265625,0.05999755859375,0.0084228515625,0.93792724609375,0.06732177734375,-0.3785400390625,-0.1346435546875,-22.779441597907898,-43.78523429429725,16.92453486141782
444,45,564,274,876,128,15397,1132,59411,63358,0.027099609375,0.00274658203125,0.034423828125,0.0167236328125,0.053466796875,0.0078125,0.93975830078125,0.069091796875,-0.37384033203125,-0.1329345703125,-22.428461956606473,-43.178202877245624,16.863527082673063
495,179,428,504,812,133,15421,1184,59476,63394,0.03021240234375,0.01092529296875,0.026123046875,0.03076171875,0.049560546875,0.00811767578125,0.94122314453125,0.072265625,-0.369873046875,-0.1307373046875,-22.113884704186706,-42.638506221256854,17.006765895525014
477,250,316,794,801,151,15447,1262,59534,63440,0.02911376953125,0.0152587890625,0.019287109375,0.0484619140625,0.04888916015625,0.00921630859375,0.94281005859375,0.0770263671875,-0.3663330078125,-0.1279296875,-21.798635214772787,-42.14869482817117,17.345222903677957
456,279,205,1073,847,189,15472,1365,59594,63501,0.02783203125,0.01702880859375,0.01251220703125,0.06549072265625,0.05169677734375,0.01153564453125,0.9443359375,0.08331298828125,-0.3626708984375,-0.12420654296875,-21.426861220336498,-41.626368301516365,17.84269636432294
413,245,154,1354,934,212,15496,1494,59658,63574,0.02520751953125,0.01495361328125,0.0093994140625,0.0826416015625,0.0570068359375,0.012939453125,0.94580078125,0.0911865234375,-0.3587646484375,-0.1197509765625,-21.019029899114386,-41.056308657564024,18.510361340909046
349,145,245,1500,1083,248,15523,1635,59734,63658,0.02130126953125,0.00885009765625,0.01495361328125,0.091552734375,0.06610107421875,0.01513671875,0.94744873046875,0.09979248046875,-0.3541259765625,-0.1146240234375,-20.52183411433937,-40.40265452570633,19.216111080285685
312,64,365,1510,1155,259,15550,1773,59821,63745,0.01904296875,0.00390625,0.02227783203125,0.0921630859375,0.07049560546875,0.01580810546875,0.9490966796875,0.10821533203125,-0.34881591796875,-0.10931396484375,-19.967964538031875,-39.67716793321113,19.87096723872107
261,-49,531,1480,1178,246,15576,1909,59912,63831,0.01593017578125,-0.00299072265625,0.03240966796875,0.09033203125,0.0718994140625,0.0150146484375,0.95068359375,0.11651611328125,-0.34326171875,-0.10406494140625,-19.406820909155282,-38.93336050449467,20.509460369460175
259,-129,700,1303,1093,200,15598,2030,60000,63905,0.01580810546875,-0.00787353515625,0.042724609375,0.07952880859375,0.06671142578125,0.01220703125,0.9520263671875,0.1239013671875,-0.337890625,-0.09954833984375,-18.912032592486717,-38.22076897556762,21.075210451696346
266,-173,828,1032,965,161,15617,2126,60079,63965,0.0162353515625,-0.01055908203125,0.050537109375,0.06298828125,0.05889892578125,0.00982666015625,0.95318603515625,0.1297607421875,-0.33306884765625,-0.09588623046875,-18.486751302257293,-37.59446420996301,21.50391074150125
269,-170,880,686,737,100,15632,2190,60142,64006,0.01641845703125,-0.0103759765625,0.0537109375,0.0418701171875,0.04498291015625,0.006103515625,0.9541015625,0.1336669921875,-0.3292236328125,-0.0933837890625,-18.170818737890965,-37.10380146285598,21.766633620942642
274,-113,817,453,563,64,15644,2232,60191,64034,0.0167236328125,-0.00689697265625,0.04986572265625,0.02764892578125,0.03436279296875,0.00390625,0.954833984375,0.13623046875,-0.32623291015625,-0.0916748046875,-17.93664100357919,-36.72813143310309,21.920543644957576
282,-32,704,261,415,46,15653,2256,60229,64052,0.0172119140625,-0.001953125,0.04296875,0.01593017578125,0.02532958984375,0.0028076171875,0.95538330078125,0.1376953125,-0.32391357421875,-0.090576171875,-17.765168159815214,-36.439910760628955,21.983904435909402
287,40,577,138,305,44,15659,2268,60258,64065,0.01751708984375,0.00244140625,0.03521728515625,0.0084228515625,0.01861572265625,0.002685546875,0.95574951171875,0.138427734375,-0.3221435546875,-0.08978271484375,-17.627864363176645,-36.2223394854415,21.987868029312335
280,81,459,84,230,49,15665,2273,60280,64076,0.01708984375,0.00494384765625,0.02801513671875,0.005126953125,0.0140380859375,0.00299072265625,0.95611572265625,0.13873291015625,-0.32080078125,-0.089111328125,-17.504034360405267,-36.066227601313024,21.95487723037934
246,82,343,69,184,54,15669,2276,60297,64086,0.0150146484375,0.0050048828125,0.02093505859375,0.00421142578125,0.01123046875,0.0032958984375,0.95635986328125,0.138916015625,-0.31976318359375,-0.0885009765625,-17.396321866478548,-35.946455228067606,21.92106983798216
218,63,291,69,182,56,15674,2279,60313,64097,0.0133056640625,0.00384521484375,0.01776123046875,0.00421142578125,0.0111083984375,0.00341796875,0.9566650390625,0.13909912109375,-0.31878662109375,-0.08782958984375,-17.281403685216254,-35.83902686268667,21.885180085987862
189,40,263,69,195,51,15679,2282,60331,64107,0.01153564453125,0.00244140625,0.01605224609375,0.00421142578125,0.01190185546875,0.00311279296875,0.95697021484375,0.1392822265625,-0.31768798828125,-0.08721923828125,-17.170609697659074,-35.714005787222085,21.84846344896637
168,33,250,61,220,46,15684,2285,60351,64117,0.01025390625,0.00201416015625,0.0152587890625,0.00372314453125,0.013427734375,0.0028076171875,0.957275390625,0.13946533203125,-0.31646728515625,-0.08660888671875,-17.056375436043677,-35.572652927259014,21.808849792769987
141,30,251,46,251,44,15690,2287,60375,64127,0.00860595703125,0.0018310546875,0.01531982421875,0.0028076171875,0.01531982421875,0.002685546875,0.9576416015625,0.13958740234375,-0.31500244140625,-0.08599853515625,-16.931425490740978,-35.402044663427134,21.753831468670654
124,33,264,13,294,46,15698,2287,60404,64136,0.007568359375,0.00201416015625,0.01611328125,0.00079345703125,0.0179443359375,0.0028076171875,0.9581298828125,0.13958740234375,-0.313232421875,-0.08544921875,-16.798063588250542,-35.19629104788494,21.674748345964417
